,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/07,1,1,14:04,豊田ス,名古屋,3,3,松本,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋／ＮＨＫ長野／ＮＨＫ岐阜／ＮＨＫ津,33558
1,03/07,1,2,14:04,万博,Ｇ大阪,2,2,FC東京,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,18332
2,03/07,1,3,14:04,Ｅスタ,広島,2,0,甲府,スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島／ＮＨＫ甲府,14671
3,03/07,1,4,14:05,ベアスタ,鳥栖,2,1,新潟,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀／ＮＨＫ新潟,11580
4,03/07,1,5,14:05,ユアスタ,仙台,2,0,山形,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ山形／ＮＨＫ青森／ＮＨＫ岩手／ＮＨＫ秋田／ＮＨＫ福島,19375
5,03/07,1,6,15:03,日産ス,横浜FM,1,3,川崎Ｆ,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,38123
6,03/07,1,7,16:04,ノエスタ,神戸,0,1,柏,スカパー！／スカパー！プレミアムサービス,24027
7,03/07,1,8,19:04,ＢＭＷス,湘南,1,3,浦和,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,14446
8,03/08,1,9,13:04,アイスタ,清水,3,1,鹿島,スカパー！／スカパー！プレミアムサービス／テレビ静岡,19736
9,07/11,1,10,18:04,ＢＭＷス,湘南,2,1,名古屋,スカパー！／スカパー！プレミアムサービス,10752
10,07/11,1,11,18:04,ユアスタ,仙台,3,4,広島,スカパー！／スカパー！プレミアムサービス,13373
11,07/11,1,12,18:30,等々力,川崎Ｆ,2,0,FC東京,スカパー！／スカパー！プレミアムサービス,23793
12,07/11,1,13,19:03,デンカＳ,新潟,2,3,鹿島,スカパー！／スカパー！プレミアムサービス,24316
13,07/11,1,14,19:03,日産ス,横浜FM,1,1,山形,スカパー！／スカパー！プレミアムサービス,20575
14,07/11,1,15,19:03,柏,柏,2,3,鳥栖,スカパー！／スカパー！プレミアムサービス,11371
15,07/11,1,16,19:04,アイスタ,清水,0,5,神戸,スカパー！／スカパー！プレミアムサービス,14037
16,07/11,1,17,19:04,松本,松本,1,2,浦和,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,18605
17,07/11,1,18,19:04,万博,Ｇ大阪,2,1,甲府,スカパー！／スカパー！プレミアムサービス,14364
0,03/13,2,1,19:03,柏,柏,1,1,仙台,スカパー！／スカパー！プレミアムサービス,9082
1,03/14,2,2,13:02,デンカＳ,新潟,0,0,清水,スカパー！／スカパー！プレミアムサービス／新潟総合テレビ,19537
2,03/14,2,3,14:03,カシマ,鹿島,1,2,湘南,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸,17295
3,03/14,2,4,14:04,中銀スタ,甲府,1,0,名古屋,スカパー！／スカパー！プレミアムサービス／ＮＨＫ甲府／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,11851
4,03/14,2,5,14:06,味スタ,FC東京,0,0,横浜FM,スカパー！／スカパー！プレミアムサービス／ＴＢＳ／ＴＯＫＹＯ　ＭＸ（録）,30492
5,03/14,2,6,15:04,埼玉,浦和,1,0,山形,スカパー！／スカパー！プレミアムサービス,40802
6,03/14,2,7,15:05,等々力,川崎Ｆ,2,2,神戸,スカパー！／スカパー！プレミアムサービス,21689
7,03/14,2,8,18:34,ベアスタ,鳥栖,1,0,Ｇ大阪,スカパー！／スカパー！プレミアムサービス,17695
8,03/14,2,9,19:04,松本,松本,1,2,広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,17091
