,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/03,1,1,14:03,味スタ,Ｆ東京,2,4,広島,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＴＯＫＹＯ　ＭＸ（録）,25257
1,03/03,1,2,14:05,日産ス,横浜FM,1,0,甲府,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,24466
2,03/03,1,3,14:05,九石ド,大分,1,1,新潟,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ大分／ＮＨＫ新潟,20039
3,03/03,1,4,15:00,等々力,川崎Ｆ,1,0,鹿島,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,20295
4,03/03,1,5,15:03,日本平,清水,1,0,神戸,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／静岡放送,18333
5,03/03,1,6,16:03,埼玉,浦和,2,1,横浜FC,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ総合／テレ玉（録）,57188
6,03/03,1,7,19:04,万博,Ｇ大阪,1,0,大宮,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ,18355
7,03/04,1,8,16:00,柏,柏,4,0,磐田,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10960
8,03/04,1,9,16:04,瑞穂陸,名古屋,2,0,千葉,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ名古屋,18410
0,03/10,2,1,14:04,小瀬,甲府,0,2,名古屋,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ甲府,11791
1,03/10,2,2,14:04,広島ビ,広島,1,1,柏,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ広島,12891
2,03/10,2,3,15:04,ヤマハ,磐田,2,1,大分,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／静岡放送,11452
3,03/10,2,4,16:05,埼玉,大宮,0,2,Ｆ東京,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ／テレ玉（録）,17023
4,03/10,2,5,19:03,三ツ沢,横浜FC,1,0,横浜FM,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,13737
5,03/10,2,6,19:04,フクアリ,千葉,1,3,清水,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ,15373
6,03/11,2,7,14:03,カシマ,鹿島,0,1,Ｇ大阪,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ総合,18406
