,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2017,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,,02/18(土),13:35,鹿島,3-2,浦和,日産ス,48250.0,日本テレビ系全国ネットにて生中継,20164
1,2017,Ｊ１,第１節第１日,02/25(土),12:35,横浜FM,3-2,浦和,日産ス,39284.0,ＤＡＺＮ／テレビ神奈川／テレ玉,19075
2,2017,Ｊ１,第１節第１日,02/25(土),14:04,清水,0-1,神戸,アイスタ,17861.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１／テレビ静岡,19078
3,2017,Ｊ１,第１節第１日,02/25(土),14:04,鹿島,0-1,FC東京,カシマ,28240.0,ＤＡＺＮ／ＮＨＫ総合,19077
4,2017,Ｊ１,第１節第１日,02/25(土),14:04,仙台,1-0,札幌,ユアスタ,17230.0,ＤＡＺＮ／ＮＨＫ仙台／ＮＨＫ札幌,19076
5,2017,Ｊ１,第１節第１日,02/25(土),14:04,広島,1-1,新潟,Ｅスタ,17545.0,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ新潟,19079
6,2017,Ｊ１,第１節第１日,02/25(土),14:05,鳥栖,1-3,柏,ベアスタ,14355.0,ＤＡＺＮ／ＮＨＫ佐賀,19080
7,2017,Ｊ１,第１節第１日,02/25(土),15:03,Ｃ大阪,0-0,磐田,ヤンマー,33208.0,ＤＡＺＮ,19081
8,2017,Ｊ１,第１節第１日,02/25(土),16:03,大宮,0-2,川崎Ｆ,ＮＡＣＫ,11962.0,ＤＡＺＮ／テレ玉,19082
9,2017,Ｊ１,第１節第２日,02/26(日),17:03,Ｇ大阪,1-1,甲府,吹田Ｓ,21284.0,ＤＡＺＮ,19083
10,2017,Ｊ２,第１節第１日,02/26(日),13:03,熊本,2-1,讃岐,えがおＳ,7027.0,ＤＡＺＮ,19383
11,2017,Ｊ２,第１節第１日,02/26(日),13:03,長崎,4-0,群馬,トラスタ,4394.0,ＤＡＺＮ,19382
12,2017,Ｊ２,第１節第１日,02/26(日),13:04,福岡,1-2,大分,レベスタ,15042.0,ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ大分,19381
13,2017,Ｊ２,第１節第１日,02/26(日),14:03,水戸,0-1,湘南,Ｋｓスタ,8636.0,ＤＡＺＮ,19384
14,2017,Ｊ２,第１節第１日,02/26(日),14:03,町田,0-1,千葉,町田,8124.0,ＤＡＺＮ,19385
15,2017,Ｊ２,第１節第１日,02/26(日),14:03,徳島,1-0,東京Ｖ,鳴門大塚,6149.0,ＤＡＺＮ／ＮＨＫ徳島,19390
