,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2022,ＦＵＪＩＦＩＬＭ　ＳＵＰＥＲ　ＣＵＰ,,02/12(土),13:35,川崎Ｆ,0-2,浦和,日産ス,18558.0,日本テレビ系全国ネットにて生中継／ＴＶｅｒ（生配信）,27634
1,2022,Ｊ１,第１節第１日,02/18(金),19:05,川崎Ｆ,1-0,FC東京,等々力,17544.0,ＤＡＺＮ,27328
2,2022,Ｊ１,第１節第２日,02/19(土),14:03,Ｇ大阪,1-3,鹿島,パナスタ,11800.0,ＤＡＺＮ,27332
3,2022,Ｊ１,第１節第２日,02/19(土),14:03,京都,1-0,浦和,サンガＳ,11701.0,ＤＡＺＮ／ＫＢＳ京都（録）,27331
4,2022,Ｊ１,第１節第２日,02/19(土),14:03,広島,0-0,鳥栖,Ｅスタ,6012.0,ＤＡＺＮ／広島ホームテレビ,27333
5,2022,Ｊ１,第１節第２日,02/19(土),14:03,清水,1-1,札幌,アイスタ,9357.0,ＤＡＺＮ／テレビ静岡,27330
6,2022,Ｊ１,第１節第２日,02/19(土),14:04,横浜FM,2-2,Ｃ大阪,日産ス,13737.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１,27329
7,2022,Ｊ１,第１節第２日,02/19(土),14:04,福岡,1-1,磐田,ベススタ,6217.0,ＤＡＺＮ,27336
8,2022,Ｊ１,第１節第２日,02/19(土),15:03,湘南,0-2,柏,レモンＳ,6755.0,ＤＡＺＮ,27334
9,2022,Ｊ１,第１節第２日,02/19(土),15:03,名古屋,2-0,神戸,豊田ス,18681.0,ＤＡＺＮ,27335
10,2022,Ｊ２,第１節第１日,02/19(土),13:03,栃木,1-0,秋田,カンセキ,2956.0,ＤＡＺＮ／とちぎテレビ,26512
11,2022,Ｊ２,第１節第１日,02/19(土),14:03,千葉,0-1,岩手,フクアリ,5588.0,ＤＡＺＮ,26514
12,2022,Ｊ２,第１節第１日,02/19(土),14:03,群馬,1-0,山形,正田スタ,3098.0,ＤＡＺＮ／群馬テレビ,26513
