,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2016,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,,02/20(土),13:35,広島,3-1,Ｇ大阪,日産ス,33805.0,日本テレビ系全国ネットにて生中継,17893
1,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),14:03,磐田,0-1,名古屋,ヤマハ,14333.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,17894
2,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),14:04,広島,0-1,川崎Ｆ,Ｅスタ,18120.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,17895
3,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),14:05,鳥栖,2-1,福岡,ベアスタ,19762.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀／ＮＨＫ福岡,17896
4,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),15:03,柏,1-2,浦和,柏,13416.0,スカパー！／スカパー！プレミアムサービス,17897
5,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),15:03,湘南,1-2,新潟,ＢＭＷス,14058.0,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,17898
6,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),15:05,神戸,0-2,甲府,ノエスタ,23862.0,スカパー！／スカパー！プレミアムサービス,17899
7,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),18:35,横浜FM,0-1,仙台,日産ス,24898.0,スカパー！／スカパー！プレミアムサービス,17900
8,2016,Ｊ１ １ｓｔ,第１節第１日,02/27(土),19:04,FC東京,0-1,大宮,味スタ,25776.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,17901
9,2016,Ｊ１ １ｓｔ,第１節第２日,02/28(日),14:09,Ｇ大阪,0-1,鹿島,吹田Ｓ,32463.0,スカパー！／スカパー！プレミアムサービス／ＴＢＳ,17902
10,2016,Ｊ２,第１節第１日,02/28(日),13:03,金沢,1-2,長崎,石川西部,4020.0,スカパー！／スカパー！プレミアムサービス,18201
11,2016,Ｊ２,第１節第１日,02/28(日),13:03,東京Ｖ,1-0,札幌,味スタ,9272.0,スカパー！／スカパー！プレミアムサービス,18200
12,2016,Ｊ２,第１節第１日,02/28(日),13:04,清水,0-0,愛媛,アイスタ,15453.0,スカパー！／スカパー！プレミアムサービス／テレビ静岡,18202
13,2016,Ｊ２,第１節第１日,02/28(日),13:04,山口,1-1,岡山,維新公園,11308.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ山口／ＮＨＫ岡山,18203
14,2016,Ｊ２,第１節第１日,02/28(日),13:05,熊本,1-0,松本,うまスタ,8253.0,スカパー！／スカパー！プレミアムサービス／ＮＨＫ熊本／ＮＨＫ長野,18204
15,2016,Ｊ２,第１節第１日,02/28(日),14:03,横浜FC,0-1,讃岐,ニッパツ,9929.0,スカパー！／スカパー！プレミアムサービス,18207
16,2016,Ｊ２,第１節第１日,02/28(日),14:03,町田,0-1,Ｃ大阪,町田,10112.0,スカパー！／スカパー！プレミアムサービス,18206
17,2016,Ｊ２,第１節第１日,02/28(日),14:04,群馬,4-0,岐阜,正田スタ,8418.0,スカパー！／スカパー！プレミアムサービス／群馬テレビ,18205
