,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
17,2007,Ｊ１,第２節第１日,03/10(土),14:04,甲府,0-2,名古屋,小瀬,11791,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ甲府,9994
18,2007,Ｊ１,第２節第１日,03/10(土),14:04,広島,1-1,柏,広島ビ,12891,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ広島,9995
19,2007,Ｊ１,第２節第１日,03/10(土),15:04,磐田,2-1,大分,ヤマハ,11452,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／静岡放送,9996
20,2007,Ｊ１,第２節第１日,03/10(土),16:05,大宮,0-2,Ｆ東京,埼玉,17023,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ／テレ玉（録）,9997
21,2007,Ｊ１,第２節第１日,03/10(土),19:03,横浜FC,1-0,横浜FM,三ツ沢,13737,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,9999
22,2007,Ｊ１,第２節第１日,03/10(土),19:04,千葉,1-3,清水,フクアリ,15373,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ,9998
23,2007,Ｊ２,第２節第１日,03/10(土),14:04,札幌,1-0,鳥栖,札幌ド,13568,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ札幌,10297
24,2007,Ｊ２,第２節第１日,03/10(土),14:04,福岡,1-1,山形,博多球,8479,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ福岡,10298
25,2007,Ｊ１,第２節第２日,03/11(日),14:03,鹿島,0-1,Ｇ大阪,カシマ,18406,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ総合,10000
26,2007,Ｊ１,第２節第２日,03/11(日),16:01,新潟,2-2,浦和,東北電ス,40524,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10001
27,2007,Ｊ１,第２節第２日,03/11(日),16:03,神戸,1-1,川崎Ｆ,ホムスタ,14664,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10002
28,2007,Ｊ２,第２節第２日,03/11(日),13:03,草津,0-0,徳島,群馬陸,2634,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／群馬テレビ,10299
29,2007,Ｊ２,第２節第２日,03/11(日),13:05,京都,0-0,湘南,西京極,4538,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＫＢＳ京都（録）,10300
30,2007,Ｊ２,第２節第２日,03/11(日),14:04,愛媛,1-3,東京Ｖ,愛媛陸,6311,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ松山,10301
31,2007,Ｊ２,第２節第２日,03/11(日),16:04,Ｃ大阪,0-2,仙台,長居２,6285,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10302
32,2007,サテライトリーグ Ａグループ,第２日,03/11(日),14:01,柏,1-0,札幌,柏の葉,853,,
33,2007,サテライトリーグ Ｂグループ,第１日,03/11(日),14:05,水戸,1-7,横浜FM,水府町Ｇ,250,,
34,2007,サテライトリーグ Ｄグループ,第１日,03/11(日),14:00,清水,4-1,甲府,三保Ｇ,622,,
35,2007,サテライトリーグ Ｆグループ,第１日,03/11(日),15:00,広島,2-2,福岡,吉田,280,,
36,2007,サテライトリーグ Ｅグループ,第１日,03/12(月),14:04,Ｃ大阪,1-1,Ｇ大阪,南津守,510,,
37,2007,サテライトリーグ Ｆグループ,第２日,03/14(水),15:02,鳥栖,0-0,福岡,鳥栖北部,300,,
38,2007,Ｊ１,第３節第１日,03/17(土),13:04,大分,3-1,大宮,九石ド,16870,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10003
39,2007,Ｊ１,第３節第１日,03/17(土),14:02,浦和,2-0,甲府,埼玉,39494,スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）／テレ玉（録）,10004
40,2007,Ｊ１,第３節第１日,03/17(土),15:04,清水,0-1,柏,日本平,11460,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレビ静岡,10005
41,2007,Ｊ１,第３節第１日,03/17(土),16:03,千葉,3-3,鹿島,フクアリ,14814,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10006
42,2007,Ｊ１,第３節第１日,03/17(土),16:05,横浜FM,1-4,神戸,日産ス,16657,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10007
43,2007,Ｊ１,第３節第１日,03/17(土),19:03,Ｇ大阪,3-0,広島,万博,14123,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10009
44,2007,Ｊ１,第３節第１日,03/17(土),19:05,川崎Ｆ,6-0,横浜FC,等々力,18621,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ,10008
45,2007,Ｊ２,第３節第１日,03/17(土),13:04,徳島,0-3,札幌,鳴門,3167,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10303
46,2007,Ｊ２,第３節第１日,03/17(土),14:04,水戸,1-3,草津,笠松,1684,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ水戸＊,10305
47,2007,Ｊ２,第３節第１日,03/17(土),14:05,仙台,2-2,東京Ｖ,ユアスタ,18261,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ仙台,10304
48,2007,Ｊ１,第３節第２日,03/18(日),14:03,名古屋,2-0,新潟,瑞穂陸,11620,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／名古屋テレビ（録）,10010
49,2007,Ｊ１,第３節第２日,03/18(日),16:03,Ｆ東京,0-1,磐田,味スタ,27046,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10011
50,2007,Ｊ２,第３節第２日,03/18(日),13:03,湘南,2-1,Ｃ大阪,平塚,4226,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,10307
51,2007,Ｊ２,第３節第２日,03/18(日),13:04,山形,1-1,京都,ＮＤスタ,5254,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10306
52,2007,Ｊ２,第３節第２日,03/18(日),16:03,鳥栖,0-1,愛媛,鳥栖,5547,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10308
53,2007,ＹＮＣ 予選Ａグループ,第１節,03/21(水・祝),14:00,広島,0-3,Ｇ大阪,広島ビ,8427,,9917
54,2007,ＹＮＣ 予選Ａグループ,第１節,03/21(水・祝),16:00,神戸,1-4,千葉,ホムスタ,5781,フジテレビ７３９,9918
55,2007,ＹＮＣ 予選Ｂグループ,第１節,03/21(水・祝),14:59,横浜FM,0-1,大宮,三ツ沢,9395,,9930
56,2007,ＹＮＣ 予選Ｂグループ,第１節,03/21(水・祝),15:00,柏,2-1,清水,柏,8092,,9929
57,2007,ＹＮＣ 予選Ｃグループ,第１節,03/21(水・祝),13:02,大分,1-0,横浜FC,九石ド,14235,フジテレビ７３９／テレビ大分（録）,9941
58,2007,ＹＮＣ 予選Ｃグループ,第１節,03/21(水・祝),19:00,磐田,2-2,Ｆ東京,ヤマハ,11315,フジテレビ７３９,9942
59,2007,ＹＮＣ 予選Ｄグループ,第１節,03/21(水・祝),14:00,新潟,3-1,鹿島,東北電ス,33481,,9954
60,2007,ＹＮＣ 予選Ｄグループ,第１節,03/21(水・祝),14:01,甲府,2-1,名古屋,小瀬,7609,,9953
61,2007,Ｊ２,第４節第１日,03/21(水・祝),13:03,東京Ｖ,2-0,Ｃ大阪,味スタ,8065,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／日本テレビ（録）,10309
62,2007,Ｊ２,第４節第１日,03/21(水・祝),13:04,福岡,1-2,仙台,博多球,8418,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10310
63,2007,Ｊ２,第４節第１日,03/21(水・祝),14:04,愛媛,0-0,水戸,愛媛陸,3519,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／あいテレビ,10312
64,2007,Ｊ２,第４節第１日,03/21(水・祝),14:05,京都,1-1,徳島,西京極,5318,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＫＢＳ京都（録）,10311
65,2007,Ｊ２,第４節第１日,03/21(水・祝),16:03,札幌,0-0,湘南,札幌ド,13279,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10313
66,2007,Ｊ２,第４節第１日,03/21(水・祝),19:03,草津,1-1,鳥栖,群馬陸,2621,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／群馬テレビ,10314
67,2007,ＹＮＣ 予選Ａグループ,第２節,03/25(日),14:00,Ｇ大阪,2-2,神戸,万博,8165,,9919
68,2007,ＹＮＣ 予選Ａグループ,第２節,03/25(日),16:01,千葉,2-1,広島,フクアリ,7231,,9920
69,2007,ＹＮＣ 予選Ｂグループ,第２節,03/25(日),14:00,大宮,2-1,柏,駒場,5672,,9931
70,2007,ＹＮＣ 予選Ｂグループ,第２節,03/25(日),15:00,清水,2-2,横浜FM,日本平,9102,,9932
71,2007,ＹＮＣ 予選Ｃグループ,第２節,03/25(日),14:04,Ｆ東京,0-2,大分,味スタ,11127,ＴＯＫＹＯ　ＭＸ／フジテレビ７３９（録）,9943
72,2007,ＹＮＣ 予選Ｃグループ,第２節,03/25(日),19:00,横浜FC,2-0,磐田,三ツ沢,4641,フジテレビ７３９,9944
73,2007,ＹＮＣ 予選Ｄグループ,第２節,03/25(日),14:00,鹿島,2-1,新潟,カシマ,7359,フジテレビ７３９,9955
74,2007,ＹＮＣ 予選Ｄグループ,第２節,03/25(日),14:00,名古屋,0-1,甲府,瑞穂陸,4476,,9956
75,2007,Ｊ２,第５節第１日,03/25(日),13:04,仙台,1-1,草津,ユアスタ,13210,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10315
76,2007,Ｊ２,第５節第１日,03/25(日),13:04,山形,0-1,札幌,ＮＤスタ,3932,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10316
77,2007,Ｊ２,第５節第１日,03/25(日),13:04,鳥栖,1-0,徳島,鳥栖,4278,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,10317
78,2007,Ｊ２,第５節第１日,03/25(日),14:04,水戸,1-4,福岡,笠松,1063,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ水戸＊,10318
79,2007,Ｊ２,第５節第１日,03/25(日),16:03,Ｃ大阪,3-2,京都,長居２,5238,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10320
80,2007,Ｊ２,第５節第１日,03/25(日),16:06,湘南,0-0,愛媛,平塚,3092,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10319
81,2007,サテライトリーグ Ｅグループ,第２日,03/26(月),14:01,Ｇ大阪,0-2,京都,ガンバＧ,226,,
82,2007,Ｊ１,第４節第１日,03/31(土),14:00,新潟,2-0,川崎Ｆ,東北電ス,31500,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10013
83,2007,Ｊ１,第４節第１日,03/31(土),14:04,甲府,1-2,Ｇ大阪,小瀬,13064,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／山梨放送,10012
84,2007,Ｊ１,第４節第１日,03/31(土),14:04,磐田,1-0,千葉,ヤマハ,12379,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／静岡放送,10014
85,2007,Ｊ１,第４節第１日,03/31(土),16:00,大宮,1-2,清水,駒場,7737,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10015
86,2007,Ｊ１,第４節第１日,03/31(土),18:05,広島,1-3,横浜FM,広島ビ,9337,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10016
87,2007,Ｊ１,第４節第１日,03/31(土),19:04,柏,2-0,Ｆ東京,柏,10793,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10017
88,2007,Ｊ１,第４節第１日,03/31(土),19:04,神戸,1-1,鹿島,ホムスタ,10518,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ,10018
89,2007,Ｊ２,第６節第１日,03/31(土),13:03,札幌,1-0,Ｃ大阪,室蘭,4990,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10321
90,2007,Ｊ２,第６節第１日,03/31(土),13:04,草津,2-0,湘南,群馬陸,2753,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／群馬テレビ（録）,10322
91,2007,Ｊ１,第４節第２日,04/01(日),14:00,横浜FC,1-2,名古屋,三ツ沢,10225,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10019
92,2007,Ｊ１,第４節第２日,04/01(日),16:04,大分,2-2,浦和,九石ド,27163,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10020
93,2007,Ｊ２,第６節第２日,04/01(日),13:03,東京Ｖ,1-0,山形,味スタ,6068,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10323
94,2007,Ｊ２,第６節第２日,04/01(日),13:04,徳島,0-0,水戸,鳴門,3120,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10324
95,2007,Ｊ２,第６節第２日,04/01(日),16:04,愛媛,0-4,仙台,愛媛陸,2489,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10326
96,2007,Ｊ２,第６節第２日,04/01(日),16:05,京都,2-1,福岡,西京極,4868,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＫＢＳ京都（録）,10325
97,2007,サテライトリーグ Ｃグループ,第１日,04/01(日),14:01,川崎Ｆ,2-1,草津,等々力,2788,,
98,2007,サテライトリーグ Ｅグループ,第３日,04/01(日),14:01,Ｃ大阪,0-1,神戸,南津守,210,,
99,2007,サテライトリーグ Ｆグループ,第３日,04/02(月),13:59,愛媛,2-1,福岡,愛媛球,165,,
100,2007,ＹＮＣ 予選Ａグループ,第３節,04/04(水),19:00,広島,2-0,神戸,広島ビ,2783,,9922
101,2007,ＹＮＣ 予選Ａグループ,第３節,04/04(水),19:05,Ｇ大阪,0-1,千葉,万博,6394,フジテレビ７３９（録）,9921
102,2007,ＹＮＣ 予選Ｂグループ,第３節,04/04(水),19:00,柏,0-0,大宮,柏,4229,,9933
103,2007,ＹＮＣ 予選Ｂグループ,第３節,04/04(水),19:00,横浜FM,2-0,清水,三ツ沢,8414,フジテレビ７２１,9934
104,2007,ＹＮＣ 予選Ｃグループ,第３節,04/04(水),19:00,磐田,0-1,横浜FC,ヤマハ,8896,,9945
105,2007,ＹＮＣ 予選Ｃグループ,第３節,04/04(水),19:04,大分,0-1,Ｆ東京,九石ド,9470,ＴＯＫＹＯ　ＭＸ／フジテレビ７３９（録）,9946
106,2007,ＹＮＣ 予選Ｄグループ,第３節,04/04(水),19:00,鹿島,0-1,甲府,カシマ,4376,,9957
107,2007,ＹＮＣ 予選Ｄグループ,第３節,04/04(水),19:00,名古屋,2-2,新潟,瑞穂陸,3740,,9958
108,2007,Ｊ１,第５節第１日,04/07(土),13:01,甲府,4-3,神戸,小瀬,8373,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10021
109,2007,Ｊ１,第５節第１日,04/07(土),14:03,名古屋,2-3,広島,豊田ス,16825,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10023
110,2007,Ｊ１,第５節第１日,04/07(土),14:03,Ｇ大阪,2-2,川崎Ｆ,万博,18587,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10024
111,2007,Ｊ１,第５節第１日,04/07(土),14:04,Ｆ東京,1-3,新潟,味スタ,21092,スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＯＫＹＯ　ＭＸ／ＢＳ－ｉ,10022
112,2007,Ｊ１,第５節第１日,04/07(土),16:00,鹿島,0-0,大宮,カシマ,10234,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10025
113,2007,Ｊ１,第５節第１日,04/07(土),16:00,横浜FM,0-2,柏,日産ス,18960,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10026
114,2007,Ｊ１,第５節第１日,04/07(土),19:04,浦和,2-1,磐田,埼玉,45025,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／テレ玉／ＢＳ,10027
115,2007,Ｊ２,第７節第１日,04/07(土),13:03,福岡,2-1,東京Ｖ,博多球,10132,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＲＫＢ毎日放送（録）,10327
116,2007,Ｊ２,第７節第１日,04/07(土),16:03,Ｃ大阪,3-0,鳥栖,長居２,3905,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,10328
117,2007,Ｊ１,第５節第２日,04/08(日),16:03,千葉,4-0,横浜FC,フクアリ,15584,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10028
118,2007,Ｊ１,第５節第２日,04/08(日),16:03,清水,2-0,大分,日本平,13225,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10029
119,2007,Ｊ２,第７節第２日,04/08(日),13:03,湘南,2-1,徳島,平塚,3573,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10330
120,2007,Ｊ２,第７節第２日,04/08(日),13:04,山形,3-1,愛媛,ＮＤスタ,3421,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10329
121,2007,Ｊ２,第７節第２日,04/08(日),14:04,水戸,0-2,京都,笠松,2457,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ水戸＊,10331
122,2007,Ｊ２,第７節第２日,04/08(日),16:05,仙台,1-1,札幌,ユアスタ,16493,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,10332
123,2007,ＹＮＣ 予選Ａグループ,第４節,04/11(水),19:01,神戸,0-1,広島,ホムスタ,2879,,9924
124,2007,ＹＮＣ 予選Ａグループ,第４節,04/11(水),19:02,千葉,0-1,Ｇ大阪,フクアリ,7595,,9923
125,2007,ＹＮＣ 予選Ｂグループ,第４節,04/11(水),19:00,清水,0-0,柏,日本平,7210,フジテレビ７３９（録）,9936
126,2007,ＹＮＣ 予選Ｂグループ,第４節,04/11(水),19:04,大宮,1-1,横浜FM,駒場,3825,テレ玉／フジテレビ７３９（録）,9935
127,2007,ＹＮＣ 予選Ｃグループ,第４節,04/11(水),19:00,横浜FC,1-2,大分,三ツ沢,2007,,9948
128,2007,ＹＮＣ 予選Ｃグループ,第４節,04/11(水),19:04,Ｆ東京,2-1,磐田,国立,10337,ＴＯＫＹＯ　ＭＸ／フジテレビ７３９（録）,9947
129,2007,ＹＮＣ 予選Ｄグループ,第４節,04/11(水),19:00,鹿島,2-1,名古屋,カシマ,4138,フジテレビ７３９,9959
130,2007,ＹＮＣ 予選Ｄグループ,第４節,04/11(水),19:00,新潟,2-1,甲府,東北電ス,22203,,9960
131,2007,Ｊ２,第８節第１日,04/11(水),19:03,東京Ｖ,1-3,京都,味スタ,2800,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／日本テレビ（録）,10335
132,2007,Ｊ２,第８節第１日,04/11(水),19:03,鳥栖,5-1,水戸,鳥栖,3070,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,10338
133,2007,Ｊ２,第８節第１日,04/11(水),19:04,札幌,0-0,福岡,西が丘,2161,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10333
134,2007,Ｊ２,第８節第１日,04/11(水),19:04,草津,0-2,山形,群馬陸,2147,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／群馬テレビ,10334
135,2007,Ｊ２,第８節第１日,04/11(水),19:04,徳島,2-2,仙台,鳴門,2088,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10336
136,2007,Ｊ２,第８節第１日,04/11(水),19:04,愛媛,0-2,Ｃ大阪,愛媛陸,2512,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）,10337
137,2007,Ｊ１,第６節第１日,04/14(土),13:00,大宮,1-0,名古屋,駒場,6584,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10030
138,2007,Ｊ１,第６節第１日,04/14(土),14:03,横浜FC,0-1,鹿島,日産ス,19367,スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）,10031
139,2007,Ｊ１,第６節第１日,04/14(土),14:04,広島,2-2,甲府,広島ビ,7181,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ広島／ＮＨＫ甲府,10032
140,2007,Ｊ１,第６節第１日,04/14(土),15:01,神戸,2-1,千葉,ホムスタ,10983,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10034
141,2007,Ｊ１,第６節第１日,04/14(土),15:04,新潟,2-1,Ｇ大阪,東北電ス,32686,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ,10033
142,2007,Ｊ１,第６節第１日,04/14(土),16:00,磐田,1-0,横浜FM,ヤマハ,11864,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10035
143,2007,Ｊ２,第９節第１日,04/14(土),14:04,仙台,5-2,鳥栖,ユアスタ,12432,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／東日本放送,10339
144,2007,Ｊ２,第９節第１日,04/14(土),19:04,京都,1-1,草津,鴨池,7023,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＫＢＳ京都,10340
145,2007,Ｊ１,第６節第２日,04/15(日),15:00,川崎Ｆ,2-1,清水,等々力,21208,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,10037
146,2007,Ｊ１,第６節第２日,04/15(日),15:05,柏,0-2,浦和,国立,35013,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,10036
147,2007,Ｊ１,第６節第２日,04/15(日),16:04,大分,0-0,Ｆ東京,九石ド,17431,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,10038
148,2007,Ｊ２,第９節第２日,04/15(日),13:03,湘南,3-0,東京Ｖ,平塚,6113,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10341
149,2007,Ｊ２,第９節第２日,04/15(日),13:03,福岡,1-0,愛媛,博多球,7557,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,10342
150,2007,Ｊ２,第９節第２日,04/15(日),14:04,山形,2-1,Ｃ大阪,ＮＤスタ,4596,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／テレビユー山形,10343
151,2007,Ｊ２,第９節第２日,04/15(日),14:04,水戸,0-2,札幌,笠松,2385,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ水戸＊,10344
152,2007,サテライトリーグ Ａグループ,第３日,04/15(日),13:02,仙台,0-0,鹿島,石巻,2700,,
153,2007,サテライトリーグ Ｂグループ,第２日,04/15(日),15:00,横浜FM,4-1,横浜FC,ＭＭ２１,1471,,
154,2007,サテライトリーグ Ｅグループ,第４日,04/15(日),14:02,神戸,2-0,Ｇ大阪,三木陸,450,,
155,2007,サテライトリーグ Ｆグループ,第４日,04/15(日),14:00,鳥栖,1-1,広島,小郡,400,,
156,2007,Ｊ１,第７節第１日,04/21(土),14:04,Ｆ東京,1-0,横浜FC,味スタ,22168,スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＯＫＹＯ　ＭＸ／ＢＳ－ｉ,10039
157,2007,Ｊ１,第７節第１日,04/21(土),16:03,浦和,1-2,川崎Ｆ,埼玉,50531,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ総合／テレ玉（録）,10040
