,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/12,1,1,14:33,広島ビ,広島,2,0,名古屋,,11503
1,03/12,1,2,14:59,日本平,清水,1,0,横浜Ｆ,,10071
2,03/12,1,3,15:00,市原,市原,5,1,Ｇ大阪,,10044
3,03/12,1,4,15:02,三ツ沢,横浜M,2,0,浦和,,13991
4,03/12,1,5,15:04,カシマ,鹿島,1,0,磐田,,13990
5,03/12,1,6,19:04,国立,Ｖ川崎,5,1,平塚,,50843
6,08/10,1,7,19:01,等々力,Ｖ川崎,1,2,平塚,,10630
7,08/10,1,8,19:01,三ツ沢,横浜M,3,0,浦和,,13639
8,08/10,1,9,19:02,市原,市原,5,2,Ｇ大阪,,10563
9,08/10,1,10,19:03,カシマ,鹿島,2,4),磐田,,16153
10,08/10,1,11,19:03,広島ス,広島,4,0,名古屋,,11796
11,08/10,1,12,19:05,草薙陸,清水,0,3,横浜Ｆ,,18478
0,03/16,2,1,19:00,駒場,浦和,0,2,清水,,9290
1,03/16,2,2,19:00,万博,Ｇ大阪,1,2,広島,,18737
2,03/16,2,3,19:01,磐田,磐田,1,0,名古屋,,13529
3,03/16,2,4,19:02,平塚,平塚,1,0,横浜M,,16131
4,03/16,2,5,19:04,カシマ,鹿島,2,1,Ｖ川崎,,14181
5,03/16,2,6,19:04,三ツ沢,横浜Ｆ,4,1,市原,,13028
6,08/13,2,7,18:30,大宮,浦和,2,0,清水,,9488
7,08/13,2,8,18:32,平塚,平塚,0,4,横浜M,,15592
8,08/13,2,9,18:34,長崎,横浜Ｆ,1,2,市原,,14702
9,08/13,2,10,19:00,万博,Ｇ大阪,1,4),広島,,19209
10,08/13,2,11,19:02,磐田,磐田,2,3,名古屋,,14592
11,08/13,2,12,19:04,カシマ,鹿島,2,5),Ｖ川崎,,16041
0,03/19,3,1,15:01,市原,市原,3,2,浦和,,9837
1,03/19,3,2,15:01,三ツ沢,横浜M,0,1,鹿島,,14055
2,03/19,3,3,15:02,日本平,清水,4,1,平塚,,10285
3,03/19,3,4,15:02,瑞穂球,名古屋,0,2,Ｇ大阪,,11519
4,03/19,3,5,15:02,広島ス,広島,2,1,横浜Ｆ,,11387
5,03/19,3,6,19:03,国立,Ｖ川崎,3,2,磐田,,54657
6,08/17,3,7,14:03,札幌,清水,1,0,平塚,,18214
7,08/17,3,8,19:00,国立,名古屋,2,3,Ｇ大阪,,50375
8,08/17,3,9,19:02,市原,市原,3,4,浦和,,10502
9,08/17,3,10,19:03,等々力,Ｖ川崎,4,1,磐田,,10629
10,08/17,3,11,19:03,三ツ沢,横浜M,2,3),鹿島,,13836
11,08/17,3,12,19:03,広島ス,広島,4,1,横浜Ｆ,,11782
0,03/23,4,1,18:59,草薙陸,磐田,0,2,Ｇ大阪,,12177
1,03/23,4,2,19:02,駒場,浦和,0,1,広島,,7854
2,03/23,4,3,19:03,カシマ,鹿島,3,2,清水,,13808
3,03/23,4,4,19:03,三ツ沢,横浜Ｆ,1,0,名古屋,,10624
4,03/23,4,5,19:03,平塚,平塚,2,3,市原,,10797
5,03/23,4,6,19:05,国立,Ｖ川崎,1,2,横浜M,,54405
6,08/20,4,7,18:00,国立,鹿島,1,2,清水,,50724
7,08/20,4,8,18:30,大宮,浦和,0,2,広島,,9367
8,08/20,4,9,18:33,平塚,平塚,3,1,市原,,15334
9,08/20,4,10,18:59,磐田,磐田,2,4),Ｇ大阪,,14441
10,08/20,4,11,19:02,三ツ沢,横浜Ｆ,1,2,名古屋,,13319
11,08/20,4,12,19:03,等々力,Ｖ川崎,1,0,横浜M,,10701
0,03/26,5,1,15:01,三ツ沢,横浜M,2,3,磐田,,14215
1,03/26,5,2,15:03,国立,市原,2,3,鹿島,,52612
2,03/26,5,3,15:03,瑞穂球,名古屋,7,2,浦和,,11488
3,03/26,5,4,15:03,広島ビ,広島,4,2,平塚,,12041
4,03/26,5,5,16:04,万博,Ｇ大阪,1,3,横浜Ｆ,,20854
5,03/26,5,6,19:04,草薙陸,清水,2,1,Ｖ川崎,,18239
6,08/27,5,7,18:00,栃木,市原,1,4,鹿島,,18023
7,08/27,5,8,18:01,長良川,名古屋,4,2,浦和,,25096
8,08/27,5,9,18:33,広島ス,広島,1,6,平塚,,12771
9,08/27,5,10,19:01,神戸ユ,Ｇ大阪,1,3,横浜Ｆ,,36270
10,08/27,5,11,19:03,博多陸,横浜M,2,1,磐田,,23369
11,08/27,5,12,19:05,草薙陸,清水,1,2,Ｖ川崎,,19034
0,04/02,6,1,14:00,磐田,磐田,1,2,横浜Ｆ,,15268
1,04/02,6,2,15:01,駒場,浦和,2,1,Ｇ大阪,,9157
2,04/02,6,3,15:01,博多陸,Ｖ川崎,3,0,市原,,27475
3,04/02,6,4,15:02,カシマ,鹿島,0,2,広島,,14128
4,04/02,6,5,15:02,国立,平塚,2,0,名古屋,,48640
5,04/02,6,6,19:06,三ツ沢,横浜M,0,1,清水,,14337
6,08/31,6,7,19:00,大宮,浦和,1,0,Ｇ大阪,,9611
7,08/31,6,8,19:01,磐田,磐田,0,2,横浜Ｆ,,14736
8,08/31,6,9,19:02,等々力,Ｖ川崎,3,1,市原,,10617
9,08/31,6,10,19:03,カシマ,鹿島,1,0,広島,,15947
10,08/31,6,11,19:03,平塚,平塚,2,0,名古屋,,15486
11,08/31,6,12,19:04,国立,横浜M,0,1,清水,,51390
0,04/06,7,1,18:59,瑞穂球,名古屋,2,1,鹿島,,11981
1,04/06,7,2,19:02,国立,市原,3,2,横浜M,,51291
2,04/06,7,3,19:03,鴨池,横浜Ｆ,2,1,浦和,,10130
3,04/06,7,4,19:03,万博,Ｇ大阪,3,2,平塚,,19798
4,04/06,7,5,19:03,広島ビ,広島,0,5,Ｖ川崎,,27052
5,04/06,7,6,19:05,草薙陸,清水,1,0,磐田,,17806
6,09/03,7,7,15:30,三ツ沢,横浜Ｆ,0,1,浦和,,14083
7,09/03,7,8,18:30,瑞穂陸,名古屋,2,4,鹿島,,21753
8,09/03,7,9,18:32,国立,市原,2,3,横浜M,,48935
9,09/03,7,10,19:02,神戸ユ,清水,0,1,磐田,,37306
10,09/03,7,11,19:03,万博,Ｇ大阪,0,3,平塚,,19505
11,09/03,7,12,19:05,広島ビ,広島,3,2,Ｖ川崎,,42505
0,04/09,8,1,14:00,愛媛陸,清水,3,0,市原,,15198
1,04/09,8,2,14:00,磐田,磐田,1,0,浦和,,13842
2,04/09,8,3,15:01,カシマ,鹿島,3,2,Ｇ大阪,,13734
3,04/09,8,4,15:01,瑞穂球,名古屋,1,0,Ｖ川崎,,12214
4,04/09,8,5,15:03,平塚,平塚,1,4,横浜Ｆ,,13971
5,04/09,8,6,19:03,三ツ沢,横浜M,0,2,広島,,13739
6,09/07,8,7,19:01,磐田,磐田,2,1,浦和,,14163
7,09/07,8,8,19:03,三ツ沢,横浜M,3,0,広島,,12971
8,09/07,8,9,19:03,国立,平塚,2,1,横浜Ｆ,,44338
9,09/07,8,10,19:04,万博,Ｇ大阪,0,1,鹿島,,18887
10,09/07,8,11,19:05,瑞穂陸,名古屋,1,2,Ｖ川崎,,21316
11,09/07,8,12,19:07,草薙陸,清水,1,3),市原,,17487
0,04/13,9,1,19:02,駒場,浦和,4,1,平塚,,9408
1,04/13,9,2,19:02,三ツ沢,横浜M,3,2,名古屋,,13142
2,04/13,9,3,19:03,市原,市原,0,2,磐田,,9597
3,04/13,9,4,19:03,神戸ユ,Ｖ川崎,2,0,Ｇ大阪,,42161
4,04/13,9,5,19:03,国立,横浜Ｆ,1,0,鹿島,,50187
5,04/13,9,6,19:03,広島ビ,広島,1,3,清水,,10308
6,09/10,9,7,12:32,札幌,市原,5,1,磐田,,18382
7,09/10,9,8,15:02,等々力,Ｖ川崎,2,1,Ｇ大阪,,10641
8,09/10,9,9,18:32,大宮,浦和,1,4,平塚,,9230
9,09/10,9,10,18:32,広島ス,広島,0,1,清水,,13307
10,09/10,9,11,19:02,三ツ沢,横浜M,2,1,名古屋,,13652
11,09/10,9,12,19:04,カシマ,鹿島,1,2,横浜Ｆ,,15638
0,04/16,10,1,14:00,福井,市原,1,3,広島,,14846
1,04/16,10,2,14:00,磐田,磐田,1,2,平塚,,13929
2,04/16,10,3,15:01,カシマ,鹿島,4,2,浦和,,14057
3,04/16,10,4,15:02,万博,Ｇ大阪,2,3,横浜M,,21307
4,04/16,10,5,15:03,国立,Ｖ川崎,0,1,横浜Ｆ,,51770
5,04/16,10,6,15:04,日本平,清水,2,1,名古屋,,9652
6,09/14,10,7,18:32,栃木,市原,0,1,広島,,16875
7,09/14,10,8,18:59,磐田,磐田,3,1,平塚,,14256
8,09/14,10,9,19:01,博多陸,清水,2,1,名古屋,,20077
9,09/14,10,10,19:01,万博,Ｇ大阪,0,4),横浜M,,19060
10,09/14,10,11,19:03,カシマ,鹿島,2,0,浦和,,15661
11,09/14,10,12,19:04,三ツ沢,横浜Ｆ,2,3,Ｖ川崎,,14085
0,04/23,11,1,15:01,三ツ沢,横浜Ｆ,1,0,横浜M,,14326
1,04/23,11,2,15:01,平塚,平塚,1,3,鹿島,,14861
2,04/23,11,3,15:02,万博,Ｇ大阪,0,2,清水,,19303
3,04/23,11,4,15:03,瑞穂球,名古屋,0,1,市原,,11716
4,04/23,11,5,15:05,広島ビ,広島,3,0,磐田,,23144
5,04/23,11,6,19:03,国立,浦和,0,1,Ｖ川崎,,52028
6,09/17,11,7,14:00,磐田,磐田,0,3),広島,,13970
7,09/17,11,8,18:00,長良川,名古屋,3,1,市原,,24157
8,09/17,11,9,18:32,国立,浦和,1,3,Ｖ川崎,,55125
9,09/17,11,10,18:32,平塚,平塚,3,1,鹿島,,15523
10,09/17,11,11,19:01,万博,Ｇ大阪,1,0,清水,,19429
11,09/17,11,12,19:02,三ツ沢,横浜Ｆ,1,0,横浜M,,14508
0,04/27,12,1,19:00,国立,名古屋,1,0,磐田,,49028
1,04/27,12,2,19:01,草薙陸,清水,2,1,浦和,,17789
2,04/27,12,3,19:02,市原,市原,2,1,横浜Ｆ,,9734
3,04/27,12,4,19:02,三ツ沢,横浜M,1,2,平塚,,13472
4,04/27,12,5,19:02,博多陸,広島,3,4),Ｇ大阪,,15129
5,04/27,12,6,19:03,等々力,Ｖ川崎,3,0,鹿島,,10575
6,09/21,12,7,19:02,三ツ沢,横浜M,1,2,平塚,,13448
7,09/21,12,8,19:02,草薙陸,清水,5,4,浦和,,19001
8,09/21,12,9,19:03,瑞穂陸,名古屋,4,1,磐田,,19137
9,09/21,12,10,19:03,福山市,広島,1,3),Ｇ大阪,,8898
10,09/21,12,11,19:04,等々力,Ｖ川崎,2,1,鹿島,,10640
11,09/21,12,12,19:05,富山,市原,0,3,横浜Ｆ,,23258
0,04/30,13,1,15:01,カシマ,鹿島,2,1,横浜M,,15061
1,04/30,13,2,15:01,駒場,浦和,0,2,市原,,9393
2,04/30,13,3,15:02,長崎,横浜Ｆ,1,2,広島,,15958
3,04/30,13,4,15:03,平塚,平塚,0,1,清水,,15540
4,04/30,13,5,15:03,神戸ユ,Ｇ大阪,3,0,名古屋,,36280
5,04/30,13,6,19:03,磐田,磐田,2,0,Ｖ川崎,,14906
6,10/19,13,7,19:02,平塚,平塚,2,1,清水,,15200
7,10/19,13,8,19:03,博多陸,浦和,3,2,市原,,10915
8,10/19,13,9,19:03,国立,横浜Ｆ,3,1,広島,,49650
9,10/19,13,10,19:03,万博,Ｇ大阪,5,3,名古屋,,17330
10,10/19,13,11,19:04,カシマ,鹿島,2,1,横浜M,,15216
11,10/19,13,12,19:04,磐田,磐田,2,1,Ｖ川崎,,15078
0,05/04,14,1,14:02,福井,名古屋,0,2,横浜Ｆ,,15206
1,05/04,14,2,14:05,国立,清水,3,4),鹿島,,52218
2,05/04,14,3,18:33,広島ビ,広島,1,0,浦和,,21077
3,05/04,14,4,19:02,市原,市原,1,2,平塚,,9826
4,05/04,14,5,19:03,西京極,Ｇ大阪,3,0,磐田,,12568
5,05/04,14,6,19:04,三ツ沢,横浜M,1,2,Ｖ川崎,,13343
6,10/22,14,7,15:03,国立,横浜M,0,2,Ｖ川崎,,49243
7,10/22,14,8,18:33,市原,市原,2,1,平塚,,14635
8,10/22,14,9,18:34,長良川,名古屋,0,3,横浜Ｆ,,24817
9,10/22,14,10,18:35,広島ビ,広島,1,0,浦和,,15903
10,10/22,14,11,19:04,草薙陸,清水,3,1,鹿島,,18160
11,10/22,14,12,19:05,神戸ユ,Ｇ大阪,1,4),磐田,,34849
0,05/07,15,1,15:01,三ツ沢,横浜Ｆ,3,2,Ｇ大阪,,13904
1,05/07,15,2,18:30,カシマ,鹿島,1,2,市原,,15843
2,05/07,15,3,18:30,国立,浦和,0,1,名古屋,,52440
3,05/07,15,4,18:34,平塚,平塚,1,4),広島,,14785
4,05/07,15,5,19:00,磐田,磐田,2,0,横浜M,,14478
5,05/07,15,6,19:03,等々力,Ｖ川崎,2,0,清水,,10595
6,10/26,15,7,19:01,水前寺,横浜Ｆ,0,2,Ｇ大阪,,12241
7,10/26,15,8,19:02,カシマ,鹿島,0,1,市原,,15106
8,10/26,15,9,19:03,平塚,平塚,4,1,広島,,15094
9,10/26,15,10,19:03,磐田,磐田,1,2,横浜M,,14564
10,10/26,15,11,19:04,大宮,浦和,1,3),名古屋,,9885
11,10/26,15,12,19:04,国立,Ｖ川崎,5,1,清水,,51166
0,05/14,16,1,15:01,広島ビ,広島,2,0,鹿島,,35108
1,05/14,16,2,18:33,鴨池,横浜Ｆ,1,2,磐田,,15502
2,05/14,16,3,19:01,神戸ユ,Ｇ大阪,1,2,浦和,,37292
3,05/14,16,4,19:02,日本平,清水,0,3,横浜M,,10005
4,05/14,16,5,19:02,瑞穂球,名古屋,2,1,平塚,,11488
5,05/14,16,6,19:05,国立,市原,0,1,Ｖ川崎,,52228
6,10/29,16,7,14:33,長良川,名古屋,0,4,平塚,,23899
7,10/29,16,8,18:33,長崎,横浜Ｆ,1,3,磐田,,14472
8,10/29,16,9,19:03,国立,清水,1,3,横浜M,,48157
9,10/29,16,10,19:04,万博,Ｇ大阪,4,1,浦和,,18318
10,10/29,16,11,19:05,市原,市原,1,3,Ｖ川崎,,14975
11,10/29,16,12,19:05,広島ビ,広島,2,4,鹿島,,30621
0,05/18,17,1,19:02,国立,浦和,3,0,横浜Ｆ,,48466
1,05/18,17,2,19:02,等々力,Ｖ川崎,1,4,広島,,10571
2,05/18,17,3,19:03,カシマ,鹿島,2,1,名古屋,,15578
3,05/18,17,4,19:03,博多陸,横浜M,1,2,市原,,25488
4,05/18,17,5,19:03,平塚,平塚,1,2,Ｇ大阪,,14321
5,05/18,17,6,19:03,磐田,磐田,4,2,清水,,14756
6,11/02,17,7,19:00,平塚,平塚,3,0,Ｇ大阪,,15122
7,11/02,17,8,19:01,大宮,浦和,3,1,横浜Ｆ,,9901
8,11/02,17,9,19:01,国立,横浜M,3,2,市原,,48677
9,11/02,17,10,19:03,カシマ,鹿島,3,4),名古屋,,15608
10,11/02,17,11,19:03,等々力,Ｖ川崎,0,1,広島,,15554
11,11/02,17,12,19:03,磐田,磐田,2,1,清水,,15377
0,06/01,18,1,19:00,駒場,浦和,0,1,磐田,,9408
1,06/01,18,2,19:03,国立,市原,1,2,清水,,54656
2,06/01,18,3,19:03,長崎,横浜Ｆ,3,0,平塚,,14051
3,06/01,18,4,19:04,等々力,Ｖ川崎,2,1,名古屋,,10591
4,06/01,18,5,19:05,万博,Ｇ大阪,1,3,鹿島,,21624
5,06/01,18,6,19:05,広島ビ,広島,1,2,横浜M,,13416
6,11/05,18,7,15:01,カシマ,鹿島,1,2,Ｇ大阪,,15603
7,11/05,18,8,15:02,三ツ沢,横浜Ｆ,3,0,平塚,,13890
