,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/08,1,1,13:03,平塚,湘南,1,0,仙台,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,8724
1,03/08,1,2,14:04,ニンスタ,愛媛,2,1,熊本,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ松山,5122
2,03/08,1,3,14:05,ベアスタ,鳥栖,1,0,山形,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ佐賀／ＮＨＫ山形,7057
3,03/09,1,4,13:04,群馬陸,草津,0,2,広島,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／群馬テレビ,6974
4,03/09,1,5,13:05,笠松,水戸,0,2,Ｃ大阪,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ水戸＊,5437
5,03/09,1,6,14:03,小瀬,甲府,1,1,岐阜,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ甲府／ＮＨＫ岐阜（東海３県）,13211
6,03/09,1,7,14:06,鳴門大塚,徳島,0,2,横浜FC,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ徳島,6150
0,03/15,2,1,13:04,長居,Ｃ大阪,1,3,山形,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,6937
1,03/15,2,2,15:03,熊本,熊本,2,1,草津,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／熊本放送,5960
2,03/16,2,3,13:03,長良川,岐阜,0,1,仙台,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／岐阜放送,5023
3,03/16,2,4,13:04,レベスタ,福岡,2,1,水戸,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,15157
4,03/16,2,5,14:03,小瀬,甲府,0,0,徳島,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／山梨放送,9687
5,03/16,2,6,14:04,広島ビ,広島,3,0,愛媛,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ広島,17250
6,03/16,2,7,16:04,ニッパ球,横浜FC,3,2,湘南,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,6287
0,03/20,3,1,13:04,ＮＤスタ,山形,3,5,岐阜,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,5430
1,03/20,3,2,13:04,群馬陸,草津,0,0,横浜FC,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／群馬テレビ,2868
2,03/20,3,3,13:05,ベアスタ,鳥栖,1,0,Ｃ大阪,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,7839
3,03/20,3,4,13:06,ユアスタ,仙台,1,0,福岡,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ仙台,15626
4,03/20,3,5,16:03,平塚,湘南,0,2,広島,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,4027
5,03/20,3,6,16:04,笠松,水戸,1,0,甲府,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,1506
6,03/20,3,7,16:04,鳴門大塚,徳島,0,3,愛媛,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,3564
0,03/23,4,1,13:03,ニッパ球,横浜FC,0,0,鳥栖,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,3728
1,03/23,4,2,13:03,熊本,熊本,0,2,湘南,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,3046
2,03/23,4,3,13:04,長居,Ｃ大阪,2,1,仙台,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,6069
3,03/23,4,4,14:04,ニンスタ,愛媛,1,2,草津,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／あいテレビ,2342
4,03/23,4,5,16:03,小瀬,甲府,2,2,福岡,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,9185
5,03/23,4,6,16:04,広島ビ,広島,2,2,水戸,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,6677
6,03/23,4,7,18:03,長良川,岐阜,2,1,徳島,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／名古屋テレビ（録）,2028
