,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,1994,ゼロックススーパーカップ,第１節第１日,03/05(土),14:06,横浜Ｆ,1-2,Ｖ川崎,国立,51154,,1192
1,1994,Ｊ１ サントリー,第１節第１日,03/12(土),14:33,広島,2-0,名古屋,広島ビ,11503,,458
2,1994,Ｊ１ サントリー,第１節第１日,03/12(土),14:59,清水,1-0,横浜Ｆ,日本平,10071,,462
3,1994,Ｊ１ サントリー,第１節第１日,03/12(土),15:00,市原,5-1,Ｇ大阪,市原,10044,,460
4,1994,Ｊ１ サントリー,第１節第１日,03/12(土),15:02,横浜M,2-0,浦和,三ツ沢,13991,,461
5,1994,Ｊ１ サントリー,第１節第１日,03/12(土),15:04,鹿島,1-0,磐田,カシマ,13990,,459
6,1994,Ｊ１ サントリー,第１節第１日,03/12(土),19:04,Ｖ川崎,5-1,平塚,国立,50843,,463
7,1994,サテライトリーグ,第１節第１日,03/13(日),11:59,柏,2-0,平塚,香川,7050,,
8,1994,サテライトリーグ,第１節第１日,03/13(日),13:00,横浜M,3-1,名古屋,厚木,521,,
9,1994,サテライトリーグ,第１節第１日,03/13(日),13:01,鹿島,0-0(PK7-6),横浜Ｆ,住金Ｇ,748,,
10,1994,サテライトリーグ,第１節第１日,03/13(日),13:58,市原,0-2,浦和,市原,588,,
11,1994,サテライトリーグ,第１節第１日,03/13(日),13:59,Ｇ大阪,1-0,清水,明石,1680,,
12,1994,サテライトリーグ,第１節第１日,03/13(日),13:59,広島,1-3,磐田,広域１,318,,
13,1994,サテライトリーグ,第１節第１日,03/13(日),14:03,Ｖ川崎,1-1(PK4-2),Ｃ大阪,町田,1008,,
14,1994,Ｊ１ サントリー,第２節第１日,03/16(水),19:00,浦和,0-2,清水,駒場,9290,,465
15,1994,Ｊ１ サントリー,第２節第１日,03/16(水),19:00,Ｇ大阪,1-2,広島,万博,18737,,469
16,1994,Ｊ１ サントリー,第２節第１日,03/16(水),19:01,磐田,1-0,名古屋,磐田,13529,,468
17,1994,Ｊ１ サントリー,第２節第１日,03/16(水),19:02,平塚,1-0,横浜M,平塚,16131,,467
18,1994,Ｊ１ サントリー,第２節第１日,03/16(水),19:04,鹿島,2-1,Ｖ川崎,カシマ,14181,,464
19,1994,Ｊ１ サントリー,第２節第１日,03/16(水),19:04,横浜Ｆ,4-1,市原,三ツ沢,13028,,466
20,1994,Ｊ１ サントリー,第３節第１日,03/19(土),15:01,市原,3-2,浦和,市原,9837,,470
21,1994,Ｊ１ サントリー,第３節第１日,03/19(土),15:01,横浜M,0-1,鹿島,三ツ沢,14055,,471
22,1994,Ｊ１ サントリー,第３節第１日,03/19(土),15:02,清水,4-1,平塚,日本平,10285,,472
23,1994,Ｊ１ サントリー,第３節第１日,03/19(土),15:02,名古屋,0-2,Ｇ大阪,瑞穂球,11519,,473
24,1994,Ｊ１ サントリー,第３節第１日,03/19(土),15:02,広島,2-1,横浜Ｆ,広島ス,11387,,474
25,1994,Ｊ１ サントリー,第３節第１日,03/19(土),19:03,Ｖ川崎,3-2,磐田,国立,54657,,475
26,1994,サテライトリーグ,第２節第１日,03/19(土),14:02,Ｖ川崎,1-2,市原,西が丘,1358,,
27,1994,サテライトリーグ,第２節第２日,03/20(日),12:59,横浜Ｆ,2-1,広島,国分Ｇ,567,,
28,1994,サテライトリーグ,第２節第２日,03/20(日),12:59,清水,1-2,横浜M,日本平,1229,,
29,1994,サテライトリーグ,第２節第２日,03/20(日),13:01,Ｃ大阪,3-1,名古屋,長居,1132,,
30,1994,サテライトリーグ,第２節第２日,03/20(日),14:00,磐田,1-1(PK4-1),Ｇ大阪,磐田,2916,,
31,1994,サテライトリーグ,第２節第２日,03/20(日),14:02,浦和,3-3(PK4-3),柏,駒場,1421,,
32,1994,サテライトリーグ,第２節第２日,03/20(日),14:02,平塚,1-0,鹿島,平塚,747,,
33,1994,Ｊ１ サントリー,第４節第１日,03/23(水),18:59,磐田,0-2,Ｇ大阪,草薙陸,12177,,481
34,1994,Ｊ１ サントリー,第４節第１日,03/23(水),19:02,浦和,0-1,広島,駒場,7854,,477
35,1994,Ｊ１ サントリー,第４節第１日,03/23(水),19:03,鹿島,3-2,清水,カシマ,13808,,476
