,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
45,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),13:05,柏,1-2,清水,柏,9231,ＢＳ（生）,4536
46,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),15:00,市原,3-2,Ｇ大阪,市原,4017,千葉テレビ（録）／ディレクＴＶ（録）,4537
47,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),15:02,Ｖ川崎,2-1,鹿島,国立,18653,日本テレビ（全）,4538
48,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),15:03,神戸,0-2,名古屋,神戸ユ,6595,Ｊ－ＳＰＯＲＴＳ,4539
49,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),15:03,広島,4-1,浦和,広島ビ,8163,広島テレビ／ＢＳ（録）／ディレクＴＶ,4540
50,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),15:05,福岡,2-1,横浜FM,博多球,10053,ＢＳ（生）,4541
51,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),17:05,京都,0-1,Ｃ大阪,西京極,3441,ＫＢＳ京都（録）／ＢＳ（生）,4542
52,1999,Ｊ１ １ｓｔ,第４節第１日,03/27(土),19:04,平塚,2-1,磐田,平塚,7694,テレビ神奈川／ＢＳ（生）,4543
53,1999,Ｊ２,第３節第１日,03/28(日),12:33,札幌,2-3,鳥栖,室蘭,6204,北海道文化放送,4764
54,1999,Ｊ２,第３節第１日,03/28(日),13:00,甲府,1-2,仙台,韮崎中央,1038,,4765
55,1999,Ｊ２,第３節第１日,03/28(日),13:01,Ｆ東京,0-1,新潟,西が丘,2715,東京メトロポリタンテレビ（録）,4768
56,1999,Ｊ２,第３節第１日,03/28(日),14:01,大宮,5-0,大分,大宮,2278,,4767
57,1999,Ｊ２,第３節第１日,03/28(日),14:02,山形,2-1,川崎Ｆ,鶴岡,2166,,4766
58,1999,サテライトリーグ Ａグループ,第２日,03/28(日),13:00,柏,4-3,市原,柏,1320,,
59,1999,サテライトリーグ Ａグループ,第２日,03/28(日),13:58,平塚,4-0,鹿島,大神Ｇ,350,,
60,1999,サテライトリーグ Ｃグループ,第４日,03/28(日),14:00,広島,0-1,京都,吉田,268,,
61,1999,サテライトリーグ Ｃグループ,第４日,03/28(日),15:04,福岡,2-2,Ｃ大阪,雁の巣,536,,
62,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),14:03,磐田,2-1,京都,磐田,10666,静岡放送／ディレクＴＶ,4545
63,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),14:04,鹿島,4-2,平塚,金沢,13505,テレビ金沢（録）／ＢＳ（生）,4544
64,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),15:00,市原,1-3,福岡,市原,3508,ＢＳ（録）,4546
65,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),15:03,Ｇ大阪,2-1,神戸,万博,4461,Ｊ－ＳＰＯＲＴＳ,4548
66,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),15:05,名古屋,0-2,広島,瑞穂陸,14099,中部日本放送,4547
67,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),16:04,清水,2-3,横浜FM,日本平,13444,テレビ静岡／スカイパーフェクＴＶ（録）,4549
68,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),19:01,Ｃ大阪,3-0,柏,長居,5828,ディレクＴＶ（録）,4551
69,1999,Ｊ１ １ｓｔ,第５節第１日,04/03(土),19:03,浦和,2-2,Ｖ川崎,駒場,18770,テレビ埼玉／ＢＳ（生）,4550
70,1999,Ｊ２,第４節第１日,04/04(日),12:59,新潟,6-1,甲府,新潟,3625,,4769
71,1999,Ｊ２,第４節第１日,04/04(日),13:00,鳥栖,4-2,大宮,鳥栖,2805,,4770
72,1999,Ｊ２,第４節第１日,04/04(日),13:01,大分,2-1,山形,大分,1876,,4771
73,1999,Ｊ２,第４節第１日,04/04(日),14:00,仙台,1-1,札幌,仙台,13569,東日本放送,4772
74,1999,Ｊ２,第４節第１日,04/04(日),14:01,川崎Ｆ,2-2,Ｆ東京,等々力,5293,,4773
75,1999,サテライトリーグ Ａグループ,第３日,04/04(日),13:59,浦和,3-3,市原,熊谷,1009,,
76,1999,サテライトリーグ Ｂグループ,第３日,04/04(日),14:01,磐田,2-0,横浜FM,磐田,1215,,
77,1999,サテライトリーグ Ｃグループ,第５日,04/04(日),14:02,広島,3-1,Ｃ大阪,広域１,284,,
78,1999,ＹＮＣ,１回戦第１戦,04/07(水),13:03,札幌,1-0,福岡,室蘭,1854,ディレクＴＶ,4401
79,1999,ＹＮＣ,１回戦第１戦,04/07(水),18:00,新潟,0-3,柏,新潟,1959,,4402
80,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:00,仙台,1-2,広島,仙台,3674,,4408
81,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:00,Ｆ東京,1-1,神戸,西が丘,1908,,4406
82,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:00,川崎Ｆ,1-3,Ｇ大阪,等々力,2343,ＷＯＷＯＷ（録）,4409
83,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:00,甲府,0-2,Ｖ川崎,小瀬,5785,ディレクＴＶ／山梨放送（録）,4405
84,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:00,大分,2-1,平塚,大分,2943,,4410
85,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:03,大宮,1-1,横浜FM,大宮,3693,テレビ埼玉,4407
86,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:03,鳥栖,0-3,Ｃ大阪,鳥栖,2829,ディレクＴＶ,4403
87,1999,ＹＮＣ,１回戦第１戦,04/07(水),19:04,山形,0-5,京都,山形県,3853,,4404
88,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),14:03,平塚,0-3,浦和,国立,20371,ディレクＴＶ／テレビ埼玉（録）,4552
89,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),15:01,京都,1-2,鹿島,西京極,5335,ＫＢＳ京都（録）／ディレクＴＶ（録）,4555
90,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),15:01,広島,2-0,Ｇ大阪,広島ス,3812,広島ホームテレビ,4557
91,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),15:01,福岡,1-3,清水,博多球,9306,ＲＫＢ毎日放送（録）／スカイパーフェクＴＶ（録）,4558
92,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),15:04,横浜FM,6-0,Ｃ大阪,横浜国,10588,テレビ神奈川（録）／Ｊ－ＳＰＯＲＴＳ,4554
93,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),15:04,神戸,4-3,市原,神戸ユ,6250,ＢＳ（録）,4556
94,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),15:05,柏,0-1,磐田,柏,13097,ＮＨＫ総合,4553
95,1999,Ｊ１ １ｓｔ,第６節第１日,04/10(土),19:04,Ｖ川崎,2-1,名古屋,等々力,7605,ＢＳ（生）／日本テレビ（録）,4559
96,1999,Ｊ２,第５節第１日,04/10(土),19:00,甲府,1-2,川崎Ｆ,小瀬,737,,4774
97,1999,Ｊ２,第５節第２日,04/11(日),12:34,札幌,0-1,新潟,室蘭,4588,北海道文化放送,4775
98,1999,Ｊ２,第５節第２日,04/11(日),13:01,鳥栖,1-3,大分,佐賀,2695,,4777
99,1999,Ｊ２,第５節第２日,04/11(日),13:03,Ｆ東京,0-1,山形,西が丘,1501,東京メトロポリタンテレビ,4776
100,1999,Ｊ２,第５節第２日,04/11(日),14:00,大宮,4-0,仙台,大宮,1331,,4778
101,1999,サテライトリーグ Ａグループ,第４日,04/11(日),14:01,柏,2-0,浦和,柏,452,,
102,1999,サテライトリーグ Ｃグループ,第６日,04/11(日),14:00,京都,1-4,広島,東城陽Ｇ,179,,
103,1999,サテライトリーグ Ｃグループ,第６日,04/11(日),14:01,神戸,2-1,Ｇ大阪,いぶき旧,150,,
104,1999,サテライトリーグ Ｃグループ,第６日,04/11(日),15:00,Ｃ大阪,0-2,福岡,瀬田Ｇ,70,,
105,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:00,柏,2-0,新潟,柏,4123,,4412
106,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:00,平塚,0-0,大分,平塚,4260,,4420
107,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:00,Ｇ大阪,0-1,川崎Ｆ,万博,2291,,4419
108,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:00,Ｃ大阪,2-0,鳥栖,長居,2705,,4413
109,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:00,神戸,1-2,Ｆ東京,神戸ユ,1828,,4416
110,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:00,広島,4-1,仙台,広島ス,3906,,4418
111,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:01,福岡,3-0,札幌,博多球,4022,ＷＯＷＯＷ（録）,4411
112,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:02,横浜FM,3-0,大宮,三ツ沢,5150,,4417
113,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:02,京都,4-1,山形,西京極,2576,,4414
114,1999,ＹＮＣ,１回戦第２戦,04/14(水),19:03,Ｖ川崎,1-1,甲府,等々力,2554,ディレクＴＶ,4415
115,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),14:02,磐田,1-0,横浜FM,磐田,14671,テレビ朝日（全）,4560
116,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),15:01,市原,0-2,広島,市原,3146,千葉テレビ（録）／スカイパーフェクＴＶ（録）,4561
117,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),15:01,神戸,1-2,福岡,神戸ユ,2411,ディレクＴＶ（録）,4564
118,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),15:04,名古屋,3-1,平塚,瑞穂陸,11054,名古屋テレビ／Ｊ－ＳＰＯＲＴＳ,4562
119,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),15:04,Ｇ大阪,0-1,Ｖ川崎,万博,4034,読売テレビ（録）／ＢＳ（生）,4563
120,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),19:03,Ｃ大阪,2-1,清水,長居,7983,ディレクＴＶ,4566
121,1999,Ｊ１ １ｓｔ,第７節第１日,04/17(土),19:04,浦和,0-1,京都,駒場,18654,テレビ埼玉／ＢＳ（生）,4565
122,1999,Ｊ２,第６節第１日,04/17(土),18:00,大分,1-1,Ｆ東京,大分,1784,,4779
123,1999,Ｊ２,第６節第２日,04/18(日),13:00,新潟,3-1,大宮,新潟,5799,,4781
124,1999,Ｊ２,第６節第２日,04/18(日),13:00,鳥栖,0-1,仙台,鳥栖,1838,,4782
125,1999,Ｊ２,第６節第２日,04/18(日),14:00,山形,4-1,甲府,山形県,2656,,4780
126,1999,Ｊ２,第６節第２日,04/18(日),14:00,川崎Ｆ,2-0,札幌,等々力,5058,,4783
127,1999,サテライトリーグ Ａグループ,第５日,04/18(日),14:00,平塚,3-1,市原,大神Ｇ,200,,
128,1999,サテライトリーグ Ｂグループ,第４日,04/18(日),14:01,清水,1-3,磐田,蛇塚Ｇ,188,,
129,1999,サテライトリーグ Ｃグループ,第７日,04/18(日),13:59,広島,2-0,神戸,広域１,143,,
130,1999,サテライトリーグ Ｃグループ,第７日,04/18(日),14:00,Ｃ大阪,0-2,京都,水口,82,,
131,1999,サテライトリーグ Ｃグループ,第７日,04/18(日),15:00,福岡,1-2,Ｇ大阪,雁の巣,238,,
132,1999,Ｊ２,第７節第１日,04/23(金),19:00,甲府,0-3,Ｆ東京,小瀬,784,,4784
133,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),13:03,Ｖ川崎,1-0,市原,等々力,3507,日本テレビ（単）,4568
134,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),14:04,広島,2-5,神戸,広島ス,5239,ＢＳ（生）,4569
135,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),15:03,横浜FM,3-3,鹿島,横浜国,20705,ＴＢＳ（単）,4571
136,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),15:03,平塚,1-3,Ｇ大阪,平塚,2812,Ｊ－ＳＰＯＲＴＳ,4572
137,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),15:04,福岡,2-5,Ｃ大阪,博多球,6372,ＢＳ（録）／ディレクＴＶ（録）,4573
138,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),15:08,柏,3-1,浦和,柏の葉,15849,千葉テレビ（録）／ディレクＴＶ,4570
139,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),16:04,清水,2-5,磐田,日本平,19343,テレビ静岡／ＢＳ（生）,4574
140,1999,Ｊ１ １ｓｔ,第８節第１日,04/24(土),19:04,京都,1-2,名古屋,西京極,7428,ＫＢＳ京都／ＢＳ（生）,4575
141,1999,Ｊ２,第７節第２日,04/25(日),13:00,鳥栖,0-1,新潟,鳥栖,2674,,4785
142,1999,Ｊ２,第７節第２日,04/25(日),13:32,札幌,3-2,山形,室蘭,4317,札幌テレビ放送,4786
143,1999,Ｊ２,第７節第２日,04/25(日),14:00,大宮,0-2,川崎Ｆ,大宮,2455,,4788
144,1999,Ｊ２,第７節第２日,04/25(日),14:03,仙台,1-3,大分,仙台,2568,東北放送,4787
145,1999,サテライトリーグ Ａグループ,第６日,04/25(日),14:00,平塚,0-0,柏,大神Ｇ,350,,
146,1999,サテライトリーグ Ｃグループ,第８日,04/25(日),14:00,Ｇ大阪,3-2,京都,ガンバＧ,191,,
147,1999,サテライトリーグ Ｃグループ,第８日,04/25(日),14:01,神戸,1-5,Ｃ大阪,いぶき旧,200,,
148,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:00,鹿島,0-1,清水,国立,15316,ＢＳ（録）,4576
149,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:01,Ｇ大阪,1-2,京都,万博,2720,毎日放送（録）／スカイパーフェクＴＶ（録）,4580
150,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:01,福岡,2-3,広島,博多球,5295,ディレクＴＶ（録）,4582
151,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:03,市原,2-1,平塚,市原,2575,千葉テレビ,4578
152,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:03,名古屋,0-1,柏,瑞穂陸,10364,名古屋テレビ（録）／ディレクＴＶ,4579
153,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:03,神戸,1-2,Ｖ川崎,神戸ユ,3560,Ｊ－ＳＰＯＲＴＳ,4581
154,1999,Ｊ１ １ｓｔ,第９節第１日,04/28(水),19:04,浦和,1-2,横浜FM,駒場,17907,ＢＳ（生）,4577
155,1999,Ｊ２,第８節第１日,04/28(水),18:00,新潟,0-3,仙台,新潟,2452,,4789
156,1999,Ｊ２,第８節第２日,04/29(木・祝),12:59,大分,1-1,甲府,佐伯,1931,,4791
157,1999,Ｊ２,第８節第２日,04/29(木・祝),13:01,Ｆ東京,2-1,札幌,西が丘,6148,東京メトロポリタンテレビ,4790
158,1999,Ｊ２,第８節第２日,04/29(木・祝),14:00,川崎Ｆ,2-4,鳥栖,等々力,3177,,4793
159,1999,Ｊ２,第８節第２日,04/29(木・祝),14:04,山形,1-2,大宮,山形県,2948,山形テレビ,4792
160,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),15:01,京都,2-3,市原,西京極,4351,ＫＢＳ京都（録）／ディレクＴＶ（録）,4586
161,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),15:03,Ｖ川崎,2-0,広島,等々力,9137,日本テレビ（単）,4584
162,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),15:04,清水,2-2,浦和,日本平,14558,テレビ静岡／ＢＳ（生）,4585
163,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),19:03,柏,4-2,Ｇ大阪,柏,7543,ＢＳ（録）／Ｊ－ＳＰＯＲＴＳ,4587
164,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),19:03,平塚,2-1,神戸,平塚,5298,ディレクＴＶ,4589
165,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),19:04,Ｃ大阪,1-0,鹿島,長居,26290,ＢＳ（生）,4590
166,1999,Ｊ１ １ｓｔ,第１０節第１日,05/01(土),19:06,横浜FM,4-3,名古屋,横浜国,31163,ＴＢＳ（全）,4588
167,1999,Ｊ２,第９節第１日,05/02(日),13:00,鳥栖,0-1,山形,鳥栖,3161,,4795
168,1999,Ｊ２,第９節第１日,05/02(日),13:00,大分,1-0,新潟,大分,4860,,4796
169,1999,Ｊ２,第９節第１日,05/02(日),13:02,札幌,6-0,甲府,札幌,15318,北海道放送,4794
170,1999,Ｊ２,第９節第１日,05/02(日),13:33,仙台,0-2,川崎Ｆ,仙台,9502,ミヤギテレビ,4797
171,1999,Ｊ２,第９節第１日,05/02(日),13:59,大宮,0-2,Ｆ東京,大宮,5212,,4798
172,1999,サテライトリーグ Ｃグループ,第９日,05/02(日),15:01,広島,4-1,福岡,広域１,256,,
173,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),14:01,Ｇ大阪,1-0,横浜FM,万博,16105,朝日放送,4592
174,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),15:00,神戸,3-2,京都,神戸ユ,9346,ディレクＴＶ（録）／ＫＢＳ京都（録）,4594
175,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),15:01,鹿島,1-2,磐田,国立,51575,ＮＨＫ総合,4593
176,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),15:03,広島,3-0,平塚,広島ビ,15157,ディレクＴＶ,4595
177,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),15:03,福岡,1-2,Ｖ川崎,博多球,10448,Ｊ－ＳＰＯＲＴＳ,4596
178,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),16:01,名古屋,3-4,清水,長良川,17210,東海テレビ（録）／ＢＳ（録）,4597
179,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),18:33,浦和,2-3,Ｃ大阪,駒場,18401,テレビ埼玉／スカイパーフェクＴＶ（録）,4598
180,1999,Ｊ１ １ｓｔ,第１１節第１日,05/05(水・祝),19:03,市原,2-5,柏,市原,5020,千葉テレビ／ＢＳ（録）,4599
181,1999,Ｊ２,第１０節第１日,05/05(水・祝),13:00,Ｆ東京,2-0,仙台,西が丘,3035,東京メトロポリタンテレビ,4800
182,1999,Ｊ２,第１０節第１日,05/05(水・祝),13:00,甲府,0-3,鳥栖,小瀬,1337,,4801
183,1999,Ｊ２,第１０節第１日,05/05(水・祝),13:04,札幌,1-0,大宮,札幌,7235,ＮＨＫ札幌,4799
184,1999,Ｊ２,第１０節第１日,05/05(水・祝),14:00,山形,3-0,新潟,山形県,3866,,4802
185,1999,Ｊ２,第１０節第１日,05/05(水・祝),14:00,川崎Ｆ,2-1,大分,等々力,4021,,4803
186,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),14:01,Ｃ大阪,1-2,名古屋,花園,9865,読売テレビ（録）,4601
187,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),14:02,磐田,4-3,浦和,磐田,14026,テレビ朝日（単）,4600
188,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),16:00,京都,0-4,広島,鳥取,5320,ＫＢＳ京都（録）／ディレクＴＶ（録）,4605
189,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),16:03,平塚,0-1,Ｖ川崎,平塚,5829,Ｊ－ＳＰＯＲＴＳ,4603
190,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),16:03,清水,2-1,Ｇ大阪,日本平,8565,静岡放送／ディレクＴＶ,4604
191,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),16:04,鹿島,3-0,福岡,富山,22259,北日本放送（生）／ＢＳ,4602
192,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),19:00,柏,1-0,神戸,柏,7675,スカイパーフェクＴＶ！（録）,4606
193,1999,Ｊ１ １ｓｔ,第１２節第１日,05/08(土),19:04,横浜FM,4-1,市原,横浜国,11670,テレビ神奈川／ＢＳ,4607
194,1999,Ｊ２,第１１節第１日,05/09(日),13:01,鳥栖,2-2,札幌,鳥栖,5797,,4804
195,1999,Ｊ２,第１１節第１日,05/09(日),13:59,仙台,1-2,甲府,仙台,5867,,4805
196,1999,Ｊ２,第１１節第１日,05/09(日),14:00,川崎Ｆ,4-0,山形,等々力,3623,,4806
197,1999,Ｊ２,第１１節第１日,05/09(日),14:00,新潟,2-0,Ｆ東京,新潟,9327,,4807
198,1999,Ｊ２,第１１節第１日,05/09(日),19:02,大分,1-0,大宮,大分,2894,,4808
199,1999,サテライトリーグ Ａグループ,第７日,05/09(日),14:00,浦和,5-4,平塚,鴻巣,1316,,
200,1999,サテライトリーグ Ａグループ,第７日,05/09(日),14:02,市原,3-0,鹿島,秋津,690,,
201,1999,サテライトリーグ Ｃグループ,第１０日,05/09(日),14:00,京都,3-0,福岡,東城陽Ｇ,334,,
