,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/06,1,1,13:03,ヤマハ,磐田,0,1,仙台,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／静岡放送,10440
1,03/06,1,2,13:04,平塚,湘南,1,1,山形,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン,11280
2,03/06,1,3,14:01,味スタ,Ｆ東京,1,0,横浜FM,スカパー・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）／ＴＯＫＹＯ　ＭＸ（録）,29011
3,03/06,1,4,14:04,広島ビ,広島,1,1,清水,スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ広島／ＮＨＫ静岡,16216
4,03/06,1,5,16:03,等々力,川崎Ｆ,2,1,新潟,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ,22117
5,03/06,1,6,16:04,カシマ,鹿島,2,0,浦和,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合,35251
6,03/06,1,7,19:04,万博,Ｇ大阪,1,2,名古屋,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ,18105
7,03/07,1,8,14:05,ホームズ,神戸,2,0,京都,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ,19506
8,03/07,1,9,15:05,ＮＡＣＫ,大宮,3,0,Ｃ大阪,スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ／テレ玉（録）,8605
0,03/13,2,1,14:03,東北電ス,新潟,1,1,磐田,スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／新潟総合テレビ,28423
1,03/13,2,2,14:04,アウスタ,清水,3,0,山形,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／テレビ静岡,18517
2,03/13,2,3,14:05,日産ス,横浜FM,3,0,湘南,スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ,32228
3,03/13,2,4,16:04,豊田ス,名古屋,2,3,川崎Ｆ,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合,25176
4,03/13,2,5,16:07,ユアスタ,仙台,3,1,大宮,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＮＨＫ仙台（東北ブロック）,17978
5,03/14,2,6,13:04,西京極,京都,1,1,鹿島,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ,15222
6,03/14,2,7,14:02,埼玉,浦和,1,0,Ｆ東京,スカパー・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）,50096
7,03/14,2,8,16:04,ホームズ,神戸,1,2,広島,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン,9133
8,03/14,2,9,16:06,長居,Ｃ大阪,1,1,Ｇ大阪,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ,37860
0,03/20,3,1,13:03,平塚,湘南,1,3,広島,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ,8250
1,03/20,3,2,13:04,アウスタ,清水,1,0,神戸,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／静岡放送,15367
2,03/20,3,3,13:04,西京極,京都,2,1,仙台,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＫＢＳ京都（録）,8177
3,03/20,3,4,14:05,日産ス,横浜FM,4,0,川崎Ｆ,スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ,35870
4,03/20,3,5,16:00,ＮＡＣＫ,大宮,0,1,鹿島,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン,11116
5,03/20,3,6,16:03,万博,Ｇ大阪,0,0,新潟,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ,16813
