,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,1999/03/06,1,1,14:03,瑞穂陸,名古屋,1,0,福岡,名古屋テレビ／ＢＳ（生）,18543
1,1999/03/06,1,2,15:03,駒場,浦和,2,1,Ｇ大阪,テレビ埼玉／Ｊ－ＳＰＯＲＴＳ,18639
2,1999/03/06,1,3,15:03,長居,Ｃ大阪,2,1,広島,ディレクＴＶ（録）,6697
3,1999/03/06,1,4,16:03,磐田,磐田,3,1,神戸,静岡放送,13349
4,1999/03/06,1,5,16:04,国立,鹿島,4,0,市原,ＢＳ（録）／ディレクＴＶ,19531
5,1999/03/06,1,6,16:04,日本平,清水,3,1,Ｖ川崎,テレビ静岡／スカイパーフェクＴＶ（録）,11169
6,1999/03/06,1,7,16:07,横浜国,横浜FM,2,0,平塚,ＢＳ（生）,36214
7,1999/03/06,1,8,19:04,柏,柏,1,0,京都,ＢＳ（生）,9018
0,1999/03/13,2,1,14:03,万博,Ｇ大阪,3,2,名古屋,ＮＨＫ総合,17807
1,1999/03/13,2,2,15:02,等々力,Ｖ川崎,2,0,Ｃ大阪,日本テレビ（録）／ディレクＴＶ（録）,6045
2,1999/03/13,2,3,15:02,博多球,福岡,1,4,柏,Ｊ－ＳＰＯＲＴＳ,8800
3,1999/03/13,2,4,15:03,西京極,京都,1,3,横浜FM,ＫＢＳ京都（録）／スカイパーフェクＴＶ（録）,8496
4,1999/03/13,2,5,15:03,神戸ユ,神戸,1,2,鹿島,ディレクＴＶ,7516
5,1999/03/13,2,6,16:04,平塚,平塚,0,1,清水,ＢＳ（生）,6253
6,1999/03/13,2,7,16:05,広島ビ,広島,0,1,磐田,テレビ新広島,17263
7,1999/03/13,2,8,19:04,市原,市原,0,0,浦和,ＢＳ（生）,8057
0,1999/03/20,3,1,15:03,瑞穂陸,名古屋,0,0,市原,スカイパーフェクＴＶ（録）,11523
1,1999/03/20,3,2,15:03,万博,Ｇ大阪,3,2,福岡,ディレクＴＶ,3253
2,1999/03/20,3,3,15:03,長居,Ｃ大阪,1,2,平塚,Ｊ－ＳＰＯＲＴＳ,3964
3,1999/03/20,3,4,15:04,日本平,清水,1,0,京都,テレビ静岡／ディレクＴＶ（録）,8237
4,1999/03/20,3,5,16:00,国立,鹿島,1,0,広島,ＢＳ（録）,9478
5,1999/03/20,3,6,16:03,磐田,磐田,3,0,Ｖ川崎,静岡放送／ＢＳ（生）,9078
6,1999/03/20,3,7,18:33,駒場,浦和,0,0,神戸,テレビ埼玉,15291
7,1999/03/20,3,8,19:04,横浜国,横浜FM,0,1,柏,ＢＳ（生）,12456
0,1999/03/27,4,1,13:05,柏,柏,1,2,清水,ＢＳ（生）,9231
1,1999/03/27,4,2,15:00,市原,市原,3,2,Ｇ大阪,千葉テレビ（録）／ディレクＴＶ（録）,4017
2,1999/03/27,4,3,15:02,国立,Ｖ川崎,2,1,鹿島,日本テレビ（全）,18653
3,1999/03/27,4,4,15:03,神戸ユ,神戸,0,2,名古屋,Ｊ－ＳＰＯＲＴＳ,6595
4,1999/03/27,4,5,15:03,広島ビ,広島,4,1,浦和,広島テレビ／ＢＳ（録）／ディレクＴＶ,8163
5,1999/03/27,4,6,15:05,博多球,福岡,2,1,横浜FM,ＢＳ（生）,10053
6,1999/03/27,4,7,17:05,西京極,京都,0,1,Ｃ大阪,ＫＢＳ京都（録）／ＢＳ（生）,3441
7,1999/03/27,4,8,19:04,平塚,平塚,2,1,磐田,テレビ神奈川／ＢＳ（生）,7694
0,1999/04/03,5,1,14:03,磐田,磐田,2,1,京都,静岡放送／ディレクＴＶ,10666
1,1999/04/03,5,2,14:04,金沢,鹿島,4,2,平塚,テレビ金沢（録）／ＢＳ（生）,13505
2,1999/04/03,5,3,15:00,市原,市原,1,3,福岡,ＢＳ（録）,3508
3,1999/04/03,5,4,15:03,万博,Ｇ大阪,2,1,神戸,Ｊ－ＳＰＯＲＴＳ,4461
4,1999/04/03,5,5,15:05,瑞穂陸,名古屋,0,2,広島,中部日本放送,14099
5,1999/04/03,5,6,16:04,日本平,清水,2,3,横浜FM,テレビ静岡／スカイパーフェクＴＶ（録）,13444
6,1999/04/03,5,7,19:01,長居,Ｃ大阪,3,0,柏,ディレクＴＶ（録）,5828
7,1999/04/03,5,8,19:03,駒場,浦和,2,2,Ｖ川崎,テレビ埼玉／ＢＳ（生）,18770
0,1999/04/10,6,1,14:03,国立,平塚,0,3,浦和,ディレクＴＶ／テレビ埼玉（録）,20371
1,1999/04/10,6,2,15:01,西京極,京都,1,2,鹿島,ＫＢＳ京都（録）／ディレクＴＶ（録）,5335
2,1999/04/10,6,3,15:01,広島ス,広島,2,0,Ｇ大阪,広島ホームテレビ,3812
3,1999/04/10,6,4,15:01,博多球,福岡,1,3,清水,ＲＫＢ毎日放送（録）／スカイパーフェクＴＶ（録）,9306
4,1999/04/10,6,5,15:04,横浜国,横浜FM,6,0,Ｃ大阪,テレビ神奈川（録）／Ｊ－ＳＰＯＲＴＳ,10588
5,1999/04/10,6,6,15:04,神戸ユ,神戸,4,3,市原,ＢＳ（録）,6250
6,1999/04/10,6,7,15:05,柏,柏,0,1,磐田,ＮＨＫ総合,13097
7,1999/04/10,6,8,19:04,等々力,Ｖ川崎,2,1,名古屋,ＢＳ（生）／日本テレビ（録）,7605
0,1999/04/17,7,1,14:02,磐田,磐田,1,0,横浜FM,テレビ朝日（全）,14671
1,1999/04/17,7,2,15:01,市原,市原,0,2,広島,千葉テレビ（録）／スカイパーフェクＴＶ（録）,3146
2,1999/04/17,7,3,15:01,神戸ユ,神戸,1,2,福岡,ディレクＴＶ（録）,2411
3,1999/04/17,7,4,15:04,瑞穂陸,名古屋,3,1,平塚,名古屋テレビ／Ｊ－ＳＰＯＲＴＳ,11054
4,1999/04/17,7,5,15:04,万博,Ｇ大阪,0,1,Ｖ川崎,読売テレビ（録）／ＢＳ（生）,4034
5,1999/04/17,7,6,19:03,長居,Ｃ大阪,2,1,清水,ディレクＴＶ,7983
6,1999/04/17,7,7,19:04,駒場,浦和,0,1,京都,テレビ埼玉／ＢＳ（生）,18654
7,1999/05/19,7,8,19:00,国立,鹿島,1,2,柏,ＢＳ,6994
0,1999/04/24,8,1,13:03,等々力,Ｖ川崎,1,0,市原,日本テレビ（単）,3507
1,1999/04/24,8,2,14:04,広島ス,広島,2,5,神戸,ＢＳ（生）,5239
2,1999/04/24,8,3,15:03,横浜国,横浜FM,3,3,鹿島,ＴＢＳ（単）,20705
3,1999/04/24,8,4,15:03,平塚,平塚,1,3,Ｇ大阪,Ｊ－ＳＰＯＲＴＳ,2812
4,1999/04/24,8,5,15:04,博多球,福岡,2,5,Ｃ大阪,ＢＳ（録）／ディレクＴＶ（録）,6372
5,1999/04/24,8,6,15:08,柏の葉,柏,3,1,浦和,千葉テレビ（録）／ディレクＴＶ,15849
6,1999/04/24,8,7,16:04,日本平,清水,2,5,磐田,テレビ静岡／ＢＳ（生）,19343
7,1999/04/24,8,8,19:04,西京極,京都,1,2,名古屋,ＫＢＳ京都／ＢＳ（生）,7428
0,1999/04/28,9,1,19:00,国立,鹿島,0,1,清水,ＢＳ（録）,15316
1,1999/04/28,9,2,19:01,万博,Ｇ大阪,1,2,京都,毎日放送（録）／スカイパーフェクＴＶ（録）,2720
2,1999/04/28,9,3,19:01,博多球,福岡,2,3,広島,ディレクＴＶ（録）,5295
3,1999/04/28,9,4,19:03,市原,市原,2,1,平塚,千葉テレビ,2575
4,1999/04/28,9,5,19:03,瑞穂陸,名古屋,0,1,柏,名古屋テレビ（録）／ディレクＴＶ,10364
5,1999/04/28,9,6,19:03,神戸ユ,神戸,1,2,Ｖ川崎,Ｊ－ＳＰＯＲＴＳ,3560
6,1999/04/28,9,7,19:04,駒場,浦和,1,2,横浜FM,ＢＳ（生）,17907
7,1999/05/19,9,8,19:03,磐田,磐田,1,2,Ｃ大阪,静岡放送（録）／ＢＳ,7512
0,1999/05/01,10,1,15:01,西京極,京都,2,3,市原,ＫＢＳ京都（録）／ディレクＴＶ（録）,4351
1,1999/05/01,10,2,15:03,等々力,Ｖ川崎,2,0,広島,日本テレビ（単）,9137
2,1999/05/01,10,3,15:04,日本平,清水,2,2,浦和,テレビ静岡／ＢＳ（生）,14558
3,1999/05/01,10,4,19:03,柏,柏,4,2,Ｇ大阪,ＢＳ（録）／Ｊ－ＳＰＯＲＴＳ,7543
4,1999/05/01,10,5,19:03,平塚,平塚,2,1,神戸,ディレクＴＶ,5298
5,1999/05/01,10,6,19:04,長居,Ｃ大阪,1,0,鹿島,ＢＳ（生）,26290
6,1999/05/01,10,7,19:06,横浜国,横浜FM,4,3,名古屋,ＴＢＳ（全）,31163
7,1999/05/26,10,8,19:04,磐田,磐田,1,0,福岡,ＢＳ、静岡放送（録）,17038
0,1999/05/05,11,1,14:01,万博,Ｇ大阪,1,0,横浜FM,朝日放送,16105
1,1999/05/05,11,2,15:00,神戸ユ,神戸,3,2,京都,ディレクＴＶ（録）／ＫＢＳ京都（録）,9346
2,1999/05/05,11,3,15:01,国立,鹿島,1,2,磐田,ＮＨＫ総合,51575
3,1999/05/05,11,4,15:03,広島ビ,広島,3,0,平塚,ディレクＴＶ,15157
4,1999/05/05,11,5,15:03,博多球,福岡,1,2,Ｖ川崎,Ｊ－ＳＰＯＲＴＳ,10448
5,1999/05/05,11,6,16:01,長良川,名古屋,3,4,清水,東海テレビ（録）／ＢＳ（録）,17210
6,1999/05/05,11,7,18:33,駒場,浦和,2,3,Ｃ大阪,テレビ埼玉／スカイパーフェクＴＶ（録）,18401
7,1999/05/05,11,8,19:03,市原,市原,2,5,柏,千葉テレビ／ＢＳ（録）,5020
0,1999/05/08,12,1,14:01,花園,Ｃ大阪,1,2,名古屋,読売テレビ（録）,9865
1,1999/05/08,12,2,14:02,磐田,磐田,4,3,浦和,テレビ朝日（単）,14026
2,1999/05/08,12,3,16:00,鳥取,京都,0,4,広島,ＫＢＳ京都（録）／ディレクＴＶ（録）,5320
