,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
15,2012,Ｊ１,第１節第１日,03/10(土),14:04,Ｇ大阪,2-3,神戸,万博,17066,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ＮＨＫ大阪,13996
16,2012,Ｊ１,第１節第１日,03/10(土),14:05,鳥栖,0-0,Ｃ大阪,ベアスタ,11283,スカパー／ｅ２／スカパー光／ＮＨＫ佐賀,13999
17,2012,Ｊ１,第１節第１日,03/10(土),14:06,広島,1-0,浦和,広島ビ,29603,スカパー／ｅ２／スカパー光／ＮＨＫ広島,13997
18,2012,Ｊ１,第１節第１日,03/10(土),17:05,川崎Ｆ,1-0,新潟,等々力,18920,スカパー／ｅ２／スカパー光,14000
19,2012,Ｊ１,第１節第１日,03/10(土),19:04,大宮,0-1,Ｆ東京,ＮＡＣＫ,11437,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14001
20,2012,Ｊ１,第１節第２日,03/11(日),14:04,柏,3-3,横浜FM,柏,13082,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14002
21,2012,Ｊ２,第２節第１日,03/11(日),13:03,栃木,0-3,大分,栃木グ,4148,スカパー／ｅ２／スカパー光／とちぎテレビ（録）,14312
22,2012,Ｊ２,第２節第１日,03/11(日),13:03,松本,1-2,山形,松本,13098,スカパー／ｅ２／スカパー光,14314
23,2012,Ｊ２,第２節第１日,03/11(日),13:03,北九州,0-0,岡山,本城,4009,スカパー／ｅ２（録）／スカパー光,14316
24,2012,Ｊ２,第２節第１日,03/11(日),13:04,水戸,1-0,富山,Ｋｓスタ,2601,スカパー／ｅ２／スカパー光,14311
25,2012,Ｊ２,第２節第１日,03/11(日),13:04,町田,0-1,福岡,駒沢,4286,スカパー／ｅ２／スカパー光,14313
26,2012,Ｊ２,第２節第１日,03/11(日),13:06,徳島,3-0,岐阜,鳴門大塚,6016,スカパー／ｅ２／スカパー光,14315
27,2012,Ｊ２,第２節第１日,03/11(日),15:04,草津,1-3,湘南,正田スタ,4237,スカパー／ｅ２（録）／スカパー光／群馬テレビ,14317
28,2012,Ｊ２,第２節第１日,03/11(日),16:04,横浜FC,0-0,愛媛,ニッパ球,7026,スカパー／ｅ２／スカパー光,14319
29,2012,Ｊ２,第２節第１日,03/11(日),16:04,熊本,2-1,鳥取,熊本,5817,スカパー／ｅ２／スカパー光,14320
30,2012,Ｊ２,第２節第１日,03/11(日),16:05,東京Ｖ,1-3,甲府,味スタ,7020,スカパー／ｅ２／スカパー光,14318
31,2012,Ｊ２,第２節第１日,03/11(日),17:35,京都,2-0,千葉,西京極,8003,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,14321
32,2012,Ｊ１,第２節第１日,03/17(土),14:03,横浜FM,0-2,仙台,日産ス,19488,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14005
33,2012,Ｊ１,第２節第１日,03/17(土),14:03,新潟,1-2,大宮,東北電ス,26294,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／新潟総合テレビ,14006
34,2012,Ｊ１,第２節第１日,03/17(土),14:04,鹿島,0-1,川崎Ｆ,カシマ,19010,スカパー／ｅ２／スカパー光／ＮＨＫ水戸,14003
35,2012,Ｊ１,第２節第１日,03/17(土),14:04,浦和,1-0,柏,埼玉,41069,スカパー／ｅ２／スカパー光／ＮＨＫ総合,14004
36,2012,Ｊ１,第２節第１日,03/17(土),14:04,Ｃ大阪,2-1,Ｇ大阪,長居,30764,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ＮＨＫ大阪,14007
37,2012,Ｊ１,第２節第１日,03/17(土),15:04,清水,2-1,広島,アウスタ,13231,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレビ静岡,14008
38,2012,Ｊ１,第２節第１日,03/17(土),17:04,磐田,2-1,鳥栖,ヤマハ,10653,スカパー／ｅ２／スカパー光,14009
39,2012,Ｊ１,第２節第１日,03/17(土),17:06,神戸,2-1,札幌,ホームズ,14036,スカパー／ｅ２／スカパー光,14010
40,2012,Ｊ１,第２節第１日,03/17(土),19:04,Ｆ東京,3-2,名古屋,味スタ,21757,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,14011
41,2012,Ｊ２,第３節第１日,03/17(土),13:04,山形,3-2,大分,ＮＤスタ,6315,スカパー／ｅ２／スカパー光,14322
42,2012,Ｊ２,第３節第１日,03/17(土),13:04,京都,2-0,熊本,西京極,2901,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,14323
43,2012,Ｊ２,第３節第１日,03/17(土),13:04,鳥取,0-3,町田,とりスタ,2477,スカパー／ｅ２（録）／スカパー光／ＮＨＫ鳥取,14324
44,2012,Ｊ２,第３節第１日,03/17(土),13:04,徳島,0-1,栃木,鳴門大塚,3572,スカパー／ｅ２／スカパー光,14325
45,2012,Ｊ２,第３節第１日,03/17(土),14:04,松本,1-0,北九州,松本,4471,スカパー／ｅ２（録）／スカパー光／ＮＨＫ長野／ＮＨＫ北九州,14326
46,2012,Ｊ２,第３節第１日,03/17(土),16:04,湘南,3-1,福岡,ＢＭＷス,3602,スカパー／ｅ２／スカパー光,14327
47,2012,Ｊ２,第３節第１日,03/17(土),16:04,岐阜,0-0,草津,長良川,1836,スカパー／ｅ２／スカパー光,14329
48,2012,Ｊ２,第３節第１日,03/17(土),16:06,富山,1-4,東京Ｖ,富山,3470,スカパー／ｅ２（録）／スカパー光,14328
49,2012,Ｊ２,第３節第１日,03/17(土),18:33,岡山,0-3,水戸,カンスタ,5576,スカパー／ｅ２／スカパー光,14330
50,2012,Ｊ２,第３節第１日,03/17(土),19:03,千葉,3-0,横浜FC,フクアリ,6959,スカパー／ｅ２／スカパー光,14331
51,2012,Ｊ２,第３節第１日,03/17(土),19:04,甲府,2-1,愛媛,中銀スタ,6161,スカパー／ｅ２（録）／スカパー光,14332
52,2012,ＹＮＣ 予選Ａグループ,第１節,03/20(火・祝),15:01,浦和,1-0,仙台,埼玉,23076,フジテレビＯＮＥ,13939
53,2012,ＹＮＣ 予選Ａグループ,第１節,03/20(火・祝),16:04,鳥栖,2-1,川崎Ｆ,ベアスタ,4613,スカパー！／サガテレビ,13940
54,2012,ＹＮＣ 予選Ａグループ,第１節,03/20(火・祝),19:04,磐田,2-1,Ｃ大阪,ヤマハ,8036,スカパー！,13941
55,2012,ＹＮＣ 予選Ｂグループ,第１節,03/20(火・祝),13:04,札幌,0-1,新潟,札幌ド,7487,スカパー！／北海道文化放送（録）,13960
56,2012,ＹＮＣ 予選Ｂグループ,第１節,03/20(火・祝),15:00,鹿島,2-0,神戸,カシマ,11379,フジテレビＮＥＸＴ,13961
57,2012,ＹＮＣ 予選Ｂグループ,第１節,03/20(火・祝),16:00,大宮,1-1,横浜FM,ＮＡＣＫ,7845,スカパー！,13962
58,2012,Ｊ２,第４節第１日,03/20(火・祝),13:03,福岡,0-0,千葉,レベスタ,5069,スカパー／ｅ２／スカパー光,14336
59,2012,Ｊ２,第４節第１日,03/20(火・祝),13:04,山形,2-1,甲府,ＮＤスタ,5736,スカパー／ｅ２／スカパー光,14334
60,2012,Ｊ２,第４節第１日,03/20(火・祝),13:04,草津,0-0,徳島,正田スタ,2903,スカパー／ｅ２（録）／スカパー光,14335
61,2012,Ｊ２,第４節第１日,03/20(火・祝),13:04,町田,1-0,熊本,町田,4351,スカパー／ｅ２（録）／スカパー光,14333
62,2012,Ｊ２,第４節第１日,03/20(火・祝),13:05,大分,1-0,岡山,大銀ド,7113,スカパー／ｅ２／スカパー光,14337
63,2012,Ｊ２,第４節第１日,03/20(火・祝),16:03,北九州,1-0,水戸,本城,2558,スカパー／ｅ２（録）／スカパー光,14340
64,2012,Ｊ２,第４節第１日,03/20(火・祝),16:04,湘南,2-1,岐阜,ＢＭＷス,6065,スカパー／ｅ２／スカパー光,14338
65,2012,Ｊ２,第４節第１日,03/20(火・祝),16:04,愛媛,3-0,松本,ニンスタ,3598,スカパー／ｅ２／スカパー光,14339
66,2012,Ｊ２,第４節第１日,03/20(火・祝),19:03,栃木,0-0,富山,栃木グ,2446,スカパー／ｅ２／スカパー光／とちぎテレビ（録）,14341
67,2012,Ｊ２,第４節第１日,03/20(火・祝),19:03,横浜FC,0-0,東京Ｖ,ニッパ球,3549,スカパー／ｅ２／スカパー光,14342
68,2012,Ｊ２,第４節第１日,03/20(火・祝),19:03,鳥取,2-1,京都,とりスタ,2781,スカパー／ｅ２／スカパー光,14343
69,2012,Ｊ１,第３節第１日,03/24(土),13:03,仙台,4-1,大宮,ユアスタ,11831,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,14012
70,2012,Ｊ１,第３節第１日,03/24(土),13:04,広島,2-0,鹿島,広島ビ,14349,スカパー／ｅ２／スカパー光,14013
71,2012,Ｊ１,第３節第１日,03/24(土),14:04,川崎Ｆ,0-1,Ｃ大阪,等々力,14777,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14014
72,2012,Ｊ１,第３節第１日,03/24(土),14:04,神戸,0-2,Ｆ東京,ホームズ,11839,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14015
73,2012,Ｊ１,第３節第１日,03/24(土),15:04,鳥栖,1-0,横浜FM,ベアスタ,10611,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,14016
74,2012,Ｊ１,第３節第１日,03/24(土),16:03,札幌,1-2,浦和,札幌ド,20192,スカパー／ｅ２／スカパー光,14017
75,2012,Ｊ１,第３節第１日,03/24(土),19:04,柏,2-1,清水,柏,12209,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14018
76,2012,Ｊ２,第５節第１日,03/24(土),13:04,水戸,0-0,松本,Ｋｓスタ,2952,スカパー／ｅ２／スカパー光,14344
77,2012,Ｊ１,第３節第２日,03/25(日),16:03,名古屋,2-1,新潟,瑞穂陸,10603,スカパー／ｅ２／スカパー光,14019
78,2012,Ｊ１,第３節第２日,03/25(日),19:03,Ｇ大阪,1-2,磐田,万博,15072,スカパー／ｅ２／スカパー光,14020
79,2012,Ｊ２,第５節第２日,03/25(日),13:03,岡山,2-1,山形,カンスタ,5762,スカパー／ｅ２／スカパー光,14347
80,2012,Ｊ２,第５節第２日,03/25(日),13:03,福岡,4-0,鳥取,レベスタ,4017,スカパー／ｅ２／スカパー光,14348
81,2012,Ｊ２,第５節第２日,03/25(日),13:04,富山,2-3,北九州,富山,1692,スカパー／ｅ２／スカパー光,14345
82,2012,Ｊ２,第５節第２日,03/25(日),13:04,京都,2-1,町田,西京極,4795,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,14346
83,2012,Ｊ２,第５節第２日,03/25(日),14:03,横浜FC,0-2,甲府,ニッパ球,6071,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,14349
84,2012,Ｊ２,第５節第２日,03/25(日),14:04,愛媛,1-1,栃木,ニンスタ,2838,スカパー／ｅ２／スカパー光,14350
85,2012,Ｊ２,第５節第２日,03/25(日),16:03,千葉,3-0,徳島,フクアリ,8337,スカパー／ｅ２／スカパー光,14351
86,2012,Ｊ２,第５節第２日,03/25(日),16:03,東京Ｖ,2-0,草津,味スタ,3008,スカパー／ｅ２／スカパー光,14352
87,2012,Ｊ２,第５節第２日,03/25(日),16:04,熊本,3-3,湘南,熊本,4687,スカパー／ｅ２／スカパー光,14353
88,2012,Ｊ２,第５節第２日,03/25(日),18:04,岐阜,0-2,大分,長良川,2539,スカパー／ｅ２／スカパー光,14354
89,2012,Ｊ１,第４節第１日,03/31(土),13:03,大宮,1-1,名古屋,ＮＡＣＫ,7936,スカパー／ｅ２／スカパー光,14021
90,2012,Ｊ１,第４節第１日,03/31(土),14:04,Ｆ東京,0-1,広島,味スタ,16229,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＴＯＫＹＯ　ＭＸ（録）,14022
91,2012,Ｊ１,第４節第１日,03/31(土),15:03,浦和,1-1,川崎Ｆ,埼玉,25743,スカパー／ｅ２／スカパー光／テレ玉,14023
92,2012,Ｊ１,第４節第１日,03/31(土),15:04,磐田,1-0,柏,ヤマハ,9042,スカパー／ｅ２／スカパー光／静岡放送,14024
93,2012,Ｊ１,第４節第１日,03/31(土),15:04,Ｃ大阪,1-2,仙台,金鳥スタ,9598,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14025
94,2012,Ｊ１,第４節第１日,03/31(土),16:03,新潟,1-1,Ｇ大阪,東北電ス,16836,スカパー／ｅ２／スカパー光,14026
95,2012,Ｊ１,第４節第１日,03/31(土),18:34,清水,1-0,札幌,アウスタ,14216,スカパー／ｅ２／スカパー光,14027
96,2012,Ｊ１,第４節第１日,03/31(土),19:03,横浜FM,0-0,鹿島,日産ス,22126,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,14028
97,2012,Ｊ１,第４節第１日,03/31(土),19:04,鳥栖,3-0,神戸,ベアスタ,7719,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14029
98,2012,Ｊ２,第６節第１日,04/01(日),13:03,栃木,2-1,千葉,栃木グ,4769,スカパー／ｅ２／スカパー光／とちぎテレビ（録）,14356
99,2012,Ｊ２,第６節第１日,04/01(日),13:03,松本,0-3,富山,松本,8529,スカパー／ｅ２／スカパー光／長野放送,14357
100,2012,Ｊ２,第６節第１日,04/01(日),13:03,鳥取,1-2,湘南,とりスタ,2086,スカパー／ｅ２（録）／スカパー光／日本海テレビ,14359
101,2012,Ｊ２,第６節第１日,04/01(日),13:03,熊本,3-0,岐阜,水前寺,3930,スカパー／ｅ２（録）／スカパー光,14360
102,2012,Ｊ２,第６節第１日,04/01(日),13:04,山形,0-0,水戸,ＮＤスタ,6179,スカパー／ｅ２／スカパー光,14355
103,2012,Ｊ２,第６節第１日,04/01(日),13:05,京都,3-2,福岡,鴨池,7224,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,14358
104,2012,Ｊ２,第６節第１日,04/01(日),15:05,草津,1-1,横浜FC,正田スタ,6891,スカパー／ｅ２／スカパー光／群馬テレビ,14361
105,2012,Ｊ２,第６節第１日,04/01(日),16:03,甲府,1-2,北九州,中銀スタ,9486,スカパー／ｅ２／スカパー光,14363
106,2012,Ｊ２,第６節第１日,04/01(日),16:04,町田,1-2,東京Ｖ,町田,6288,スカパー／ｅ２／スカパー光,14362
107,2012,Ｊ２,第６節第１日,04/01(日),16:04,徳島,1-2,岡山,鳴門大塚,5121,スカパー／ｅ２／スカパー光／ＮＨＫ徳島,14364
108,2012,Ｊ２,第６節第１日,04/01(日),16:05,大分,1-0,愛媛,大銀ド,8082,スカパー／ｅ２／スカパー光,14365
109,2012,ＹＮＣ 予選Ａグループ,第２節,04/04(水),19:03,仙台,2-0,鳥栖,ユアスタ,7236,スカパー！,13942
110,2012,ＹＮＣ 予選Ａグループ,第２節,04/04(水),19:04,磐田,4-3,浦和,ヤマハ,7824,スカパー！,13943
111,2012,ＹＮＣ 予選Ａグループ,第２節,04/04(水),19:04,広島,1-1,川崎Ｆ,広島ビ,6413,スカパー！,13944
112,2012,ＹＮＣ 予選Ｂグループ,第２節,04/04(水),19:00,鹿島,1-0,大宮,カシマ,6515,フジテレビＮＥＸＴ,13963
113,2012,ＹＮＣ 予選Ｂグループ,第２節,04/04(水),19:04,清水,1-0,新潟,アウスタ,7479,スカパー！,13964
114,2012,ＹＮＣ 予選Ｂグループ,第２節,04/04(水),19:33,横浜FM,1-2,札幌,ニッパ球,7148,スカパー！,13965
115,2012,Ｊ１,第５節第１日,04/07(土),14:03,仙台,2-2,磐田,ユアスタ,13147,スカパー／ｅ２／スカパー光／ＮＨＫ仙台／ＮＨＫ静岡,14031
116,2012,Ｊ１,第５節第１日,04/07(土),14:03,名古屋,1-0,鳥栖,豊田ス,13824,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋／ＮＨＫ佐賀,14032
117,2012,Ｊ１,第５節第１日,04/07(土),14:04,神戸,0-1,清水,ホームズ,12709,スカパー／ｅ２／スカパー光,14033
118,2012,Ｊ１,第５節第１日,04/07(土),14:05,札幌,0-2,柏,札幌ド,14023,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14030
119,2012,Ｊ１,第５節第１日,04/07(土),15:04,新潟,0-0,横浜FM,東北電ス,15854,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ新潟,14034
120,2012,Ｊ１,第５節第１日,04/07(土),16:03,大宮,0-3,Ｃ大阪,ＮＡＣＫ,8180,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14035
121,2012,Ｊ１,第５節第１日,04/07(土),17:04,鹿島,1-3,浦和,カシマ,23507,スカパー／ｅ２／スカパー光,14036
122,2012,Ｊ１,第５節第１日,04/07(土),19:04,広島,4-1,Ｇ大阪,広島ビ,12318,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14037
123,2012,Ｊ１,第５節第２日,04/08(日),16:03,川崎Ｆ,0-1,Ｆ東京,等々力,20996,スカパー／ｅ２／スカパー光,14038
124,2012,Ｊ２,第７節第１日,04/08(日),13:03,栃木,2-0,熊本,栃木グ,2999,スカパー／ｅ２／スカパー光／とちぎテレビ（録）,14367
125,2012,Ｊ２,第７節第１日,04/08(日),13:03,東京Ｖ,2-0,徳島,味スタ,3110,スカパー／ｅ２／スカパー光,14368
126,2012,Ｊ２,第７節第１日,04/08(日),13:03,岡山,1-0,松本,カンスタ,7877,スカパー／ｅ２／スカパー光／岡山放送,14369
127,2012,Ｊ２,第７節第１日,04/08(日),13:03,北九州,1-0,鳥取,本城,3230,スカパー／ｅ２（録）／スカパー光,14371
128,2012,Ｊ２,第７節第１日,04/08(日),13:04,水戸,0-1,千葉,Ｋｓスタ,5373,スカパー／ｅ２／スカパー光,14366
129,2012,Ｊ２,第７節第１日,04/08(日),13:04,愛媛,4-2,福岡,ニンスタ,3035,スカパー／ｅ２／スカパー光／ＮＨＫ松山,14370
130,2012,Ｊ２,第７節第１日,04/08(日),16:03,横浜FC,1-2,山形,ニッパ球,5014,スカパー／ｅ２／スカパー光,14372
131,2012,Ｊ２,第７節第１日,04/08(日),16:03,甲府,1-0,大分,中銀スタ,9651,スカパー／ｅ２／スカパー光,14374
132,2012,Ｊ２,第７節第１日,04/08(日),16:04,湘南,2-0,町田,ＢＭＷス,7035,スカパー／ｅ２（録）／スカパー光,14373
133,2012,Ｊ２,第７節第１日,04/08(日),16:04,富山,1-2,草津,富山,2696,スカパー／ｅ２／スカパー光,14375
134,2012,Ｊ２,第７節第１日,04/08(日),16:04,岐阜,0-1,京都,長良川,3408,スカパー／ｅ２／スカパー光,14376
135,2012,Ｊ１,第６節第１日,04/14(土),13:03,柏,2-3,仙台,柏,12318,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）,14039
136,2012,Ｊ１,第６節第１日,04/14(土),13:04,Ｆ東京,1-2,鹿島,味スタ,19279,スカパー／ｅ２／スカパー光,14040
137,2012,Ｊ１,第６節第１日,04/14(土),14:03,横浜FM,1-1,大宮,ニッパ球,7101,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14041
138,2012,Ｊ１,第６節第１日,04/14(土),15:04,浦和,2-0,神戸,埼玉,25894,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／テレ玉,14042
139,2012,Ｊ１,第６節第１日,04/14(土),16:03,名古屋,3-1,札幌,豊田ス,12896,スカパー／ｅ２／スカパー光,14044
140,2012,Ｊ１,第６節第１日,04/14(土),16:04,清水,3-2,磐田,アウスタ,16334,スカパー／ｅ２／スカパー光,14043
141,2012,Ｊ１,第６節第１日,04/14(土),18:34,鳥栖,1-0,広島,ベアスタ,9735,スカパー／ｅ２／スカパー光,14045
142,2012,Ｊ１,第６節第１日,04/14(土),19:04,Ｇ大阪,3-2,川崎Ｆ,万博,17134,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14046
143,2012,Ｊ１,第６節第１日,04/14(土),19:04,Ｃ大阪,0-1,新潟,金鳥スタ,9154,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,14047
144,2012,Ｊ２,第８節第１日,04/15(日),13:04,山形,1-0,富山,ＮＤスタ,6460,スカパー／ｅ２／スカパー光,14377
145,2012,Ｊ２,第８節第１日,04/15(日),13:04,町田,0-3,栃木,町田,3682,スカパー／ｅ２（録）／スカパー光,14379
146,2012,Ｊ２,第８節第１日,04/15(日),13:04,熊本,0-3,松本,水前寺,5472,スカパー／ｅ２／スカパー光／熊本放送,14380
147,2012,Ｊ２,第８節第１日,04/15(日),13:08,草津,1-0,愛媛,正田スタ,2488,スカパー／ｅ２／スカパー光,14378
148,2012,Ｊ２,第８節第１日,04/15(日),14:05,京都,1-0,東京Ｖ,西京極,8741,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,14381
149,2012,Ｊ２,第８節第１日,04/15(日),16:03,千葉,0-0,岡山,フクアリ,9056,スカパー／ｅ２／スカパー光,14382
150,2012,Ｊ２,第８節第１日,04/15(日),16:03,鳥取,0-0,甲府,とりスタ,2526,スカパー／ｅ２／スカパー光,14385
151,2012,Ｊ２,第８節第１日,04/15(日),16:03,福岡,1-1,水戸,レベスタ,4878,スカパー／ｅ２（録）／スカパー光,14386
152,2012,Ｊ２,第８節第１日,04/15(日),16:04,湘南,3-2,横浜FC,ＢＭＷス,7111,スカパー／ｅ２／スカパー光／テレビ神奈川,14383
153,2012,Ｊ２,第８節第１日,04/15(日),16:04,岐阜,1-0,北九州,長良川,2920,スカパー／ｅ２（録）／スカパー光,14384
154,2012,Ｊ２,第８節第１日,04/15(日),16:05,大分,0-0,徳島,大銀ド,7607,スカパー／ｅ２／スカパー光,14387
155,2012,ＹＮＣ 予選Ａグループ,第３節,04/18(水),19:00,川崎Ｆ,3-1,仙台,等々力,8186,フジテレビＮＥＸＴ,13945
156,2012,ＹＮＣ 予選Ａグループ,第３節,04/18(水),19:04,磐田,1-0,広島,ヤマハ,6372,スカパー！,13946
157,2012,ＹＮＣ 予選Ａグループ,第３節,04/18(水),19:30,浦和,1-4,Ｃ大阪,埼玉,16533,フジテレビＯＮＥ,13947
158,2012,ＹＮＣ 予選Ｂグループ,第３節,04/18(水),19:03,札幌,1-2,鹿島,札幌ド,6877,スカパー！,13966
159,2012,ＹＮＣ 予選Ｂグループ,第３節,04/18(水),19:03,新潟,1-0,神戸,東北電ス,8158,スカパー！,13967
160,2012,ＹＮＣ 予選Ｂグループ,第３節,04/18(水),19:04,清水,1-0,横浜FM,アウスタ,8753,スカパー！,13968
161,2012,Ｊ１,第７節第１日,04/21(土),14:03,磐田,1-0,横浜FM,ヤマハ,11965,スカパー／ｅ２／スカパー光／静岡放送,14049
162,2012,Ｊ１,第７節第１日,04/21(土),14:04,札幌,2-3,川崎Ｆ,札幌ド,11119,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ札幌,14048
163,2012,Ｊ１,第７節第１日,04/21(土),14:04,神戸,3-1,柏,ホームズ,10859,スカパー／ｅ２／スカパー光／ＮＨＫ神戸,14050
164,2012,Ｊ１,第７節第１日,04/21(土),14:05,広島,1-1,名古屋,広島ビ,11123,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14051
165,2012,Ｊ１,第７節第１日,04/21(土),15:03,鹿島,3-2,Ｃ大阪,カシマ,12110,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,14052
166,2012,Ｊ１,第７節第１日,04/21(土),17:05,鳥栖,1-0,新潟,佐賀,5432,スカパー／ｅ２／スカパー光,14053
167,2012,Ｊ１,第７節第１日,04/21(土),18:33,大宮,2-0,浦和,ＮＡＣＫ,12709,スカパー／ｅ２／スカパー光,14054
168,2012,Ｊ１,第７節第１日,04/21(土),19:04,仙台,4-0,Ｆ東京,ユアスタ,17192,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,14055
169,2012,Ｊ１,第７節第２日,04/22(日),19:03,Ｇ大阪,3-1,清水,万博,8548,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,14056
170,2012,Ｊ２,第９節第１日,04/22(日),13:03,栃木,1-1,岐阜,栃木グ,2607,スカパー／ｅ２／スカパー光／とちぎテレビ（録）,14389
171,2012,Ｊ２,第９節第１日,04/22(日),13:04,甲府,1-1,町田,中銀スタ,7451,スカパー／ｅ２／スカパー光,14390
172,2012,Ｊ２,第９節第１日,04/22(日),13:04,愛媛,0-0,熊本,ニンスタ,1950,スカパー／ｅ２／スカパー光,14391
