,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/05,1,1,14:05,埼玉,浦和,0,1,鹿島,ＴＢＳ（単）／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）,52789
1,03/05,1,2,14:05,瑞穂陸,名古屋,2,2,千葉,名古屋テレビ／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,17239
2,03/05,1,3,15:05,日本平,清水,1,1,広島,ＢＳ－ｉ／テレビ静岡（録）／Ｊ　ＳＰＯＲＴＳ（録）,12208
3,03/05,1,4,15:05,万博,Ｇ大阪,0,2,大宮,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,16168
4,03/05,1,5,16:04,日産ス,横浜FM,0,1,磐田,ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）,41868
5,03/05,1,6,16:04,大分ス,大分,1,2,東京Ｖ,Ｊ　ＳＰＯＲＴＳ,21630
6,03/05,1,7,19:04,味スタ,Ｆ東京,4,0,新潟,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,28450
7,03/06,1,8,15:05,神戸ウイ,神戸,3,1,Ｃ大阪,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,23226
8,03/06,1,9,15:35,柏,柏,1,1,川崎Ｆ,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,11875
0,03/12,2,1,15:02,味スタ,東京Ｖ,0,0,清水,静岡第一テレビ／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,12687
1,03/12,2,2,15:06,埼玉,大宮,1,1,神戸,テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,9926
2,03/12,2,3,15:34,カシマ,鹿島,2,2,Ｇ大阪,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,25944
3,03/12,2,4,15:35,等々力,川崎Ｆ,3,3,浦和,ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）,24332
4,03/12,2,5,16:02,広島ビ,広島,0,0,Ｆ東京,ＮＨＫ広島／スカイパーフェクＴＶ！／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,15465
5,03/12,2,6,16:05,長居,Ｃ大阪,2,3,横浜FM,ＮＨＫ大阪／Ｊ　ＳＰＯＲＴＳ,19143
6,03/12,2,7,19:04,市原,千葉,2,2,柏,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,6612
7,03/13,2,8,14:08,新潟ス,新潟,2,1,大分,ＮＨＫ新潟／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,35337
8,03/13,2,9,15:34,ヤマハ,磐田,0,3,名古屋,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,16251
0,04/02,3,1,14:06,日産ス,横浜FM,4,1,新潟,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,21444
1,04/02,3,2,15:00,豊田ス,名古屋,1,1,広島,Ｊ　ＳＰＯＲＴＳ（録）,17153
2,04/02,3,3,15:01,柏の葉,柏,1,3,鹿島,千葉テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,12126
3,04/02,3,4,15:04,静岡,磐田,1,1,清水,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,37384
4,04/02,3,5,16:02,大宮,大宮,1,0,Ｃ大阪,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,7006
5,04/02,3,6,16:04,神戸ウイ,神戸,1,2,Ｆ東京,Ｊ　ＳＰＯＲＴＳ,18868
6,04/02,3,7,19:04,大分ス,大分,1,0,浦和,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,28847
7,04/03,3,8,15:04,万博,Ｇ大阪,3,2,川崎Ｆ,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,9925
8,04/03,3,9,15:05,味スタ,東京Ｖ,2,2,千葉,ＢＳ－ｉ／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,11001
0,04/09,4,1,15:03,日本平,清水,1,2,柏,テレビ静岡／Ｊ　ＳＰＯＲＴＳ（録）,9735
1,04/09,4,2,15:04,広島ビ,広島,0,1,鹿島,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,12085
2,04/09,4,3,15:06,市原,千葉,4,2,大分,ＢＳ－ｉ／千葉テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,5352
3,04/09,4,4,16:02,長居,Ｃ大阪,1,0,名古屋,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,13040
4,04/09,4,5,16:03,埼玉,浦和,1,1,Ｇ大阪,ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）,51249
5,04/09,4,6,16:04,新潟ス,新潟,3,2,大宮,Ｊ　ＳＰＯＲＴＳ,40573
6,04/09,4,7,19:04,等々力,川崎Ｆ,1,0,東京Ｖ,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,11061
7,04/10,4,8,14:04,味スタ,Ｆ東京,1,0,磐田,ＭＸテレビ／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,32049
8,04/10,4,9,15:04,日産ス,横浜FM,1,1,神戸,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,20548
0,04/13,5,1,19:00,カシマ,鹿島,2,0,大宮,ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）,7076
1,04/13,5,2,19:00,味スタ,東京Ｖ,1,4,広島,日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,3267
2,04/13,5,3,19:00,ヤマハ,磐田,1,3,千葉,静岡放送（録）／Ｊ　ＳＰＯＲＴＳ（録）,9854
3,04/13,5,4,19:00,神戸ユ,神戸,1,6,川崎Ｆ,Ｊ　ＳＰＯＲＴＳ（録）,7643
4,04/13,5,5,19:00,大分ス,大分,1,2,Ｃ大阪,Ｊ　ＳＰＯＲＴＳ（録）,14830
5,04/13,5,6,19:02,万博,Ｇ大阪,1,1,新潟,Ｊ　ＳＰＯＲＴＳ（録）,6646
6,04/13,5,7,19:04,国立,柏,0,1,横浜FM,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,27328
7,04/13,5,8,19:04,瑞穂陸,名古屋,1,0,Ｆ東京,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,6820
8,04/13,5,9,19:05,駒場,浦和,1,1,清水,テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,15760
0,04/16,6,1,15:00,長居,Ｃ大阪,1,1,柏,Ｊ　ＳＰＯＲＴＳ（録）,9403
1,04/16,6,2,15:03,広島ビ,広島,2,0,神戸,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,10431
2,04/16,6,3,15:04,日産ス,横浜FM,2,2,Ｇ大阪,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,23466
3,04/16,6,4,15:04,日本平,清水,0,1,大分,テレビ静岡／Ｊ　ＳＰＯＲＴＳ,7931
