,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
55,2019,Ｊ２,第３節第１日,03/09(土),13:04,福岡,0-1,京都,博多陸,6259,ＤＡＺＮ／テレビ西日本
56,2019,Ｊ２,第３節第１日,03/09(土),14:03,東京Ｖ,2-1,金沢,味スタ,5798,ＤＡＺＮ
57,2019,Ｊ２,第３節第１日,03/09(土),14:03,鹿児島,0-1,甲府,白波スタ,4315,ＤＡＺＮ／鹿児島放送
58,2019,Ｊ２,第３節第１日,03/09(土),14:03,長崎,0-1,水戸,トラスタ,6744,ＤＡＺＮ
59,2019,Ｊ２,第３節第１日,03/09(土),14:04,新潟,0-1,柏,デンカＳ,20486,ＤＡＺＮ
60,2019,Ｊ２,第３節第１日,03/09(土),15:03,岐阜,2-1,岡山,長良川,6525,ＤＡＺＮ
61,2019,Ｊ３,第１節第１日,03/09(土),13:03,藤枝,1-0,福島,藤枝サ,2476,ＤＡＺＮ
62,2019,Ｊ１,第３節第２日,03/10(日),14:03,FC東京,2-0,鳥栖,味スタ,27937,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ
63,2019,Ｊ１,第３節第２日,03/10(日),14:03,横浜FM,2-2,川崎Ｆ,日産ス,36216,ＤＡＺＮ
64,2019,Ｊ１,第３節第２日,03/10(日),14:05,仙台,1-3,神戸,ユアスタ,19503,ＤＡＺＮ／ＮＨＫ　ＢＳ１
65,2019,Ｊ２,第３節第２日,03/10(日),14:03,千葉,2-5,山口,フクアリ,8203,ＤＡＺＮ
66,2019,Ｊ２,第３節第２日,03/10(日),14:03,徳島,0-1,大宮,鳴門大塚,3870,ＤＡＺＮ
67,2019,Ｊ２,第３節第２日,03/10(日),14:03,栃木,0-1,横浜FC,栃木グ,4829,ＤＡＺＮ
68,2019,Ｊ２,第３節第２日,03/10(日),14:04,町田,0-3,山形,町田,4172,ＤＡＺＮ
69,2019,Ｊ２,第３節第２日,03/10(日),16:03,琉球,2-0,愛媛,タピスタ,2428,ＤＡＺＮ
70,2019,Ｊ３,第１節第２日,03/10(日),13:03,YS横浜,3-4,鳥取,ニッパツ,1610,ＤＡＺＮ
71,2019,Ｊ３,第１節第２日,03/10(日),13:03,相模原,0-0,富山,ギオンス,3852,ＤＡＺＮ
72,2019,Ｊ３,第１節第２日,03/10(日),13:03,讃岐,1-0,岩手,ピカスタ,2342,ＤＡＺＮ
73,2019,Ｊ３,第１節第２日,03/10(日),13:03,熊本,2-2,長野,えがおＳ,6478,ＤＡＺＮ
74,2019,Ｊ３,第１節第２日,03/10(日),14:03,Ｇ大23,2-2,八戸,パナスタ,1094,ＤＡＺＮ
75,2019,Ｊ３,第１節第２日,03/10(日),14:03,Ｃ大23,2-1,沼津,ヤンマー,893,ＤＡＺＮ
76,2019,Ｊ３,第１節第２日,03/10(日),14:03,北九州,2-0,Ｆ東23,ミクスタ,4058,ＤＡＺＮ
77,2019,Ｊ３,第１節第２日,03/10(日),17:03,群馬,2-2,秋田,正田スタ,3691,ＤＡＺＮ／群馬テレビ（録）
78,2019,ＹＬＣ グループステージＡグループ,第２節第１日,03/13(水),19:03,湘南,2-0,横浜FM,ＢＭＷス,8260,フジテレビＴＷＯ／スカパー！
79,2019,ＹＬＣ グループステージＡグループ,第２節第１日,03/13(水),19:03,札幌,0-0,長崎,札幌ド,7023,スカパー！
80,2019,ＹＬＣ グループステージＢグループ,第２節第１日,03/13(水),19:03,仙台,2-1,FC東京,ユアスタ,6304,スカパー！
81,2019,ＹＬＣ グループステージＢグループ,第２節第１日,03/13(水),19:03,柏,0-1,鳥栖,三協Ｆ柏,4376,スカパー！
82,2019,ＹＬＣ グループステージＣグループ,第２節第１日,03/13(水),19:03,名古屋,2-1,大分,パロ瑞穂,10156,スカパー！
83,2019,ＹＬＣ グループステージＣグループ,第２節第１日,03/13(水),19:03,神戸,0-0,Ｃ大阪,神戸ユ,7414,フジテレビＯＮＥ／スカパー！
84,2019,ＹＬＣ グループステージＤグループ,第２節第１日,03/13(水),19:03,Ｇ大阪,2-1,松本,パナスタ,7430,スカパー！
85,2019,ＹＬＣ グループステージＤグループ,第２節第１日,03/13(水),19:03,清水,1-0,磐田,アイスタ,8239,スカパー！
86,2019,Ｊ２,第４節第１日,03/16(土),14:03,東京Ｖ,2-3,栃木,味スタ,3245,ＤＡＺＮ
87,2019,Ｊ２,第４節第１日,03/16(土),14:03,横浜FC,1-2,新潟,ニッパツ,6222,ＤＡＺＮ
88,2019,Ｊ２,第４節第１日,03/16(土),18:03,琉球,2-1,徳島,タピスタ,3460,ＤＡＺＮ
89,2019,Ｊ３,第２節第１日,03/16(土),13:03,藤枝,1-0,熊本,藤枝サ,1470,ＤＡＺＮ
90,2019,Ｊ３,第２節第１日,03/16(土),14:03,Ｃ大23,1-0,YS横浜,ヤンマー,647,ＤＡＺＮ
91,2019,Ｊ３,第２節第１日,03/16(土),14:03,Ｆ東23,0-1,岩手,味フィ西,1049,ＤＡＺＮ
92,2019,Ｊ１,第４節第１日,03/17(日),13:03,鳥栖,1-0,磐田,駅スタ,14624,ＤＡＺＮ
93,2019,Ｊ１,第４節第１日,03/17(日),13:33,FC東京,1-0,名古屋,味スタ,25656,ＤＡＺＮ
94,2019,Ｊ１,第４節第１日,03/17(日),14:03,神戸,1-1,清水,ノエスタ,22542,ＤＡＺＮ
95,2019,Ｊ１,第４節第１日,03/17(日),14:03,札幌,1-3,鹿島,札幌ド,23002,ＤＡＺＮ／ＮＨＫ　ＢＳ１
96,2019,Ｊ１,第４節第１日,03/17(日),15:03,広島,1-0,松本,Ｅスタ,13131,ＤＡＺＮ
97,2019,Ｊ１,第４節第１日,03/17(日),15:03,川崎Ｆ,0-1,Ｇ大阪,等々力,23982,ＤＡＺＮ
98,2019,Ｊ１,第４節第１日,03/17(日),15:03,Ｃ大阪,1-2,浦和,ヤンマー,21022,ＤＡＺＮ
99,2019,Ｊ１,第４節第１日,03/17(日),16:03,大分,2-0,横浜FM,昭和電ド,11848,ＤＡＺＮ
100,2019,Ｊ１,第４節第１日,03/17(日),17:03,湘南,2-1,仙台,ＢＭＷス,9290,ＤＡＺＮ
101,2019,Ｊ２,第４節第２日,03/17(日),14:03,岡山,2-1,福岡,Ｃスタ,7677,ＤＡＺＮ／ＮＨＫ岡山
102,2019,Ｊ２,第４節第２日,03/17(日),14:03,山形,1-0,大宮,ＮＤスタ,10122,ＤＡＺＮ
103,2019,Ｊ２,第４節第２日,03/17(日),14:03,岐阜,0-0,鹿児島,長良川,4679,ＤＡＺＮ／岐阜放送（録）
104,2019,Ｊ２,第４節第２日,03/17(日),14:03,京都,0-1,柏,西京極,6143,ＤＡＺＮ／ＫＢＳ京都（録）
105,2019,Ｊ２,第４節第２日,03/17(日),14:03,水戸,1-1,千葉,Ｋｓスタ,5341,ＤＡＺＮ
106,2019,Ｊ２,第４節第２日,03/17(日),14:03,甲府,2-0,長崎,中銀スタ,15665,ＤＡＺＮ
107,2019,Ｊ２,第４節第２日,03/17(日),14:04,金沢,6-1,町田,石川西部,3709,ＤＡＺＮ
108,2019,Ｊ２,第４節第２日,03/17(日),16:03,愛媛,2-1,山口,ニンスタ,2798,ＤＡＺＮ／南海放送（録）
109,2019,Ｊ３,第２節第２日,03/17(日),13:03,長野,0-2,八戸,長野Ｕ,4247,ＤＡＺＮ
110,2019,Ｊ３,第２節第２日,03/17(日),13:03,讃岐,1-0,秋田,ピカスタ,2145,ＤＡＺＮ
111,2019,Ｊ３,第２節第２日,03/17(日),13:03,群馬,2-1,相模原,正田スタ,3303,ＤＡＺＮ
112,2019,Ｊ３,第２節第２日,03/17(日),13:03,沼津,0-0,Ｇ大23,愛鷹,2567,ＤＡＺＮ
113,2019,Ｊ３,第２節第２日,03/17(日),13:03,鳥取,0-2,北九州,とりスタ,2686,ＤＡＺＮ
114,2019,Ｊ３,第２節第２日,03/17(日),14:03,富山,1-3,福島,富山,2434,ＤＡＺＮ
115,2019,Ｊ２,第５節第１日,03/23(土),14:02,新潟,0-1,福岡,デンカＳ,11740,ＤＡＺＮ／新潟総合テレビ
116,2019,Ｊ２,第５節第１日,03/23(土),14:03,横浜FC,2-0,岐阜,ニッパツ,3470,ＤＡＺＮ
117,2019,Ｊ２,第５節第１日,03/23(土),14:03,大宮,1-1,水戸,ＮＡＣＫ,8423,ＤＡＺＮ／テレ玉
118,2019,Ｊ２,第５節第１日,03/23(土),14:04,甲府,1-1,金沢,中銀スタ,7141,ＤＡＺＮ／山梨放送
119,2019,Ｊ２,第５節第１日,03/23(土),15:03,柏,0-1,岡山,三協Ｆ柏,7845,ＤＡＺＮ
120,2019,Ｊ２,第５節第１日,03/23(土),17:03,愛媛,0-1,長崎,ニンスタ,2622,ＤＡＺＮ／南海放送（録）
121,2019,Ｊ３,第３節第１日,03/23(土),14:03,Ｆ東23,0-1,藤枝,味フィ西,983,ＤＡＺＮ
122,2019,Ｊ３,第３節第１日,03/23(土),14:03,長野,1-1,Ｃ大23,長野Ｕ,2153,ＤＡＺＮ／長野朝日放送
123,2019,Ｊ２,第５節第２日,03/24(日),13:03,鹿児島,0-1,町田,白波スタ,7192,ＤＡＺＮ
124,2019,Ｊ２,第５節第２日,03/24(日),14:03,千葉,1-1,京都,フクアリ,10309,ＤＡＺＮ
125,2019,Ｊ２,第５節第２日,03/24(日),14:03,徳島,1-1,東京Ｖ,鳴門大塚,4851,ＤＡＺＮ
126,2019,Ｊ２,第５節第２日,03/24(日),14:03,山形,1-1,琉球,ＮＤスタ,6411,ＤＡＺＮ
127,2019,Ｊ２,第５節第２日,03/24(日),16:03,山口,0-1,栃木,みらスタ,5002,ＤＡＺＮ
128,2019,Ｊ３,第３節第２日,03/24(日),13:03,八戸,3-4,YS横浜,ダイスタ,2162,ＤＡＺＮ
129,2019,Ｊ３,第３節第２日,03/24(日),13:03,熊本,0-0,讃岐,えがおＳ,4340,ＤＡＺＮ
130,2019,Ｊ３,第３節第２日,03/24(日),13:03,岩手,3-1,秋田,いわスタ,2084,ＤＡＺＮ／テレビ岩手
131,2019,Ｊ３,第３節第２日,03/24(日),13:04,相模原,2-1,鳥取,ギオンス,2723,ＤＡＺＮ
132,2019,Ｊ３,第３節第２日,03/24(日),13:04,福島,0-1,沼津,とうスタ,1520,ＤＡＺＮ
133,2019,Ｊ３,第３節第２日,03/24(日),14:03,Ｇ大23,0-1,北九州,パナスタ,1270,ＤＡＺＮ
134,2019,Ｊ３,第３節第２日,03/24(日),14:03,富山,1-0,群馬,富山,2089,ＤＡＺＮ
135,2019,Ｊ１,第５節第１日,03/29(金),19:33,横浜FM,0-0,鳥栖,日産ス,20688,ＤＡＺＮ
136,2019,Ｊ１,第５節第２日,03/30(土),14:03,名古屋,4-0,札幌,豊田ス,31083,ＤＡＺＮ
137,2019,Ｊ１,第５節第２日,03/30(土),14:03,仙台,0-2,Ｃ大阪,ユアスタ,10931,ＤＡＺＮ
138,2019,Ｊ１,第５節第２日,03/30(土),14:04,浦和,1-1,FC東京,埼玉,39055,ＤＡＺＮ／テレ玉
139,2019,Ｊ１,第５節第２日,03/30(土),15:03,磐田,1-1,鹿島,ヤマハ,13111,ＤＡＺＮ
140,2019,Ｊ１,第５節第２日,03/30(土),17:03,Ｇ大阪,3-4,神戸,パナスタ,37076,ＤＡＺＮ
141,2019,Ｊ１,第５節第２日,03/30(土),19:03,大分,0-1,広島,昭和電ド,11443,ＤＡＺＮ／ＮＨＫ　ＢＳ１
142,2019,Ｊ２,第６節第１日,03/30(土),13:04,福岡,0-1,千葉,博多陸,5789,ＤＡＺＮ
143,2019,Ｊ２,第６節第１日,03/30(土),14:03,東京Ｖ,2-0,柏,味スタ,5708,ＤＡＺＮ
144,2019,Ｊ２,第６節第１日,03/30(土),14:03,岡山,1-1,甲府,Ｃスタ,7298,ＤＡＺＮ
145,2019,Ｊ２,第６節第１日,03/30(土),14:03,栃木,0-0,山形,栃木グ,4152,ＤＡＺＮ
146,2019,Ｊ２,第６節第１日,03/30(土),14:03,徳島,1-0,新潟,鳴門大塚,4088,ＤＡＺＮ
147,2019,Ｊ２,第６節第１日,03/30(土),14:03,長崎,0-1,大宮,トラスタ,7925,ＤＡＺＮ／長崎国際テレビ
148,2019,Ｊ２,第６節第１日,03/30(土),14:03,町田,1-0,愛媛,町田,3317,ＤＡＺＮ
149,2019,Ｊ２,第６節第１日,03/30(土),14:05,金沢,1-0,横浜FC,石川西部,2543,ＤＡＺＮ
150,2019,Ｊ２,第６節第１日,03/30(土),15:03,水戸,1-0,鹿児島,Ｋｓスタ,3886,ＤＡＺＮ
151,2019,Ｊ２,第６節第１日,03/30(土),15:03,岐阜,1-1,京都,長良川,5508,ＤＡＺＮ／岐阜放送（録）
152,2019,Ｊ２,第６節第１日,03/30(土),18:03,琉球,2-2,山口,タピスタ,3789,ＤＡＺＮ
153,2019,Ｊ３,第４節第１日,03/30(土),13:03,群馬,0-1,八戸,正田スタ,2206,ＤＡＺＮ
154,2019,Ｊ３,第４節第１日,03/30(土),13:03,沼津,1-2,讃岐,愛鷹,1743,ＤＡＺＮ
155,2019,Ｊ３,第４節第１日,03/30(土),14:03,Ｃ大23,6-1,藤枝,ヤンマー,670,ＤＡＺＮ
156,2019,Ｊ１,第５節第３日,03/31(日),14:03,松本,0-2,川崎Ｆ,サンアル,18563,ＤＡＺＮ／信越放送
157,2019,Ｊ１,第５節第３日,03/31(日),14:03,清水,1-3,湘南,アイスタ,17169,ＤＡＺＮ
158,2019,Ｊ３,第４節第２日,03/31(日),13:03,秋田,0-0,長野,秋田陸,3393,ＤＡＺＮ／秋田テレビ
159,2019,Ｊ３,第４節第２日,03/31(日),13:03,福島,2-1,Ｆ東23,とうスタ,703,ＤＡＺＮ
160,2019,Ｊ３,第４節第２日,03/31(日),13:03,YS横浜,0-5,Ｇ大23,ニッパツ,1393,ＤＡＺＮ
161,2019,Ｊ３,第４節第２日,03/31(日),13:03,岩手,0-1,熊本,いわスタ,708,ＤＡＺＮ
162,2019,Ｊ３,第４節第２日,03/31(日),13:03,鳥取,1-1,富山,チュスタ,1943,ＤＡＺＮ
163,2019,Ｊ３,第４節第２日,03/31(日),14:03,北九州,2-1,相模原,ミクスタ,4944,ＤＡＺＮ
164,2019,Ｊ２,第７節第１日,04/03(水),19:03,鹿児島,0-3,金沢,白波スタ,4079,ＤＡＺＮ／南日本放送
165,2019,Ｊ２,第７節第１日,04/03(水),19:03,京都,0-1,山形,西京極,4525,ＤＡＺＮ
166,2019,Ｊ２,第７節第１日,04/03(水),19:03,柏,3-0,長崎,三協Ｆ柏,6415,ＤＡＺＮ
167,2019,Ｊ２,第７節第１日,04/03(水),19:03,福岡,2-1,栃木,博多陸,4085,ＤＡＺＮ
168,2019,Ｊ２,第７節第１日,04/03(水),19:03,新潟,1-0,町田,デンカＳ,8777,ＤＡＺＮ
169,2019,Ｊ２,第７節第１日,04/03(水),19:03,大宮,2-1,岡山,ＮＡＣＫ,8021,ＤＡＺＮ
170,2019,Ｊ２,第７節第１日,04/03(水),19:03,千葉,1-0,琉球,フクアリ,8313,ＤＡＺＮ
171,2019,Ｊ２,第７節第１日,04/03(水),19:03,愛媛,1-2,横浜FC,ニンスタ,3116,ＤＡＺＮ／あいテレビ／南海放送（録）
172,2019,Ｊ２,第７節第１日,04/03(水),19:03,山口,1-2,徳島,みらスタ,3806,ＤＡＺＮ
173,2019,Ｊ２,第７節第１日,04/03(水),19:03,東京Ｖ,0-0,水戸,味フィ西,2693,ＤＡＺＮ
174,2019,Ｊ２,第７節第１日,04/03(水),19:33,甲府,2-0,岐阜,中銀スタ,5969,ＤＡＺＮ
175,2019,Ｊ１,第６節第１日,04/05(金),19:03,鹿島,2-1,名古屋,カシマ,14163,ＤＡＺＮ
176,2019,Ｊ１,第６節第１日,04/05(金),19:03,川崎Ｆ,1-1,Ｃ大阪,等々力,21494,ＤＡＺＮ
177,2019,Ｊ１,第６節第１日,04/05(金),19:33,浦和,0-3,横浜FM,埼玉,32555,ＤＡＺＮ
178,2019,Ｊ１,第６節第２日,04/06(土),13:03,札幌,1-2,大分,札幌ド,13852,ＤＡＺＮ／札幌テレビ
179,2019,Ｊ１,第６節第２日,04/06(土),14:01,仙台,3-0,鳥栖,ユアスタ,11235,ＤＡＺＮ／仙台放送
180,2019,Ｊ１,第６節第２日,04/06(土),14:03,広島,3-0,Ｇ大阪,Ｅスタ,13331,ＤＡＺＮ
181,2019,Ｊ１,第６節第２日,04/06(土),14:03,FC東京,2-1,清水,味スタ,22302,ＤＡＺＮ
182,2019,Ｊ１,第６節第２日,04/06(土),16:03,湘南,0-2,磐田,ＢＭＷス,13282,ＤＡＺＮ
183,2019,Ｊ１,第６節第２日,04/06(土),19:04,松本,2-1,神戸,サンアル,18831,ＤＡＺＮ／ＮＨＫ　ＢＳ１
184,2019,Ｊ３,第５節第１日,04/06(土),13:03,YS横浜,0-2,群馬,ニッパツ,1468,ＤＡＺＮ
185,2019,Ｊ３,第５節第１日,04/06(土),13:03,藤枝,0-0,沼津,藤枝サ,2014,ＤＡＺＮ
186,2019,Ｊ３,第５節第１日,04/06(土),14:03,長野,1-2,岩手,長野Ｕ,2554,ＤＡＺＮ／テレビ信州
187,2019,Ｊ２,第８節第１日,04/07(日),13:03,岡山,3-3,新潟,Ｃスタ,6545,ＤＡＺＮ／岡山放送
188,2019,Ｊ２,第８節第１日,04/07(日),13:03,愛媛,2-0,岐阜,ニンスタ,2552,ＤＡＺＮ／南海放送（録）
189,2019,Ｊ２,第８節第１日,04/07(日),13:03,鹿児島,0-2,大宮,白波スタ,4706,ＤＡＺＮ
190,2019,Ｊ２,第８節第１日,04/07(日),14:03,金沢,1-0,千葉,石川西部,3755,ＤＡＺＮ
191,2019,Ｊ２,第８節第１日,04/07(日),14:03,栃木,1-2,京都,栃木グ,3889,ＤＡＺＮ
192,2019,Ｊ２,第８節第１日,04/07(日),14:03,水戸,1-1,徳島,Ｋｓスタ,5359,ＤＡＺＮ
193,2019,Ｊ２,第８節第１日,04/07(日),14:03,山形,2-1,東京Ｖ,ＮＤスタ,5959,ＤＡＺＮ
194,2019,Ｊ２,第８節第１日,04/07(日),14:03,横浜FC,1-1,福岡,ニッパツ,11260,ＤＡＺＮ
195,2019,Ｊ２,第８節第１日,04/07(日),14:03,長崎,2-2,山口,トラスタ,8642,ＤＡＺＮ
196,2019,Ｊ２,第８節第１日,04/07(日),15:03,町田,1-1,甲府,町田,5171,ＤＡＺＮ
197,2019,Ｊ２,第８節第１日,04/07(日),16:03,琉球,1-1,柏,タピスタ,7913,ＤＡＺＮ
198,2019,Ｊ３,第５節第２日,04/07(日),13:03,讃岐,2-1,福島,ピカスタ,2109,ＤＡＺＮ
199,2019,Ｊ３,第５節第２日,04/07(日),13:03,熊本,2-3,相模原,えがおＳ,8226,ＤＡＺＮ
200,2019,Ｊ３,第５節第２日,04/07(日),13:03,八戸,2-2,鳥取,ダイスタ,1346,ＤＡＺＮ
201,2019,Ｊ３,第５節第２日,04/07(日),13:03,秋田,3-0,Ｃ大23,ソユスタ,1606,ＤＡＺＮ
202,2019,Ｊ３,第５節第２日,04/07(日),14:03,富山,1-1,北九州,富山,2170,ＤＡＺＮ
203,2019,Ｊ３,第５節第２日,04/07(日),14:03,Ｇ大23,2-1,Ｆ東23,パナスタ,1218,ＤＡＺＮ
204,2019,ＹＬＣ グループステージＡグループ,第３節第１日,04/10(水),19:03,札幌,4-1,湘南,札幌ド,5698,スカパー！
205,2019,ＹＬＣ グループステージＡグループ,第３節第１日,04/10(水),19:33,横浜FM,2-2,長崎,ニッパツ,3528,フジテレビＯＮＥ／スカパー！
206,2019,ＹＬＣ グループステージＢグループ,第３節第１日,04/10(水),19:03,仙台,2-1,柏,ユアスタ,5262,スカパー！
207,2019,ＹＬＣ グループステージＢグループ,第３節第１日,04/10(水),19:03,FC東京,1-0,鳥栖,秩父宮,5181,フジテレビＮＥＸＴ／スカパー！
208,2019,ＹＬＣ グループステージＣグループ,第３節第１日,04/10(水),19:03,神戸,2-0,大分,神戸ユ,6789,スカパー！
