,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2018/02/23,1,1,20:03,ベアスタ,鳥栖,1,1,神戸,ＤＡＺＮ,19633
1,2018/02/24,1,2,14:03,味スタ,FC東京,1,1,浦和,ＤＡＺＮ／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ（録）,35951
2,2018/02/24,1,3,14:03,Ｅスタ,広島,1,0,札幌,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ札幌,17026
3,2018/02/24,1,4,14:33,吹田Ｓ,Ｇ大阪,2,3,名古屋,ＤＡＺＮ,28681
4,2018/02/24,1,5,16:03,ＢＭＷス,湘南,2,1,長崎,ＤＡＺＮ,12148
5,2018/02/25,1,6,13:02,ユアスタ,仙台,1,0,柏,ＤＡＺＮ／仙台放送,15655
6,2018/02/25,1,7,13:03,アイスタ,清水,0,0,鹿島,ＤＡＺＮ／テレビ静岡,19632
7,2018/02/25,1,8,15:31,エコパ,磐田,0,3,川崎Ｆ,ＤＡＺＮ／静岡朝日テレビ,31375
8,2018/02/25,1,9,16:03,ヤンマー,Ｃ大阪,1,1,横浜FM,ＤＡＺＮ,23049
0,2018/03/02,2,1,19:03,等々力,川崎Ｆ,1,1,湘南,ＤＡＺＮ,22475
1,2018/03/02,2,2,19:03,金鳥スタ,Ｃ大阪,3,3,札幌,ＤＡＺＮ,10415
2,2018/03/02,2,3,19:33,三協Ｆ柏,柏,2,0,横浜FM,ＤＡＺＮ,10659
3,2018/03/03,2,4,14:03,豊田ス,名古屋,1,0,磐田,ＤＡＺＮ／ＮＨＫ名古屋,38916
4,2018/03/03,2,5,15:03,味スタ,FC東京,0,1,仙台,ＤＡＺＮ,16990
5,2018/03/03,2,6,16:01,カシマ,鹿島,1,0,Ｇ大阪,ＤＡＺＮ／ＮＨＫ総合,24545
6,2018/03/03,2,7,16:07,ノエスタ,神戸,2,4,清水,ＤＡＺＮ／サンテレビ,24058
7,2018/03/03,2,8,19:03,トラスタ,長崎,2,2,鳥栖,ＤＡＺＮ／ＮＨＫ　ＢＳ１,14125
8,2018/03/04,2,9,16:04,埼玉,浦和,1,2,広島,ＤＡＺＮ／テレ玉,41324
0,2018/03/10,3,1,13:03,ニッパツ,横浜FM,1,2,鳥栖,ＤＡＺＮ,11247
1,2018/03/10,3,2,13:03,等々力,川崎Ｆ,2,0,Ｇ大阪,ＤＡＺＮ,22520
2,2018/03/10,3,3,14:02,ユアスタ,仙台,1,1,神戸,ＤＡＺＮ／ミヤギテレビ／サンテレビ（録）,14270
3,2018/03/10,3,4,14:03,トラスタ,長崎,1,1,浦和,ＤＡＺＮ／長崎国際テレビ,15975
4,2018/03/10,3,5,15:03,カシマ,鹿島,0,1,広島,ＤＡＺＮ,16799
5,2018/03/10,3,6,15:03,三協Ｆ柏,柏,1,1,Ｃ大阪,ＤＡＺＮ,11091
