,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2016/02/27,1,1,14:03,ヤマハ,磐田,0,1,名古屋,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,14333
1,2016/02/27,1,2,14:04,Ｅスタ,広島,0,1,川崎Ｆ,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,18120
2,2016/02/27,1,3,14:05,ベアスタ,鳥栖,2,1,福岡,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀／ＮＨＫ福岡,19762
3,2016/02/27,1,4,15:03,柏,柏,1,2,浦和,スカパー！／スカパー！プレミアムサービス,13416
4,2016/02/27,1,5,15:03,ＢＭＷス,湘南,1,2,新潟,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,14058
5,2016/02/27,1,6,15:05,ノエスタ,神戸,0,2,甲府,スカパー！／スカパー！プレミアムサービス,23862
6,2016/02/27,1,7,18:35,日産ス,横浜FM,0,1,仙台,スカパー！／スカパー！プレミアムサービス,24898
7,2016/02/27,1,8,19:04,味スタ,FC東京,0,1,大宮,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,25776
8,2016/02/28,1,9,14:09,吹田Ｓ,Ｇ大阪,0,1,鹿島,スカパー！／スカパー！プレミアムサービス／ＴＢＳ,32463
0,2016/03/05,2,1,15:03,等々力,川崎Ｆ,4,4,湘南,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,21871
1,2016/03/05,2,2,15:04,カシマ,鹿島,1,0,鳥栖,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸,19696
2,2016/03/05,2,3,16:04,ＮＡＣＫ,大宮,2,0,柏,スカパー！／スカパー！プレミアムサービス／テレ玉,12696
3,2016/03/05,2,4,18:30,ノエスタ,神戸,6,3,新潟,スカパー！／スカパー！プレミアムサービス,12487
4,2016/03/05,2,5,19:05,レベスタ,福岡,1,1,横浜FM,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,16968
5,2016/03/06,2,6,13:05,中銀スタ,甲府,0,1,Ｇ大阪,スカパー！／スカパー！プレミアムサービス,14103
6,2016/03/06,2,7,14:04,埼玉,浦和,1,2,磐田,スカパー！／スカパー！プレミアムサービス,43826
7,2016/03/06,2,8,15:05,豊田ス,名古屋,1,1,広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋／ＮＨＫ広島,27061
8,2016/03/06,2,9,15:33,ユアスタ,仙台,1,2,FC東京,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台,16918
0,2016/03/11,3,1,19:04,味スタ,FC東京,1,0,神戸,スカパー！／スカパー！プレミアムサービス,11488
1,2016/03/11,3,2,19:04,吹田Ｓ,Ｇ大阪,2,1,大宮,スカパー！／スカパー！プレミアムサービス,20535
2,2016/03/12,3,3,13:04,Ｅスタ,広島,2,2,湘南,スカパー！／スカパー！プレミアムサービス,13460
3,2016/03/12,3,4,14:02,ユアスタ,仙台,1,0,鹿島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,15826
4,2016/03/12,3,5,14:04,埼玉,浦和,2,0,福岡,スカパー！／スカパー！プレミアムサービス,27946
5,2016/03/12,3,6,15:04,デンカＳ,新潟,1,2,横浜FM,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレビ新潟,20771
6,2016/03/12,3,7,16:04,ベアスタ,鳥栖,1,1,甲府,スカパー！／スカパー！プレミアムサービス,8697
7,2016/03/12,3,8,18:30,柏,柏,2,2,磐田,スカパー！／スカパー！プレミアムサービス,10280
8,2016/03/12,3,9,19:04,等々力,川崎Ｆ,3,2,名古屋,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,16513
0,2016/03/19,4,1,13:03,ニッパツ,横浜FM,2,1,鳥栖,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,10436
1,2016/03/19,4,2,14:03,デンカＳ,新潟,2,2,柏,スカパー！／スカパー！プレミアムサービス／ＮＨＫ新潟,14627
2,2016/03/19,4,3,14:04,パロ瑞穂,名古屋,2,1,仙台,スカパー！／スカパー！プレミアムサービス,9232
3,2016/03/19,4,4,14:04,中銀スタ,甲府,0,4,川崎Ｆ,スカパー！／スカパー！プレミアムサービス／山梨放送,9567
4,2016/03/19,4,5,15:04,カシマ,鹿島,2,0,FC東京,スカパー！／スカパー！プレミアムサービス,15996
5,2016/03/19,4,6,16:05,ノエスタ,神戸,2,1,Ｇ大阪,スカパー！／スカパー！プレミアムサービス,16026
6,2016/03/19,4,7,19:04,ヤマハ,磐田,2,2,福岡,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,11002
7,2016/03/20,4,8,16:04,ＮＡＣＫ,大宮,1,5,広島,スカパー！／スカパー！プレミアムサービス／テレ玉,13452
8,2016/03/20,4,9,16:04,ＢＭＷス,湘南,0,2,浦和,スカパー！／スカパー！プレミアムサービス,14419
0,2016/04/01,5,1,19:34,Ｅスタ,広島,3,0,仙台,スカパー！／スカパー！プレミアムサービス,9587
1,2016/04/01,5,2,19:34,埼玉,浦和,2,1,甲府,スカパー！／スカパー！プレミアムサービス,22766
2,2016/04/02,5,3,14:03,レベスタ,福岡,0,1,新潟,スカパー！／スカパー！プレミアムサービス／ＮＨＫ福岡／ＮＨＫ新潟,9479
3,2016/04/02,5,4,15:03,等々力,川崎Ｆ,1,1,鹿島,スカパー！／スカパー！プレミアムサービス,23955
4,2016/04/02,5,5,15:04,ベアスタ,鳥栖,1,1,柏,スカパー！／スカパー！プレミアムサービス,9144
5,2016/04/02,5,6,16:03,味スタ,FC東京,3,2,名古屋,スカパー！／スカパー！プレミアムサービス,20249
6,2016/04/02,5,7,16:04,ＮＡＣＫ,大宮,1,1,磐田,スカパー！／スカパー！プレミアムサービス,11271
7,2016/04/02,5,8,18:34,ＢＭＷス,湘南,1,2,神戸,スカパー！／スカパー！プレミアムサービス,8052
8,2016/04/02,5,9,19:04,吹田Ｓ,Ｇ大阪,1,2,横浜FM,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,34231
0,2016/04/10,6,1,13:04,豊田ス,名古屋,1,2,大宮,スカパー！／スカパー！プレミアムサービス,12417
1,2016/04/10,6,2,13:05,日産ス,横浜FM,0,0,浦和,スカパー！／スカパー！プレミアムサービス,38382
2,2016/04/10,6,3,13:05,ノエスタ,神戸,0,0,福岡,スカパー！／スカパー！プレミアムサービス,21254
3,2016/04/10,6,4,14:04,ユアスタ,仙台,1,3,Ｇ大阪,スカパー！／スカパー！プレミアムサービス,18011
4,2016/04/10,6,5,14:04,中銀スタ,甲府,3,1,湘南,スカパー！／スカパー！プレミアムサービス,10027
5,2016/04/10,6,6,15:03,等々力,川崎Ｆ,1,0,鳥栖,スカパー！／スカパー！プレミアムサービス,18402
6,2016/04/10,6,7,16:04,デンカＳ,新潟,1,2,磐田,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,18210
7,2016/04/10,6,8,16:04,カシマ,鹿島,4,1,広島,スカパー！／スカパー！プレミアムサービス,19764
8,2016/04/10,6,9,19:04,柏,柏,1,0,FC東京,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,10470
0,2016/04/15,7,1,19:04,吹田Ｓ,Ｇ大阪,0,1,柏,スカパー！／スカパー！プレミアムサービス,13731
1,2016/04/15,7,2,19:34,Ｅスタ,広島,1,0,新潟,スカパー！／スカパー！プレミアムサービス,8602
2,2016/04/16,7,3,14:04,埼玉,浦和,3,1,仙台,スカパー！／スカパー！プレミアムサービス,31012
3,2016/04/16,7,4,15:03,味スタ,FC東京,2,4,川崎Ｆ,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,29208
4,2016/04/16,7,5,16:04,ＮＡＣＫ,大宮,1,1,甲府,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,9659
5,2016/04/16,7,6,16:04,ＢＭＷス,湘南,0,3,鹿島,スカパー！／スカパー！プレミアムサービス,13039
6,2016/04/16,7,7,18:30,ヤマハ,磐田,1,5,横浜FM,スカパー！／スカパー！プレミアムサービス,14385
7,2016/06/02,7,8,19:04,ベアスタ,鳥栖,0,0,神戸,スカパー！／スカパー！プレミアムサービス,6499
8,2016/06/02,7,9,19:04,レベスタ,福岡,0,0,名古屋,スカパー！／スカパー！プレミアムサービス,5870
0,2016/04/24,8,1,13:04,レベスタ,福岡,0,1,Ｇ大阪,スカパー！／スカパー！プレミアムサービス／福岡放送,18508
1,2016/04/24,8,2,13:04,パロ瑞穂,名古屋,2,1,新潟,スカパー！／スカパー！プレミアムサービス,8957
2,2016/04/24,8,3,13:05,ノエスタ,神戸,2,2,仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ神戸,12678
3,2016/04/24,8,4,14:04,日産ス,横浜FM,1,2,広島,スカパー！／スカパー！プレミアムサービス,25106
4,2016/04/24,8,5,14:04,中銀スタ,甲府,1,1,FC東京,スカパー！／スカパー！プレミアムサービス／ＮＨＫ甲府,12123
5,2016/04/24,8,6,16:03,等々力,川崎Ｆ,0,1,浦和,スカパー！／スカパー！プレミアムサービス,25450
6,2016/04/24,8,7,16:04,カシマ,鹿島,0,2,柏,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,15914
7,2016/04/24,8,8,16:04,ベアスタ,鳥栖,0,1,磐田,スカパー！／スカパー！プレミアムサービス,9332
8,2016/04/24,8,9,18:04,ＢＭＷス,湘南,0,1,大宮,スカパー！／スカパー！プレミアムサービス,9080
0,2016/04/29,9,1,13:03,吹田Ｓ,Ｇ大阪,0,1,川崎Ｆ,スカパー！／スカパー！プレミアムサービス,33941
1,2016/04/29,9,2,14:04,埼玉,浦和,4,1,名古屋,スカパー！／スカパー！プレミアムサービス,42547
2,2016/04/29,9,3,14:04,ヤマハ,磐田,1,0,広島,スカパー！／スカパー！プレミアムサービス／静岡放送,14379
3,2016/04/29,9,4,17:04,味スタ,FC東京,0,1,福岡,スカパー！／スカパー！プレミアムサービス,23625
4,2016/04/30,9,5,14:03,ユアスタ,仙台,0,2,鳥栖,スカパー！／スカパー！プレミアムサービス／ミヤギテレビ,14032
5,2016/04/30,9,6,15:03,ＮＡＣＫ,大宮,0,0,鹿島,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレ玉,12594
