,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
54,1995,Ｊ１ サントリー,第７節第１日,04/08(土),15:02,広島,1-2,市原,広島ビ,11266,,1240
55,1995,Ｊ１ サントリー,第７節第１日,04/08(土),15:03,Ｃ大阪,0-1,浦和,長居２,11763,,1239
56,1995,Ｊ１ サントリー,第７節第１日,04/08(土),15:04,清水,2-3,横浜Ｆ,日本平,18409,,1238
57,1995,Ｊ１ サントリー,第７節第１日,04/08(土),19:31,鹿島,1-0,Ｖ川崎,カシマ,15825,,1241
58,1995,サテライトリーグ,第２節第１日,04/09(日),12:59,Ｖ川崎,1-0,市原,駒沢,2884,,
59,1995,サテライトリーグ,第２節第１日,04/09(日),13:59,磐田,2-4,広島,磐田,1155,,
60,1995,サテライトリーグ,第２節第１日,04/09(日),14:00,浦和,2-2(PK10-9),清水,鴻巣,2006,,
61,1995,サテライトリーグ,第２節第１日,04/09(日),14:00,柏,2-1,平塚,柏,840,,
62,1995,サテライトリーグ,第２節第１日,04/09(日),14:00,Ｃ大阪,1-1(PK3-4),Ｇ大阪,尼崎,601,,
63,1995,サテライトリーグ,第２節第１日,04/09(日),14:01,名古屋,2-1,鹿島,福井,553,,
64,1995,サテライトリーグ,第２節第１日,04/09(日),15:01,横浜M,0-3,京都,三ツ沢,940,,
65,1995,サテライトリーグ,第２節第１日,04/09(日),15:27,神戸,2-1,横浜Ｆ,岡山,142,,
66,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:00,清水,1-3,Ｇ大阪,日本平,18036,,1246
67,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:00,Ｃ大阪,1-2,平塚,長居２,9346,,1247
68,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:01,鹿島,3-1,市原,カシマ,15195,,1242
69,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:01,広島,4-0,名古屋,広島ス,7012,,1248
70,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:02,横浜M,2-3,浦和,国立,48710,,1244
71,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:03,柏,0-1,磐田,柏,13789,,1243
72,1995,Ｊ１ サントリー,第８節第１日,04/12(水),19:04,Ｖ川崎,4-1,横浜Ｆ,等々力,14940,,1245
73,1995,Ｊ１ サントリー,第９節第１日,04/15(土),14:59,浦和,4-0,柏,大宮,9759,,1251
74,1995,Ｊ１ サントリー,第９節第１日,04/15(土),15:00,横浜Ｆ,2-3,Ｃ大阪,三ツ沢,12257,,1252
75,1995,Ｊ１ サントリー,第９節第１日,04/15(土),15:03,Ｇ大阪,1-3,鹿島,万博,17769,,1255
76,1995,Ｊ１ サントリー,第９節第１日,04/15(土),15:04,市原,1-0,Ｖ川崎,市原,13512,,1250
77,1995,Ｊ１ サントリー,第９節第１日,04/15(土),15:05,名古屋,2-0,清水,瑞穂陸,20548,,1254
78,1995,Ｊ１ サントリー,第９節第１日,04/15(土),19:01,磐田,1-0,広島,磐田,18542,,1249
79,1995,Ｊ１ サントリー,第９節第１日,04/15(土),19:03,平塚,0-2,横浜M,国立,44152,,1253
80,1995,サテライトリーグ,第３節第１日,04/15(土),13:59,平塚,0-2,Ｃ大阪,平塚,580,,
81,1995,サテライトリーグ,第３節第２日,04/16(日),13:01,鹿島,4-0,磐田,カシマ,3397,,
82,1995,サテライトリーグ,第３節第２日,04/16(日),13:01,清水,0-1,横浜M,草薙球,573,,
83,1995,サテライトリーグ,第３節第２日,04/16(日),13:59,横浜Ｆ,2-1,名古屋,高岡,1380,,
84,1995,サテライトリーグ,第３節第２日,04/16(日),13:59,Ｇ大阪,1-0,Ｖ川崎,鴻ノ池,2653,,
85,1995,サテライトリーグ,第３節第２日,04/16(日),14:00,市原,2-1,神戸,市原,418,,
86,1995,サテライトリーグ,第３節第２日,04/16(日),14:00,福岡,1-0,浦和,平和台,1806,,
87,1995,サテライトリーグ,第３節第２日,04/16(日),14:01,京都,2-0,柏,宝ヶ池,1173,,
88,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),14:02,横浜Ｆ,0-3,市原,鴨池,10558,,1256
89,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),15:01,柏,1-2,平塚,柏,13413,,1258
90,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),15:03,広島,1-1(PK4-2),浦和,広島ビ,12387,,1261
91,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),15:04,鹿島,4-0,名古屋,カシマ,15273,,1257
92,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),15:04,Ｃ大阪,4-0,横浜M,長居２,12393,,1260
93,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),16:04,清水,2-3,磐田,日本平,18432,,1259
94,1995,Ｊ１ サントリー,第１０節第１日,04/22(土),19:04,Ｖ川崎,1-0,Ｇ大阪,等々力,12713,,1262
95,1995,サテライトリーグ,第４節第１日,04/23(日),12:31,横浜M,1-0,福岡,松本,4363,,
96,1995,サテライトリーグ,第４節第１日,04/23(日),13:59,柏,2-1,清水,松戸,624,,
97,1995,サテライトリーグ,第４節第１日,04/23(日),13:59,磐田,1-0,横浜Ｆ,磐田,632,,
98,1995,サテライトリーグ,第４節第１日,04/23(日),14:00,Ｃ大阪,3-2,京都,水口,163,,
99,1995,サテライトリーグ,第４節第１日,04/23(日),14:00,広島,0-3,鹿島,宮崎,3675,,
100,1995,サテライトリーグ,第４節第１日,04/23(日),14:01,名古屋,1-0,市原,一宮,3679,,
101,1995,サテライトリーグ,第４節第１日,04/23(日),14:02,Ｖ川崎,4-1,平塚,西が丘,846,,
102,1995,サテライトリーグ,第４節第１日,04/23(日),16:58,神戸,2-1,Ｇ大阪,岡山,237,,
103,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:00,磐田,0-1,鹿島,磐田,17357,,1267
104,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:01,横浜M,1-0,柏,国立,51725,,1265
105,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:03,市原,3-4,Ｃ大阪,市原,11757,,1263
106,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:03,平塚,2-3,広島,平塚,11337,,1266
107,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:03,名古屋,4-3,Ｖ川崎,瑞穂陸,21557,,1268
108,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:03,Ｇ大阪,3-2,横浜Ｆ,万博,12236,,1269
109,1995,Ｊ１ サントリー,第１１節第１日,04/26(水),19:04,浦和,2-3,清水,大宮,9739,,1264
110,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),14:03,市原,2-2(PK4-3),Ｇ大阪,福井,9495,,1270
111,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),15:00,横浜Ｆ,4-3,名古屋,三ツ沢,13381,,1273
112,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),15:00,Ｃ大阪,1-2,柏,長居２,13109,,1275
113,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),15:01,鹿島,1-0,浦和,カシマ,15962,,1271
114,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),15:03,Ｖ川崎,3-2,磐田,等々力,14201,,1272
115,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),15:03,清水,1-4,平塚,日本平,18322,,1274
116,1995,Ｊ１ サントリー,第１２節第１日,04/29(土・祝),17:01,広島,0-1,横浜M,大分,10237,,1276
117,1995,サテライトリーグ,第５節第１日,04/30(日),13:00,清水,2-1,Ｃ大阪,草薙球,789,,
118,1995,サテライトリーグ,第５節第１日,04/30(日),13:59,京都,3-1,Ｖ川崎,皇子山,4204,,
119,1995,サテライトリーグ,第５節第１日,04/30(日),14:00,浦和,4-3,横浜M,鴻巣,2663,,
120,1995,サテライトリーグ,第５節第１日,04/30(日),14:00,市原,4-1,磐田,市原,474,,
121,1995,サテライトリーグ,第５節第１日,04/30(日),14:00,福岡,3-4,柏,小郡,755,,
122,1995,サテライトリーグ,第５節第１日,04/30(日),14:01,横浜Ｆ,2-3,広島,西が丘,620,,
123,1995,サテライトリーグ,第５節第１日,04/30(日),14:01,Ｇ大阪,1-1(PK5-4),名古屋,紀三井寺,565,,
124,1995,サテライトリーグ,第５節第１日,04/30(日),18:30,平塚,1-3,神戸,平塚,1379,,
125,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),13:59,磐田,2-1,横浜Ｆ,磐田,18230,,1277
126,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),15:00,平塚,7-0,鹿島,平塚,15709,,1279
127,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),15:03,横浜M,2-0,清水,三ツ沢,13897,,1278
128,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),15:03,名古屋,2-2(PK4-3),市原,長良川,20293,,1280
129,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),15:05,Ｃ大阪,1-0,Ｇ大阪,長居２,13057,,1281
130,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),19:03,浦和,2-2(PK4-3),Ｖ川崎,国立,56652,,1283
131,1995,Ｊ１ サントリー,第１３節第１日,05/03(水・祝),19:04,柏,1-2,広島,新潟,14723,,1282
132,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),14:04,横浜Ｆ,1-5,平塚,水前寺,11608,,1284
133,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),15:02,名古屋,6-0,Ｃ大阪,瑞穂陸,20775,,1288
134,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),15:02,Ｇ大阪,5-1,磐田,万博,17815,,1289
135,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),15:03,市原,0-1,浦和,国立,52149,,1286
136,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),16:04,鹿島,4-0,柏,カシマ,15816,,1285
137,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),16:05,清水,1-0,広島,日本平,18511,,1287
138,1995,Ｊ１ サントリー,第１４節第１日,05/06(土),19:04,Ｖ川崎,2-3,横浜M,等々力,14789,,1290
139,1995,サテライトリーグ,第６節第１日,05/07(日),13:00,鹿島,3-2,横浜Ｆ,カシマ,3737,,
140,1995,サテライトリーグ,第６節第１日,05/07(日),13:00,Ｖ川崎,3-2,清水,笠利町,2661,,
141,1995,サテライトリーグ,第６節第１日,05/07(日),13:00,広島,1-0,市原,出雲,1321,,
142,1995,サテライトリーグ,第６節第１日,05/07(日),13:58,磐田,1-0,Ｇ大阪,磐田,2429,,
143,1995,サテライトリーグ,第６節第１日,05/07(日),13:58,名古屋,3-1,平塚,瑞穂球,2083,,
144,1995,サテライトリーグ,第６節第１日,05/07(日),13:59,Ｃ大阪,3-1,福岡,尼崎,725,,
145,1995,サテライトリーグ,第６節第１日,05/07(日),14:00,柏,1-4,浦和,松戸,1082,,
146,1995,サテライトリーグ,第６節第１日,05/07(日),14:00,神戸,1-0,京都,岡山,179,,
147,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),18:59,磐田,1-0,名古屋,磐田,14291,,1295
148,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),19:01,平塚,3-4,市原,平塚,11824,,1294
149,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),19:02,浦和,4-2,Ｇ大阪,大宮,9589,,1292
150,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),19:03,柏,0-1,Ｖ川崎,国立,46294,,1291
151,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),19:03,横浜M,0-0(PK4-5),横浜Ｆ,三ツ沢,13817,,1293
152,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),19:03,Ｃ大阪,1-1(PK2-3),清水,長居２,11497,,1296
153,1995,Ｊ１ サントリー,第１５節第１日,05/10(水),19:04,広島,3-0,鹿島,広島ビ,13143,,1297
154,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),13:04,市原,2-1,横浜M,秋田,15807,,1298
155,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),14:00,磐田,3-1,Ｃ大阪,磐田,18041,,1300
156,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),14:03,横浜Ｆ,0-1,柏,長崎,11994,,1299
157,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),16:03,名古屋,2-2(PK7-6),浦和,国立,36770,,1302
158,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),16:03,Ｇ大阪,2-4,平塚,西京極,15119,,1303
159,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),16:05,鹿島,0-1,清水,カシマ,15813,,1301
160,1995,Ｊ１ サントリー,第１６節第１日,05/13(土),19:04,Ｖ川崎,3-1,広島,等々力,13119,,1304
161,1995,サテライトリーグ,第７節第１日,05/14(日),12:00,Ｇ大阪,0-1,広島,宝ヶ池,362,,
162,1995,サテライトリーグ,第７節第１日,05/14(日),13:03,横浜M,4-3,柏,五戸,1250,,
163,1995,サテライトリーグ,第７節第１日,05/14(日),13:58,平塚,2-3,磐田,下関,1548,,
164,1995,サテライトリーグ,第７節第１日,05/14(日),14:00,福岡,1-2,Ｖ川崎,小郡,804,,
165,1995,サテライトリーグ,第７節第１日,05/14(日),14:01,市原,5-4,鹿島,市原,975,,
166,1995,サテライトリーグ,第７節第１日,05/14(日),14:01,清水,1-3,神戸,浜松,626,,
167,1995,サテライトリーグ,第７節第１日,05/14(日),14:02,浦和,1-1(PK5-4),Ｃ大阪,鴻巣,2398,,
168,1995,サテライトリーグ,第７節第１日,05/14(日),15:00,京都,0-1,名古屋,宝ヶ池,526,,
169,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),18:31,広島,1-2,横浜Ｆ,広島ビ,15284,,1307
170,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),18:32,浦和,2-1,磐田,新潟,14122,,1305
171,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),18:33,平塚,3-4,名古屋,平塚,14163,,1306
172,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),19:03,柏,0-3,市原,柏,13314,,1308
173,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),19:03,横浜M,3-1,Ｇ大阪,三ツ沢,13145,,1309
174,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),19:04,清水,0-4,Ｖ川崎,日本平,18776,,1310
175,1995,Ｊ１ サントリー,第１７節第１日,06/17(土),19:05,Ｃ大阪,0-0(PK2-4),鹿島,長居２,13748,,1311
176,1995,サテライトリーグ,第８節第１日,06/18(日),13:00,鹿島,5-0,Ｇ大阪,カシマ,2570,,
177,1995,サテライトリーグ,第８節第１日,06/18(日),13:59,磐田,5-2,京都,磐田,2360,,
178,1995,サテライトリーグ,第８節第１日,06/18(日),14:00,横浜Ｆ,6-1,市原,いわきＧ,1547,,
179,1995,サテライトリーグ,第８節第１日,06/18(日),14:00,名古屋,2-1,清水,豊田,3050,,
180,1995,サテライトリーグ,第８節第１日,06/18(日),14:00,Ｃ大阪,1-0,横浜M,皇子山,637,,
181,1995,サテライトリーグ,第８節第１日,06/18(日),14:00,広島,0-5,平塚,広域１,373,,
182,1995,サテライトリーグ,第８節第１日,06/18(日),14:01,Ｖ川崎,1-0,浦和,鈴鹿,4380,,
183,1995,サテライトリーグ,第８節第１日,06/18(日),14:01,神戸,0-1,福岡,津山,159,,
184,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:00,柏,0-1,名古屋,柏,11388,,1313
185,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:00,横浜M,3-2,磐田,三ツ沢,13505,,1314
186,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:00,広島,1-0,Ｇ大阪,広島ス,8667,,1318
187,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:03,平塚,3-1,浦和,平塚,13673,,1315
188,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:03,清水,1-1(PK6-5),市原,日本平,18545,,1316
189,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:04,鹿島,2-3,横浜Ｆ,カシマ,15263,,1312
190,1995,Ｊ１ サントリー,第１８節第１日,06/21(水),19:04,Ｃ大阪,3-6,Ｖ川崎,長居２,13703,,1317
191,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),14:03,磐田,4-1,平塚,福井,10554,,1319
192,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),16:00,Ｇ大阪,1-3,柏,神戸ユ,14811,,1325
193,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),18:33,浦和,2-0,Ｃ大阪,大宮,9912,,1321
194,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),18:33,市原,3-0,広島,市原,14276,,1320
195,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),19:03,名古屋,3-2,横浜M,長良川,24071,,1323
196,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),19:30,Ｖ川崎,3-1,鹿島,等々力,13602,,1324
197,1995,Ｊ１ サントリー,第１９節第１日,06/24(土),19:30,横浜Ｆ,6-1,清水,三ツ沢,13789,,1322
198,1995,サテライトリーグ,第９節第１日,06/25(日),12:59,清水,1-1(PK3-4),磐田,金ケ崎,1325,,
199,1995,サテライトリーグ,第９節第１日,06/25(日),13:58,柏,1-3,Ｃ大阪,成田,327,,
200,1995,サテライトリーグ,第９節第１日,06/25(日),13:59,浦和,6-1,神戸,大宮,2562,,
201,1995,サテライトリーグ,第９節第１日,06/25(日),13:59,京都,0-3,広島,長良川,962,,
202,1995,サテライトリーグ,第９節第１日,06/25(日),14:01,横浜M,1-2,Ｖ川崎,三ツ沢,2178,,
203,1995,サテライトリーグ,第９節第１日,06/25(日),14:02,平塚,0-1,鹿島,室蘭,3059,,
204,1995,サテライトリーグ,第９節第１日,06/25(日),14:59,福岡,3-2,名古屋,小郡,428,,
205,1995,サテライトリーグ,第９節第１日,06/25(日),15:00,Ｇ大阪,1-2,横浜Ｆ,万博,963,,
206,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:00,名古屋,2-1,広島,瑞穂陸,19616,,1332
207,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:00,Ｇ大阪,4-5,清水,万博,15752,,1331
208,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:01,磐田,3-2,柏,磐田,17218,,1330
209,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:02,浦和,2-1,横浜M,大宮,9924,,1327
210,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:02,横浜Ｆ,0-1,Ｖ川崎,富山,24521,,1328
211,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:03,市原,2-1,鹿島,市原,14065,,1326
212,1995,Ｊ１ サントリー,第２０節第１日,06/28(水),19:03,平塚,1-5,Ｃ大阪,平塚,11905,,1329
213,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),18:33,広島,3-1,磐田,広島ビ,16211,,1333
214,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),19:00,柏,1-2,浦和,柏,12329,,1335
215,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),19:00,横浜M,0-3,平塚,三ツ沢,12767,,1337
216,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),19:01,清水,1-2,名古屋,日本平,18917,,1338
217,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),19:01,Ｃ大阪,5-3,横浜Ｆ,長居２,13242,,1339
218,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),19:02,鹿島,2-1,Ｇ大阪,金沢,18746,,1334
219,1995,Ｊ１ サントリー,第２１節第１日,07/01(土),19:04,Ｖ川崎,2-2(PK3-2),市原,等々力,12696,,1336
220,1995,サテライトリーグ,第１０節第１日,07/02(日),13:00,鹿島,2-1,京都,カシマ,2219,,
221,1995,サテライトリーグ,第１０節第１日,07/02(日),13:58,神戸,2-3,横浜M,美作,180,,
222,1995,サテライトリーグ,第１０節第１日,07/02(日),13:59,磐田,5-1,福岡,磐田,2143,,
223,1995,サテライトリーグ,第１０節第１日,07/02(日),14:00,横浜Ｆ,2-0,平塚,三ツ沢,2441,,
224,1995,サテライトリーグ,第１０節第１日,07/02(日),14:01,Ｖ川崎,1-2,柏,富士北麓,4074,,
225,1995,サテライトリーグ,第１０節第１日,07/02(日),15:00,市原,0-1,Ｇ大阪,市原,642,,
226,1995,サテライトリーグ,第１０節第１日,07/02(日),15:01,広島,2-3,清水,愛媛陸,1404,,
227,1995,サテライトリーグ,第１０節第１日,07/02(日),15:05,名古屋,0-2,浦和,大垣,1872,,
228,1995,Ｊ１ サントリー,第２２節第１日,07/08(土),18:30,名古屋,2-0,鹿島,瑞穂陸,21794,,1343
229,1995,Ｊ１ サントリー,第２２節第１日,07/08(土),18:31,平塚,3-2,柏,愛媛陸,11560,,1342
230,1995,Ｊ１ サントリー,第２２節第１日,07/08(土),18:33,浦和,3-2,広島,大宮,9168,,1341
231,1995,Ｊ１ サントリー,第２２節第１日,07/08(土),18:33,市原,3-2,横浜Ｆ,市原,13683,,1340
232,1995,Ｊ１ サントリー,第２２節第１日,07/08(土),19:00,横浜M,1-0,Ｃ大阪,三ツ沢,11469,,1344
