,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2018,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,,02/10(土),13:35,川崎Ｆ,2-3,Ｃ大阪,埼玉,41803.0,日本テレビ系全国ネットにて生中継,21371
1,2018,Ｊ１,第１節第１日,02/23(金),20:03,鳥栖,1-1,神戸,ベアスタ,19633.0,ＤＡＺＮ,20745
2,2018,Ｊ１,第１節第２日,02/24(土),14:03,FC東京,1-1,浦和,味スタ,35951.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ（録）,20746
3,2018,Ｊ１,第１節第２日,02/24(土),14:03,広島,1-0,札幌,Ｅスタ,17026.0,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ札幌,20747
4,2018,Ｊ１,第１節第２日,02/24(土),14:33,Ｇ大阪,2-3,名古屋,吹田Ｓ,28681.0,ＤＡＺＮ,20748
5,2018,Ｊ１,第１節第２日,02/24(土),16:03,湘南,2-1,長崎,ＢＭＷス,12148.0,ＤＡＺＮ,20749
6,2018,Ｊ１,第１節第３日,02/25(日),13:02,仙台,1-0,柏,ユアスタ,15655.0,ＤＡＺＮ／仙台放送,20750
7,2018,Ｊ１,第１節第３日,02/25(日),13:03,清水,0-0,鹿島,アイスタ,19632.0,ＤＡＺＮ／テレビ静岡,20751
8,2018,Ｊ１,第１節第３日,02/25(日),15:31,磐田,0-3,川崎Ｆ,エコパ,31375.0,ＤＡＺＮ／静岡朝日テレビ,20752
9,2018,Ｊ１,第１節第３日,02/25(日),16:03,Ｃ大阪,1-1,横浜FM,ヤンマー,23049.0,ＤＡＺＮ,20753
10,2018,Ｊ２,第１節第１日,02/25(日),13:04,福岡,2-0,岐阜,レベスタ,12856.0,ＤＡＺＮ／福岡放送（録）,20284
11,2018,Ｊ２,第１節第１日,02/25(日),14:03,栃木,2-4,大分,栃木グ,8526.0,ＤＡＺＮ／とちぎテレビ（録）,20286
12,2018,Ｊ２,第１節第１日,02/25(日),14:03,愛媛,1-2,金沢,ニンスタ,3439.0,ＤＡＺＮ／ＮＨＫ松山／南海放送（録）,20290
13,2018,Ｊ２,第１節第１日,02/25(日),14:03,東京Ｖ,2-1,千葉,味スタ,9400.0,ＤＡＺＮ,20287
14,2018,Ｊ２,第１節第１日,02/25(日),14:03,讃岐,0-1,新潟,ピカスタ,4539.0,ＤＡＺＮ,20289
15,2018,Ｊ２,第１節第１日,02/25(日),14:03,水戸,3-0,山形,Ｋｓスタ,7858.0,ＤＡＺＮ,20285
16,2018,Ｊ２,第１節第１日,02/25(日),14:03,横浜FC,0-0,松本,ニッパツ,10779.0,ＤＡＺＮ,20288
17,2018,Ｊ２,第１節第１日,02/25(日),14:05,徳島,0-1,岡山,鳴門大塚,8753.0,ＤＡＺＮ／ＮＨＫ徳島,20283
18,2018,Ｊ２,第１節第１日,02/25(日),15:03,京都,0-2,町田,西京極,6225.0,ＤＡＺＮ／ＫＢＳ京都（録）,20291
19,2018,Ｊ２,第１節第１日,02/25(日),15:34,山口,4-1,熊本,みらスタ,7456.0,ＤＡＺＮ／山口朝日放送,20292
20,2018,Ｊ２,第１節第１日,02/25(日),16:03,大宮,2-1,甲府,ＮＡＣＫ,11777.0,ＤＡＺＮ／テレ玉,20293
21,2018,Ｊ１,第２節第１日,03/02(金),19:03,川崎Ｆ,1-1,湘南,等々力,22475.0,ＤＡＺＮ,20754
22,2018,Ｊ１,第２節第１日,03/02(金),19:03,Ｃ大阪,3-3,札幌,金鳥スタ,10415.0,ＤＡＺＮ,20755
23,2018,Ｊ１,第２節第１日,03/02(金),19:33,柏,2-0,横浜FM,三協Ｆ柏,10659.0,ＤＡＺＮ,20756
24,2018,Ｊ１,第２節第２日,03/03(土),14:03,名古屋,1-0,磐田,豊田ス,38916.0,ＤＡＺＮ／ＮＨＫ名古屋,20757
25,2018,Ｊ１,第２節第２日,03/03(土),15:03,FC東京,0-1,仙台,味スタ,16990.0,ＤＡＺＮ,20758
26,2018,Ｊ１,第２節第２日,03/03(土),16:01,鹿島,1-0,Ｇ大阪,カシマ,24545.0,ＤＡＺＮ／ＮＨＫ総合,20759
27,2018,Ｊ１,第２節第２日,03/03(土),16:07,神戸,2-4,清水,ノエスタ,24058.0,ＤＡＺＮ／サンテレビ,20760
28,2018,Ｊ１,第２節第２日,03/03(土),19:03,長崎,2-2,鳥栖,トラスタ,14125.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１,20761
29,2018,Ｊ２,第２節第１日,03/03(土),14:05,甲府,0-0,東京Ｖ,中銀スタ,10192.0,ＤＡＺＮ／山梨放送,20294
30,2018,Ｊ２,第２節第１日,03/03(土),15:03,新潟,1-1,松本,デンカＳ,22465.0,ＤＡＺＮ／ＮＨＫ新潟,20295
31,2018,Ｊ２,第２節第１日,03/03(土),15:03,岐阜,0-1,横浜FC,長良川,9331.0,ＤＡＺＮ／岐阜放送（録）,20296
32,2018,Ｊ２,第２節第１日,03/03(土),16:02,福岡,2-2,京都,レベスタ,6816.0,ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ京都,20297
33,2018,Ｊ１,第２節第３日,03/04(日),16:04,浦和,1-2,広島,埼玉,41324.0,ＤＡＺＮ／テレ玉,20762
34,2018,Ｊ２,第２節第２日,03/04(日),13:03,熊本,2-1,徳島,えがおＳ,5197.0,ＤＡＺＮ,20298
35,2018,Ｊ２,第２節第２日,03/04(日),14:03,岡山,3-0,栃木,Ｃスタ,9291.0,ＤＡＺＮ／テレビせとうち,20302
36,2018,Ｊ２,第２節第２日,03/04(日),14:04,金沢,0-1,讃岐,石川西部,4804.0,ＤＡＺＮ,20301
37,2018,Ｊ２,第２節第２日,03/04(日),14:04,町田,3-2,大宮,町田,8839.0,ＤＡＺＮ,20300
38,2018,Ｊ２,第２節第２日,03/04(日),14:10,千葉,0-0,水戸,フクアリ,11285.0,ＤＡＺＮ,20299
39,2018,Ｊ２,第２節第２日,03/04(日),15:03,大分,2-2,山形,大銀ド,9024.0,ＤＡＺＮ／ＮＨＫ大分,20304
40,2018,Ｊ２,第２節第２日,03/04(日),15:04,山口,1-0,愛媛,みらスタ,5095.0,ＤＡＺＮ,20303
