,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2012/03/10,1,1,14:04,札幌ド,札幌,0,0,磐田,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ札幌,25353
1,2012/03/10,1,2,14:04,ユアスタ,仙台,1,0,鹿島,スカパー／ｅ２／スカパー光／ＮＨＫ総合,18250
2,2012/03/10,1,3,14:04,豊田ス,名古屋,1,0,清水,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋,24316
3,2012/03/10,1,4,14:04,万博,Ｇ大阪,2,3,神戸,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ＮＨＫ大阪,17066
4,2012/03/10,1,5,14:05,ベアスタ,鳥栖,0,0,Ｃ大阪,スカパー／ｅ２／スカパー光／ＮＨＫ佐賀,11283
5,2012/03/10,1,6,14:06,広島ビ,広島,1,0,浦和,スカパー／ｅ２／スカパー光／ＮＨＫ広島,29603
6,2012/03/10,1,7,17:05,等々力,川崎Ｆ,1,0,新潟,スカパー／ｅ２／スカパー光,18920
7,2012/03/10,1,8,19:04,ＮＡＣＫ,大宮,0,1,Ｆ東京,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,11437
8,2012/03/11,1,9,14:04,柏,柏,3,3,横浜FM,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,13082
0,2012/03/17,2,1,14:03,日産ス,横浜FM,0,2,仙台,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,19488
1,2012/03/17,2,2,14:03,東北電ス,新潟,1,2,大宮,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／新潟総合テレビ,26294
2,2012/03/17,2,3,14:04,カシマ,鹿島,0,1,川崎Ｆ,スカパー／ｅ２／スカパー光／ＮＨＫ水戸,19010
3,2012/03/17,2,4,14:04,埼玉,浦和,1,0,柏,スカパー／ｅ２／スカパー光／ＮＨＫ総合,41069
4,2012/03/17,2,5,14:04,長居,Ｃ大阪,2,1,Ｇ大阪,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ＮＨＫ大阪,30764
5,2012/03/17,2,6,15:04,アウスタ,清水,2,1,広島,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレビ静岡,13231
6,2012/03/17,2,7,17:04,ヤマハ,磐田,2,1,鳥栖,スカパー／ｅ２／スカパー光,10653
7,2012/03/17,2,8,17:06,ホームズ,神戸,2,1,札幌,スカパー／ｅ２／スカパー光,14036
