,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2005/03/05,1,1,14:04,群馬サ,草津,0,3,山形,群馬テレビ／スカイパーフェクＴＶ！,4423
1,2005/03/05,1,2,14:04,平塚,湘南,2,0,横浜FC,スカイパーフェクＴＶ！,7721
2,2005/03/05,1,3,14:04,鳥栖,鳥栖,1,1,福岡,スカイパーフェクＴＶ！,13039
3,2005/03/05,1,4,14:05,仙台,仙台,0,3,徳島,ＮＨＫ仙台／Ｊ　ＳＰＯＲＴＳ／ＮＨＫ徳島（録）,17375
4,2005/03/05,1,5,14:05,小瀬,甲府,2,2,札幌,山梨放送／スカイパーフェクＴＶ！,6640
5,2005/03/05,1,6,14:06,笠松,水戸,2,3,京都,ＮＨＫ水戸＊／スカイパーフェクＴＶ！／ＫＢＳ京都（録）,4138
0,2005/03/12,2,1,14:00,小瀬,甲府,1,1,仙台,Ｊ　ＳＰＯＲＴＳ（録）,5843
1,2005/03/12,2,2,14:04,三ツ沢,横浜FC,1,1,山形,Ｊ　ＳＰＯＲＴＳ,4653
2,2005/03/12,2,3,14:04,鳴門,徳島,2,3,湘南,ＮＨＫ徳島／スカイパーフェクＴＶ！,8226
3,2005/03/12,2,4,14:04,博多球,福岡,4,1,水戸,ＮＨＫ福岡／ＮＨＫ水戸＊／スカイパーフェクＴＶ！（録）,11185
4,2005/03/12,2,5,14:07,西京極,京都,3,0,草津,スカイパーフェクＴＶ！／ＫＢＳ京都（録）,6604
5,2005/03/13,2,6,13:04,札幌ド,札幌,0,1,鳥栖,ＮＨＫ札幌／スカイパーフェクＴＶ！（録）,17607
0,2005/03/19,3,1,14:00,笠松,水戸,1,2,徳島,ＮＨＫ水戸＊／Ｊ　ＳＰＯＲＴＳ（録）,2576
1,2005/03/19,3,2,14:00,鳥栖,鳥栖,0,0,横浜FC,スカイパーフェクＴＶ！（録）,6305
2,2005/03/19,3,3,14:04,山形県,山形,3,1,甲府,ＮＨＫ山形／スカイパーフェクＴＶ！（録）,6143
3,2005/03/19,3,4,14:04,群馬サ,草津,1,4,札幌,スカイパーフェクＴＶ！／群馬テレビ（録）,3572
4,2005/03/19,3,5,14:04,平塚,湘南,1,2,京都,Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）,5081
5,2005/03/20,3,6,14:04,仙台,仙台,0,2,福岡,東北放送／スカイパーフェクＴＶ！,15247
0,2005/03/26,4,1,14:00,博多球,福岡,0,0,湘南,Ｊ　ＳＰＯＲＴＳ（録）,8243
1,2005/03/26,4,2,14:04,札幌ド,札幌,0,3,仙台,スカイパーフェクＴＶ！,12127
2,2005/03/26,4,3,14:04,三ツ沢,横浜FC,1,0,草津,Ｊ　ＳＰＯＲＴＳ,4387
3,2005/03/26,4,4,14:04,西京極,京都,2,1,山形,スカイパーフェクＴＶ！／ＫＢＳ京都（録）,5727
4,2005/03/26,4,5,14:04,鳴門,徳島,2,2,鳥栖,スカイパーフェクＴＶ！（録）,5325
5,2005/03/27,4,6,14:00,小瀬,甲府,4,1,水戸,スカイパーフェクＴＶ！（録）,5498
0,2005/04/02,5,1,13:59,鳥栖,鳥栖,2,3,京都,ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）,6683
1,2005/04/02,5,2,14:00,平塚,湘南,1,0,甲府,スカイパーフェクＴＶ！（録）,4982
2,2005/04/02,5,3,14:04,仙台,仙台,3,4,横浜FC,Ｊ　ＳＰＯＲＴＳ,14867
3,2005/04/02,5,4,14:04,山形県,山形,0,0,福岡,スカイパーフェクＴＶ！,4529
