,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team
0,2021-02-27,1,1,14:05,ミクスタ,新潟,4,1,北九州
1,2021-02-28,1,10,15:03,タピスタ,磐田,0,1,琉球
2,2021-02-28,1,11,15:30,みらスタ,松本,0,0,山口
3,2021-02-27,1,2,14:03,トラスタ,金沢,1,2,長崎
4,2021-02-28,1,3,13:03,ギオンス,京都,2,0,相模原
5,2021-02-28,1,4,14:03,Ｋｓスタ,大宮,2,1,水戸
6,2021-02-28,1,5,14:04,カンセキ,岡山,2,0,栃木
7,2021-02-28,1,6,14:03,正田スタ,秋田,1,2,群馬
8,2021-02-28,1,7,14:03,フクアリ,甲府,1,1,千葉
9,2021-02-28,1,8,14:03,Ｇスタ,山形,1,1,町田
10,2021-02-28,1,9,15:03,味スタ,愛媛,0,3,東京Ｖ
11,2021-04-24,10,1,14:03,ニンスタ,新潟,2,0,愛媛
12,2021-04-25,10,10,14:03,トラスタ,東京Ｖ,1,1,長崎
13,2021-04-25,10,11,17:03,タピスタ,甲府,0,1,琉球
14,2021-04-25,10,2,13:03,ソユスタ,水戸,0,1,秋田
15,2021-04-25,10,3,14:03,ＮＤスタ,磐田,0,1,山形
16,2021-04-25,10,4,14:03,ＮＡＣＫ,町田,1,0,大宮
17,2021-04-25,10,5,14:03,フクアリ,相模原,1,0,千葉
18,2021-04-25,10,6,14:03,サンアル,群馬,0,1,松本
19,2021-04-25,10,7,14:03,石川西部,栃木,1,1,金沢
20,2021-04-25,10,8,14:03,Ｃスタ,北九州,0,1,岡山
21,2021-04-25,10,9,14:03,みらスタ,京都,2,0,山口
22,2021-05-01,11,1,13:03,ソユスタ,岡山,1,0,秋田
23,2021-05-02,11,10,15:03,味スタ,大宮,1,1,東京Ｖ
24,2021-05-02,11,11,15:03,Ｇスタ,山口,2,0,町田
25,2021-05-01,11,2,14:03,正田スタ,山形,2,1,群馬
26,2021-05-01,11,3,14:03,ＪＩＴス,金沢,0,2,甲府
27,2021-05-01,11,4,14:03,デンカＳ,千葉,0,2,新潟
28,2021-05-01,11,5,14:03,ヤマハ,栃木,2,3,磐田
29,2021-05-01,11,6,14:03,サンガＳ,愛媛,2,3,京都
30,2021-05-01,11,7,14:03,ミクスタ,松本,2,1,北九州
31,2021-05-01,11,8,15:03,ギオンス,琉球,5,1,相模原
32,2021-05-02,11,9,14:03,Ｋｓスタ,長崎,0,1,水戸
33,2021-05-05,12,1,14:03,ＮＤスタ,甲府,2,2,山形
34,2021-05-05,12,10,16:03,カンセキ,北九州,2,1,栃木
35,2021-05-05,12,11,18:03,タピスタ,京都,0,0,琉球
36,2021-05-05,12,2,14:03,ＮＡＣＫ,新潟,3,2,大宮
37,2021-05-05,12,3,14:03,石川西部,水戸,3,2,金沢
38,2021-05-05,12,4,14:03,Ｃスタ,町田,2,1,岡山
39,2021-05-05,12,5,14:03,みらスタ,千葉,1,0,山口
40,2021-05-05,12,6,14:03,ニンスタ,磐田,0,0,愛媛
41,2021-05-05,12,7,14:03,トラスタ,秋田,2,1,長崎
42,2021-05-05,12,8,15:03,味スタ,群馬,1,3,東京Ｖ
43,2021-05-05,12,9,15:05,サンアル,相模原,1,2,松本
44,2021-05-08,13,1,18:03,ニンスタ,琉球,1,1,愛媛
45,2021-05-09,13,10,15:03,正田スタ,大宮,1,1,群馬
46,2021-05-09,13,11,16:03,ミクスタ,長崎,1,0,北九州
47,2021-05-09,13,2,13:03,ソユスタ,磐田,1,1,秋田
48,2021-05-09,13,3,13:04,ギオンス,町田,1,1,相模原
49,2021-05-09,13,4,14:03,Ｋｓスタ,栃木,1,1,水戸
50,2021-05-09,13,5,14:03,フクアリ,岡山,2,4,千葉
51,2021-05-09,13,6,14:03,ＪＩＴス,東京Ｖ,0,2,甲府
52,2021-05-09,13,7,14:03,デンカＳ,松本,0,0,新潟
53,2021-05-09,13,8,14:03,石川西部,山口,1,0,金沢
54,2021-05-09,13,9,14:03,サンガＳ,山形,0,1,京都
55,2021-05-15,14,1,14:03,ＪＩＴス,秋田,0,1,甲府
56,2021-05-16,14,10,15:03,味スタ,北九州,0,2,東京Ｖ
57,2021-05-16,14,11,15:03,Ｇスタ,新潟,1,2,町田
58,2021-05-15,14,2,14:04,サンアル,金沢,0,0,松本
59,2021-05-15,14,3,14:03,ヤマハ,群馬,0,1,磐田
60,2021-05-15,14,4,14:03,みらスタ,相模原,0,1,山口
61,2021-05-15,14,5,14:03,トラスタ,千葉,2,2,長崎
62,2021-05-15,14,6,18:03,タピスタ,栃木,2,4,琉球
63,2021-05-16,14,7,14:03,ＮＤスタ,愛媛,0,1,山形
64,2021-05-16,14,8,14:03,ＮＡＣＫ,岡山,0,0,大宮
65,2021-05-16,14,9,14:03,サンガＳ,水戸,0,1,京都
66,2021-05-19,15,1,18:33,ソユスタ,山口,1,1,秋田
67,2021-05-23,15,10,15:03,味スタ,磐田,2,0,東京Ｖ
68,2021-05-27,15,11,19:03,ギオンス,愛媛,1,0,相模原
69,2021-05-22,15,2,18:03,タピスタ,山形,2,0,琉球
70,2021-05-23,15,3,14:03,Ｋｓスタ,甲府,1,0,水戸
71,2021-05-23,15,4,14:03,カンセキ,松本,0,3,栃木
72,2021-05-23,15,5,14:03,フクアリ,町田,1,1,千葉
73,2021-05-23,15,6,14:03,デンカＳ,京都,1,0,新潟
74,2021-05-23,15,7,14:03,石川西部,群馬,1,1,金沢
75,2021-05-23,15,8,14:03,Ｃスタ,長崎,1,0,岡山
76,2021-05-23,15,9,14:03,ミクスタ,大宮,1,3,北九州
77,2021-05-29,16,1,14:03,正田スタ,栃木,0,0,群馬
78,2021-05-30,16,10,15:03,Ｇスタ,北九州,1,0,町田
79,2021-05-30,16,11,17:03,ニンスタ,水戸,5,0,愛媛
80,2021-05-29,16,2,14:03,ＮＡＣＫ,千葉,2,0,大宮
81,2021-05-29,16,3,14:03,トラスタ,山口,0,3,長崎
82,2021-05-29,16,4,16:03,味スタ,秋田,1,3,東京Ｖ
83,2021-05-29,16,5,16:03,ヤマハ,金沢,0,1,磐田
84,2021-05-30,16,6,12:05,サンアル,岡山,3,1,松本
85,2021-05-30,16,7,14:03,ＮＤスタ,相模原,0,2,山形
86,2021-05-30,16,8,14:03,デンカＳ,琉球,1,2,新潟
87,2021-05-30,16,9,14:03,サンガＳ,甲府,0,0,京都
88,2021-06-04,17,1,19:03,正田スタ,水戸,1,2,群馬
89,2021-06-06,17,10,14:03,フクアリ,山形,1,1,千葉
90,2021-06-06,17,11,14:03,石川西部,大宮,0,1,金沢
91,2021-06-05,17,2,13:30,みらスタ,愛媛,2,2,山口
92,2021-06-05,17,3,14:03,ＪＩＴス,新潟,2,2,甲府
93,2021-06-05,17,4,14:03,サンアル,町田,5,1,松本
94,2021-06-05,17,5,14:03,ミクスタ,磐田,2,0,北九州
95,2021-06-05,17,6,15:03,ソユスタ,琉球,1,1,秋田
96,2021-06-05,17,7,15:03,ギオンス,長崎,1,0,相模原
97,2021-06-05,17,8,19:03,Ｃスタ,東京Ｖ,1,0,岡山
98,2021-06-06,17,9,14:03,カンセキ,京都,0,0,栃木
99,2021-06-13,18,1,14:03,ＮＤスタ,山口,0,2,山形
100,2021-06-13,18,10,19:03,ＮＡＣＫ,栃木,1,1,大宮
101,2021-06-13,18,11,19:03,タピスタ,北九州,0,3,琉球
102,2021-06-13,18,2,14:03,Ｋｓスタ,相模原,0,2,水戸
103,2021-06-13,18,3,14:03,フクアリ,東京Ｖ,1,0,千葉
104,2021-06-13,18,4,14:03,デンカＳ,岡山,1,0,新潟
105,2021-06-13,18,5,14:03,サンガＳ,群馬,2,2,京都
106,2021-06-13,18,6,14:03,トラスタ,松本,0,1,長崎
107,2021-06-13,18,7,15:03,Ｇスタ,秋田,2,0,町田
108,2021-06-13,18,8,15:03,ヤマハ,甲府,0,1,磐田
109,2021-06-13,18,9,18:03,ニンスタ,金沢,3,1,愛媛
110,2021-06-19,19,1,18:03,カンセキ,長崎,2,0,栃木
111,2021-06-19,19,2,18:03,ＪＩＴス,山口,2,2,甲府
112,2021-06-19,19,3,18:03,サンアル,大宮,0,0,松本
113,2021-06-19,19,4,19:03,石川西部,京都,2,1,金沢
114,2021-06-19,19,5,19:03,ヤマハ,千葉,0,1,磐田
115,2021-06-19,19,6,19:03,Ｃスタ,琉球,0,3,岡山
116,2021-06-20,19,7,15:03,ギオンス,東京Ｖ,,,相模原
117,2021-06-20,19,8,18:00,Ｋｓスタ,山形,,,水戸
118,2021-06-20,19,9,19:00,正田スタ,町田,,,群馬
119,2021-06-20,19,10,19:00,ミクスタ,愛媛,,,北九州
120,2021-06-21,19,11,19:00,ソユスタ,新潟,,,秋田
121,2021-03-06,2,1,13:33,デンカＳ,長崎,0,1,新潟
122,2021-03-07,2,10,14:03,ニンスタ,千葉,1,1,愛媛
123,2021-03-07,2,11,15:03,味スタ,山形,2,0,東京Ｖ
124,2021-03-06,2,2,14:03,ＮＡＣＫ,甲府,2,0,大宮
125,2021-03-06,2,3,14:03,ヤマハ,町田,3,1,磐田
126,2021-03-06,2,4,14:03,ミクスタ,水戸,2,1,北九州
127,2021-03-06,2,5,16:03,タピスタ,山口,1,2,琉球
128,2021-03-07,2,6,13:03,ギオンス,群馬,0,0,相模原
129,2021-03-07,2,7,14:03,カンセキ,秋田,1,0,栃木
130,2021-03-07,2,8,14:03,サンガＳ,松本,0,0,京都
131,2021-03-07,2,9,14:03,Ｃスタ,金沢,1,0,岡山
132,2021-06-26,20,1,14:00,トラスタ,磐田,,,長崎
133,2021-06-27,20,10,19:00,Ｇスタ,愛媛,,,町田
134,2021-06-27,20,11,19:00,みらスタ,大宮,,,山口
135,2021-06-26,20,2,15:00,ソユスタ,相模原,,,秋田
136,2021-06-26,20,3,18:00,味スタ,栃木,,,東京Ｖ
137,2021-06-26,20,4,18:00,デンカＳ,水戸,,,新潟
138,2021-06-26,20,5,18:30,サンガＳ,岡山,,,京都
139,2021-06-26,20,6,18:30,タピスタ,松本,,,琉球
140,2021-06-26,20,7,19:00,ＮＤスタ,金沢,,,山形
141,2021-06-26,20,8,19:00,ミクスタ,千葉,,,北九州
142,2021-06-27,20,9,18:00,ＪＩＴス,群馬,,,甲府
143,2021-07-03,21,1,18:00,Ｋｓスタ,山口,,,水戸
144,2021-07-03,21,10,19:00,Ｃスタ,甲府,,,岡山
145,2021-07-04,21,11,19:00,ニンスタ,秋田,,,愛媛
146,2021-07-03,21,2,18:00,栃木グ,町田,,,栃木
147,2021-07-03,21,3,18:00,フクアリ,群馬,,,千葉
148,2021-07-03,21,4,18:00,ギオンス,北九州,,,相模原
149,2021-07-03,21,5,18:00,サンアル,東京Ｖ,,,松本
150,2021-07-03,21,6,18:30,サンガＳ,長崎,,,京都
151,2021-07-03,21,7,19:00,ＮＡＣＫ,山形,,,大宮
152,2021-07-03,21,8,19:00,石川西部,琉球,,,金沢
153,2021-07-03,21,9,19:00,エコパ,新潟,,,磐田
154,2021-07-11,22,1,18:00,ソユスタ,千葉,,,秋田
155,2021-07-11,22,10,19:00,みらスタ,磐田,,,山口
156,2021-07-11,22,11,19:00,ミクスタ,京都,,,北九州
157,2021-07-11,22,2,18:00,ＮＤスタ,松本,,,山形
158,2021-07-11,22,3,18:00,ＪＩＴス,愛媛,,,甲府
159,2021-07-11,22,4,18:00,デンカＳ,栃木,,,新潟
160,2021-07-11,22,5,18:00,トラスタ,大宮,,,長崎
161,2021-07-11,22,6,18:30,タピスタ,相模原,,,琉球
162,2021-07-11,22,7,19:00,正田スタ,東京Ｖ,,,群馬
163,2021-07-11,22,8,19:00,Ｇスタ,水戸,,,町田
164,2021-07-11,22,9,19:00,石川西部,岡山,,,金沢
165,2021-07-17,23,1,18:00,栃木グ,甲府,,,栃木
166,2021-07-18,23,10,19:00,Ｇスタ,相模原,,,町田
167,2021-07-18,23,11,19:00,ニンスタ,東京Ｖ,,,愛媛
168,2021-07-17,23,2,18:00,フクアリ,金沢,,,千葉
169,2021-07-17,23,3,18:00,サンアル,水戸,,,松本
170,2021-07-17,23,4,18:30,サンガＳ,新潟,,,京都
171,2021-07-17,23,5,19:00,ヤマハ,山形,,,磐田
172,2021-07-17,23,6,19:00,みらスタ,秋田,,,山口
173,2021-07-17,23,7,19:00,トラスタ,北九州,,,長崎
174,2021-07-18,23,8,18:00,Ｃスタ,群馬,,,岡山
175,2021-07-18,23,9,19:00,ＮＡＣＫ,琉球,,,大宮
176,2021-08-09,24,1,17:00,ギオンス,栃木,,,相模原
177,2021-08-09,24,10,19:00,Ｃスタ,山口,,,岡山
178,2021-08-09,24,11,19:00,ミクスタ,琉球,,,北九州
179,2021-08-09,24,2,18:00,ＪＩＴス,磐田,,,甲府
180,2021-08-09,24,3,18:00,デンカＳ,大宮,,,新潟
181,2021-08-09,24,4,18:30,ソユスタ,松本,,,秋田
182,2021-08-09,24,5,18:30,サンガＳ,町田,,,京都
183,2021-08-09,24,6,19:00,ＮＤスタ,千葉,,,山形
184,2021-08-09,24,7,19:00,Ｋｓスタ,東京Ｖ,,,水戸
185,2021-08-09,24,8,19:00,正田スタ,愛媛,,,群馬
186,2021-08-09,24,9,19:00,石川西部,長崎,,,金沢
187,2021-08-14,25,1,18:00,カンセキ,群馬,,,栃木
188,2021-08-14,25,10,19:00,トラスタ,山形,,,長崎
189,2021-08-15,25,11,19:00,ニンスタ,北九州,,,愛媛
190,2021-08-14,25,2,18:00,フクアリ,新潟,,,千葉
191,2021-08-14,25,3,18:00,ギオンス,甲府,,,相模原
192,2021-08-14,25,4,18:00,サンアル,京都,,,松本
193,2021-08-14,25,5,18:30,タピスタ,水戸,,,琉球
194,2021-08-14,25,6,19:00,ＮＡＣＫ,秋田,,,大宮
195,2021-08-14,25,7,19:00,Ｇスタ,岡山,,,町田
196,2021-08-14,25,8,19:00,ヤマハ,東京Ｖ,,,磐田
197,2021-08-14,25,9,19:00,みらスタ,金沢,,,山口
198,2021-08-21,26,1,18:00,栃木グ,東京Ｖ,,,栃木
199,2021-08-22,26,10,19:00,正田スタ,山口,,,群馬
200,2021-08-22,26,11,19:00,ミクスタ,町田,,,北九州
201,2021-08-21,26,2,18:00,ＪＩＴス,千葉,,,甲府
202,2021-08-21,26,3,19:00,石川西部,磐田,,,金沢
203,2021-08-21,26,4,19:00,Ｃスタ,大宮,,,岡山
204,2021-08-22,26,5,18:00,サンアル,愛媛,,,松本
205,2021-08-22,26,6,18:00,デンカＳ,相模原,,,新潟
206,2021-08-22,26,7,18:30,ソユスタ,長崎,,,秋田
207,2021-08-22,26,8,19:00,ＮＤスタ,琉球,,,山形
208,2021-08-22,26,9,19:00,Ｋｓスタ,京都,,,水戸
209,2021-08-28,27,1,18:00,フクアリ,長崎,,,千葉
210,2021-08-29,27,10,19:00,ニンスタ,栃木,,,愛媛
211,2021-08-29,27,11,19:30,正田スタ,金沢,,,群馬
212,2021-08-28,27,2,18:30,サンガＳ,東京Ｖ,,,京都
213,2021-08-28,27,3,18:30,タピスタ,秋田,,,琉球
214,2021-08-28,27,4,19:00,Ｋｓスタ,新潟,,,水戸
215,2021-08-28,27,5,19:00,ヤマハ,相模原,,,磐田
216,2021-08-28,27,6,19:00,みらスタ,山形,,,山口
217,2021-08-28,27,7,19:00,ミクスタ,岡山,,,北九州
218,2021-08-29,27,8,19:00,ＮＡＣＫ,松本,,,大宮
219,2021-08-29,27,9,19:00,Ｇスタ,甲府,,,町田
220,2021-09-04,28,1,未定,ソユスタ,群馬,,,秋田
221,2021-09-05,28,10,未定,ＮＡＣＫ,東京Ｖ,,,大宮
222,2021-09-05,28,11,未定,Ｃスタ,愛媛,,,岡山
223,2021-09-04,28,2,未定,ＮＤスタ,水戸,,,山形
224,2021-09-04,28,3,未定,ギオンス,千葉,,,相模原
225,2021-09-04,28,4,未定,ＪＩＴス,京都,,,甲府
