,シーズン,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id,home_score_ex,away_score_ex
0,2025,ＦＵＪＩＦＩＬＭ　ＳＵＰＥＲ　ＣＵＰ,,25/02/08(土),13:36,神戸,0-2,広島,国立,53343.0,日本テレビ系全国ネットにて生中継／ＴＶｅｒでライブ配信,31312,,
1,2025,Ｊ１,第１節第１日,25/02/14(金),19:03,Ｇ大阪,2-5,Ｃ大阪,パナスタ,34860.0,ＤＡＺＮ／朝日放送テレビ（録）,31361,,
2,2025,Ｊ１,第１節第２日,25/02/15(土),14:03,横浜FM,1-1,新潟,日産ス,32713.0,ＤＡＺＮ／ＮＨＫ新潟／テレビ神奈川,31362,,
3,2025,Ｊ１,第１節第２日,25/02/15(土),14:03,神戸,0-0,浦和,ノエスタ,22266.0,ＤＡＺＮ／ＮＨＫ総合,31364,,
4,2025,Ｊ１,第１節第２日,25/02/15(土),14:03,横浜FC,0-1,FC東京,ニッパツ,12195.0,ＤＡＺＮ,31363,,
5,2025,Ｊ１,第１節第２日,25/02/15(土),14:04,岡山,2-0,京都,ＪＦＥス,14575.0,ＤＡＺＮ／ＮＨＫ岡山／ＮＨＫ京都,31365,,
6,2025,Ｊ１,第１節第２日,25/02/15(土),14:04,福岡,0-1,柏,ベススタ,9923.0,ＤＡＺＮ／ＮＨＫ福岡,31366,,
7,2025,Ｊ１,第１節第２日,25/02/15(土),15:03,川崎Ｆ,4-0,名古屋,Ｕ等々力,23005.0,ＤＡＺＮ,31367,,
8,2025,Ｊ１,第１節第２日,25/02/15(土),15:03,湘南,1-0,鹿島,レモンＳ,13025.0,ＤＡＺＮ,31368,,
9,2025,Ｊ２,第１節第１日,25/02/15(土),14:03,鳥栖,0-1,仙台,駅スタ,11610.0,ＤＡＺＮ／ＮＨＫ佐賀／ＮＨＫ仙台,31436,,
10,2025,Ｊ２,第１節第１日,25/02/15(土),14:03,甲府,1-0,山口,ＪＩＴス,10152.0,ＤＡＺＮ／ＮＨＫ甲府／ＮＨＫ山口,31433,,
11,2025,Ｊ２,第１節第１日,25/02/15(土),14:03,いわき,0-2,千葉,ハワスタ,5046.0,ＤＡＺＮ／ＮＨＫ福島,31431,,
12,2025,Ｊ２,第１節第１日,25/02/15(土),14:03,藤枝,0-2,徳島,藤枝サ,7206.0,ＤＡＺＮ,31435,,
13,2025,Ｊ２,第１節第１日,25/02/15(土),14:03,大宮,2-1,山形,ＮＡＣＫ,13418.0,ＤＡＺＮ／ＮＨＫ山形／テレ玉,31432,,
14,2025,Ｊ２,第１節第１日,25/02/15(土),14:04,磐田,3-2,水戸,ヤマハ,11819.0,ＤＡＺＮ,31434,,
15,2025,Ｊ２,第１節第１日,25/02/15(土),19:03,長崎,3-2,熊本,ピースタ,19248.0,ＤＡＺＮ／ＢＳ１０,31437,,
16,2025,Ｊ３,第１節第１日,25/02/15(土),14:03,栃木Ｃ,2-1,相模原,ＣＦＳ,3283.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／とちぎテレビ（録）,31501,,
17,2025,Ｊ３,第１節第１日,25/02/15(土),14:03,群馬,0-0,琉球,正田スタ,3452.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／群馬テレビ（録）,31502,,
18,2025,Ｊ１,第１節第３日,25/02/16(日),14:03,東京Ｖ,0-1,清水,国立,52541.0,ＤＡＺＮ／ＢＳ松竹東急,31369,,
19,2025,Ｊ１,第１節第３日,25/02/16(日),14:03,町田,1-2,広島,Ｇスタ,12773.0,ＤＡＺＮ／ＮＨＫ広島,31370,,
20,2025,Ｊ２,第１節第２日,25/02/16(日),12:53,愛媛,0-1,富山,ニンスタ,5007.0,ＤＡＺＮ／テレビ愛媛,31438,,
21,2025,Ｊ２,第１節第２日,25/02/16(日),13:13,今治,0-1,秋田,アシさと,4566.0,ＤＡＺＮ／ＮＨＫ松山／ＮＨＫ秋田,31439,,
22,2025,Ｊ２,第１節第２日,25/02/16(日),14:03,大分,2-0,札幌,クラド,14548.0,ＤＡＺＮ／テレビ大分／ＮＨＫ札幌,31440,,
23,2025,Ｊ３,第１節第２日,25/02/16(日),14:03,宮崎,0-1,長野,いちご,1438.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31507,,
24,2025,Ｊ３,第１節第２日,25/02/16(日),14:03,栃木SC,1-0,高知,カンセキ,6521.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／とちぎテレビ／ＮＨＫ高知,31503,,
25,2025,Ｊ３,第１節第２日,25/02/16(日),14:03,沼津,3-0,鳥取,愛鷹,2844.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／ＮＨＫ鳥取,31504,,
26,2025,Ｊ３,第１節第２日,25/02/16(日),14:04,FC大阪,1-1,岐阜,花園,3558.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31505,,
27,2025,Ｊ３,第１節第２日,25/02/16(日),14:04,奈良,2-2,福島,ロートＦ,2378.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31506,,
28,2025,Ｊ３,第１節第２日,25/02/16(日),15:03,鹿児島,1-1,讃岐,白波スタ,6216.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／鹿児島放送,31508,,
29,2025,Ｊ１,第２節第１日,25/02/22(土),14:03,横浜FC,1-0,岡山,ニッパツ,7274.0,ＤＡＺＮ,31372,,
30,2025,Ｊ１,第２節第１日,25/02/22(土),14:03,名古屋,2-2,神戸,豊田ス,31088.0,ＤＡＺＮ／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,31374,,
31,2025,Ｊ１,第２節第１日,25/02/22(土),14:03,京都,1-1,浦和,サンガＳ,14718.0,ＤＡＺＮ／ＫＢＳ京都（録）,31375,,
32,2025,Ｊ１,第２節第１日,25/02/22(土),14:03,柏,1-1,川崎Ｆ,三協Ｆ柏,13695.0,ＤＡＺＮ,31371,,
33,2025,Ｊ１,第２節第１日,25/02/22(土),14:03,清水,2-0,新潟,アイスタ,18141.0,ＤＡＺＮ／ＮＨＫ　ＢＳ／テレビ静岡,31373,,
34,2025,Ｊ１,第２節第１日,25/02/22(土),15:03,Ｇ大阪,2-1,福岡,パナスタ,22614.0,ＤＡＺＮ,31378,,
35,2025,Ｊ１,第２節第１日,25/02/22(土),15:03,Ｃ大阪,1-2,湘南,ヨドコウ,16002.0,ＤＡＺＮ,31379,,
36,2025,Ｊ１,第２節第１日,25/02/22(土),15:03,鹿島,4-0,東京Ｖ,カシマ,26021.0,ＤＡＺＮ,31376,,
37,2025,Ｊ１,第２節第１日,25/02/22(土),15:03,FC東京,0-1,町田,味スタ,29545.0,ＤＡＺＮ,31377,,
38,2025,Ｊ２,第２節第１日,25/02/22(土),14:03,大宮,1-0,甲府,ＮＡＣＫ,9872.0,ＤＡＺＮ,31441,,
39,2025,Ｊ２,第２節第１日,25/02/22(土),14:03,千葉,2-0,富山,フクアリ,11294.0,ＤＡＺＮ,31442,,
40,2025,Ｊ２,第２節第１日,25/02/22(土),14:03,磐田,1-0,鳥栖,ヤマハ,9716.0,ＤＡＺＮ,31443,,
41,2025,Ｊ３,第２節第１日,25/02/22(土),14:03,琉球,0-1,FC大阪,タピスタ,4033.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31514,,
42,2025,Ｊ３,第２節第１日,25/02/22(土),14:03,相模原,1-0,栃木SC,ギオンス,4993.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31512,,
43,2025,Ｊ３,第２節第１日,25/02/22(土),14:03,群馬,2-0,栃木Ｃ,正田スタ,2742.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31511,,
44,2025,Ｊ３,第２節第１日,25/02/22(土),14:03,北九州,2-0,長野,ミクスタ,5145.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31513,,
45,2025,Ｊ１,第２節第２日,25/02/23(日・祝),14:03,広島,1-0,横浜FM,Ｅピース,27123.0,ＤＡＺＮ／ＮＨＫ広島,31380,,
46,2025,Ｊ２,第２節第２日,25/02/23(日・祝),13:03,山口,2-2,長崎,みらスタ,10451.0,ＤＡＺＮ／ＮＨＫ山口,31444,,
47,2025,Ｊ２,第２節第２日,25/02/23(日・祝),13:03,熊本,3-0,札幌,えがおＳ,7154.0,ＤＡＺＮ／ＮＨＫ熊本,31445,,
48,2025,Ｊ２,第２節第２日,25/02/23(日・祝),14:00,徳島,1-0,仙台,鳴門大塚,9045.0,ＤＡＺＮ／ＮＨＫ徳島,31446,,
49,2025,Ｊ２,第２節第２日,25/02/23(日・祝),14:03,今治,0-0,藤枝,アシさと,3991.0,ＤＡＺＮ,31448,,
50,2025,Ｊ２,第２節第２日,25/02/23(日・祝),14:03,大分,0-0,いわき,クラド,10101.0,ＤＡＺＮ／ＮＨＫ大分,31449,,
51,2025,Ｊ２,第２節第２日,25/02/23(日・祝),14:03,水戸,1-0,山形,Ｋｓスタ,7521.0,ＤＡＺＮ,31447,,
52,2025,Ｊ２,第２節第２日,25/02/23(日・祝),15:03,愛媛,1-2,秋田,ニンスタ,3405.0,ＤＡＺＮ,31450,,
53,2025,Ｊ３,第２節第２日,25/02/23(日・祝),14:03,宮崎,3-1,福島,いちご,944.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31519,,
54,2025,Ｊ３,第２節第２日,25/02/23(日・祝),14:03,讃岐,2-0,奈良,ピカスタ,2103.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31517,,
55,2025,Ｊ３,第２節第２日,25/02/23(日・祝),14:03,沼津,1-1,松本,愛鷹,7029.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31515,,
56,2025,Ｊ３,第２節第２日,25/02/23(日・祝),14:04,鹿児島,1-2,金沢,白波スタ,5094.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31520,,
57,2025,Ｊ３,第２節第２日,25/02/23(日・祝),14:05,高知,0-0,鳥取,春野陸,5038.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31518,,
58,2025,Ｊ３,第２節第２日,25/02/23(日・祝),14:05,岐阜,0-1,八戸,長良川,5688.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／ＣＣＮ／岐阜放送（録）,31516,,
59,2025,Ｊ１,第３節第１日,25/02/26(水),19:01,岡山,2-0,Ｇ大阪,ＪＦＥス,13555.0,ＤＡＺＮ／ＮＨＫ岡山,31389,,
60,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,清水,1-1,広島,アイスタ,12238.0,ＤＡＺＮ,31387,,
61,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,FC東京,3-1,名古屋,味スタ,14971.0,ＤＡＺＮ,31383,,
62,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,福岡,1-2,川崎Ｆ,ベススタ,7106.0,ＤＡＺＮ,31390,,
63,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,柏,2-1,Ｃ大阪,三協Ｆ柏,8946.0,ＤＡＺＮ,31382,,
64,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,神戸,1-1,京都,ノエスタ,11335.0,ＤＡＺＮ,31388,,
65,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,鹿島,2-1,新潟,カシマ,12106.0,ＤＡＺＮ,31381,,
66,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,横浜FM,0-0,横浜FC,日産ス,17115.0,ＤＡＺＮ,31385,,
67,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,湘南,2-1,浦和,レモンＳ,11351.0,ＤＡＺＮ,31386,,
68,2025,Ｊ１,第３節第１日,25/02/26(水),19:03,町田,0-1,東京Ｖ,Ｇスタ,6825.0,ＤＡＺＮ,31384,,
69,2025,Ｊ１,第４節第１日,25/03/01(土),13:04,横浜FM,1-1,湘南,日産ス,25561.0,ＤＡＺＮ,31391,,
70,2025,Ｊ１,第４節第１日,25/03/01(土),14:03,鹿島,2-0,FC東京,カシマ,21421.0,ＤＡＺＮ／ＮＨＫ　ＢＳ,31392,,
71,2025,Ｊ１,第４節第１日,25/03/01(土),15:03,川崎Ｆ,0-1,京都,Ｕ等々力,22404.0,ＤＡＺＮ,31393,,
72,2025,Ｊ１,第４節第１日,25/03/01(土),15:03,神戸,0-1,福岡,ノエスタ,20890.0,ＤＡＺＮ,31394,,
73,2025,Ｊ２,第３節第１日,25/03/01(土),13:03,仙台,2-0,大分,Ｑスタ,11437.0,ＤＡＺＮ,31451,,
74,2025,Ｊ２,第３節第１日,25/03/01(土),14:03,千葉,3-2,山形,フクアリ,12496.0,ＤＡＺＮ,31452,,
75,2025,Ｊ２,第３節第１日,25/03/01(土),14:03,藤枝,2-1,秋田,藤枝サ,3146.0,ＤＡＺＮ,31453,,
76,2025,Ｊ２,第３節第１日,25/03/01(土),14:03,長崎,1-0,磐田,ピースタ,15083.0,ＤＡＺＮ,31455,,
77,2025,Ｊ２,第３節第１日,25/03/01(土),14:03,鳥栖,1-4,今治,駅スタ,6158.0,ＤＡＺＮ,31454,,
78,2025,Ｊ３,第３節第１日,25/03/01(土),14:03,相模原,0-2,鹿児島,ギオンス,1829.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31522,,
79,2025,Ｊ３,第３節第１日,25/03/01(土),14:03,奈良,2-1,松本,ロートＦ,2835.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31525,,
80,2025,Ｊ３,第３節第１日,25/03/01(土),14:03,栃木Ｃ,0-0,沼津,ＣＦＳ,2540.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31521,,
81,2025,Ｊ３,第３節第１日,25/03/01(土),14:03,岐阜,2-1,北九州,長良川,3270.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／ＣＣＮ,31524,,
82,2025,Ｊ３,第３節第１日,25/03/01(土),14:03,長野,3-2,群馬,長野Ｕ,4250.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31523,,
83,2025,Ｊ３,第３節第１日,25/03/01(土),14:03,琉球,0-1,福島,タピスタ,2296.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31526,,
84,2025,Ｊ１,第４節第２日,25/03/02(日),14:03,東京Ｖ,0-1,Ｇ大阪,味スタ,21260.0,ＤＡＺＮ,31395,,
85,2025,Ｊ１,第４節第２日,25/03/02(日),14:03,名古屋,1-2,町田,豊田ス,34718.0,ＤＡＺＮ,31397,,
86,2025,Ｊ１,第４節第２日,25/03/02(日),14:03,岡山,1-1,清水,ＪＦＥス,13330.0,ＤＡＺＮ,31398,,
87,2025,Ｊ１,第４節第２日,25/03/02(日),14:03,新潟,2-2,Ｃ大阪,デンカＳ,22933.0,ＤＡＺＮ／テレビ新潟,31396,,
88,2025,Ｊ１,第４節第２日,25/03/02(日),14:31,広島,1-0,横浜FC,Ｅピース,25043.0,ＤＡＺＮ／中国放送,31399,,
89,2025,Ｊ１,第４節第２日,25/03/02(日),15:03,浦和,0-2,柏,埼玉,51009.0,ＤＡＺＮ,31400,,
90,2025,Ｊ２,第３節第２日,25/03/02(日),13:03,熊本,0-4,大宮,えがおＳ,4959.0,ＤＡＺＮ,31456,,
91,2025,Ｊ２,第３節第２日,25/03/02(日),14:03,いわき,1-1,徳島,ハワスタ,3502.0,ＤＡＺＮ,31457,,
92,2025,Ｊ２,第３節第２日,25/03/02(日),14:03,水戸,1-1,愛媛,Ｋｓスタ,3435.0,ＤＡＺＮ,31458,,
93,2025,Ｊ２,第３節第２日,25/03/02(日),14:03,山口,2-0,札幌,みらスタ,3694.0,ＤＡＺＮ／札幌テレビ,31460,,
94,2025,Ｊ２,第３節第２日,25/03/02(日),14:03,富山,2-0,甲府,富山,5950.0,ＤＡＺＮ／チューリップテレビ,31459,,
95,2025,Ｊ３,第３節第２日,25/03/02(日),14:03,高知,1-2,FC大阪,春野陸,2067.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31530,,
96,2025,Ｊ３,第３節第２日,25/03/02(日),14:03,鳥取,1-1,八戸,Ａｘｉｓ,2086.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31528,,
97,2025,Ｊ３,第３節第２日,25/03/02(日),14:03,讃岐,1-1,金沢,ピカスタ,1693.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31529,,
98,2025,Ｊ３,第３節第２日,25/03/02(日),14:03,栃木SC,1-2,宮崎,栃木グ,3522.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31527,,
99,2025,Ｊ１,第５節第１日,25/03/08(土),14:03,浦和,1-0,岡山,埼玉,35269.0,ＤＡＺＮ／ＮＨＫ　ＢＳ／テレ玉,31401,,
100,2025,Ｊ１,第５節第１日,25/03/08(土),14:08,新潟,2-2,東京Ｖ,デンカＳ,20503.0,ＤＡＺＮ／ＮＳＴ新潟総合テレビ,31404,,
101,2025,Ｊ１,第５節第１日,25/03/08(土),15:03,Ｇ大阪,1-0,清水,パナスタ,29071.0,ＤＡＺＮ,31406,,
102,2025,Ｊ１,第５節第１日,25/03/08(土),16:03,横浜FC,0-2,町田,ニッパツ,7934.0,ＤＡＺＮ,31403,,
103,2025,Ｊ１,第５節第１日,25/03/08(土),16:03,柏,1-3,鹿島,三協Ｆ柏,13309.0,ＤＡＺＮ,31402,,
104,2025,Ｊ１,第５節第１日,25/03/08(土),16:03,FC東京,0-0,湘南,味スタ,19654.0,ＤＡＺＮ,31405,,
105,2025,Ｊ１,第５節第１日,25/03/08(土),16:03,Ｃ大阪,1-1,名古屋,ヨドコウ,17171.0,ＤＡＺＮ,31407,,
106,2025,Ｊ２,第４節第１日,25/03/08(土),13:04,仙台,1-1,長崎,Ｑスタ,9084.0,ＤＡＺＮ,31461,,
107,2025,Ｊ２,第４節第１日,25/03/08(土),14:03,大宮,2-1,山口,ＮＡＣＫ,8868.0,ＤＡＺＮ,31462,,
108,2025,Ｊ２,第４節第１日,25/03/08(土),18:13,愛媛,2-3,今治,ニンスタ,9352.0,ＤＡＺＮ／ＮＨＫ松山,31463,,
109,2025,Ｊ３,第４節第１日,25/03/08(土),13:06,福島,4-3,岐阜,とうスタ,2239.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31531,,
110,2025,Ｊ３,第４節第１日,25/03/08(土),14:03,北九州,2-0,讃岐,ミクスタ,4081.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31535,,
111,2025,Ｊ３,第４節第１日,25/03/08(土),14:03,長野,1-2,栃木Ｃ,長野Ｕ,3163.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31532,,
112,2025,Ｊ３,第４節第１日,25/03/08(土),14:03,奈良,2-1,琉球,ロートＦ,1421.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31534,,
113,2025,Ｊ３,第４節第１日,25/03/08(土),14:04,FC大阪,1-0,鳥取,花園,1717.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31533,,
114,2025,Ｊ３,第４節第１日,25/03/08(土),15:03,鹿児島,5-2,群馬,白波スタ,4309.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31536,,
115,2025,Ｊ１,第５節第２日,25/03/09(日),14:03,京都,0-1,福岡,サンガＳ,11535.0,ＤＡＺＮ／ＫＢＳ京都（録）,31408,,
116,2025,Ｊ２,第４節第２日,25/03/09(日),13:08,札幌,1-3,千葉,プレド,22292.0,ＤＡＺＮ／ＮＨＫ札幌,31464,,
117,2025,Ｊ２,第４節第２日,25/03/09(日),14:03,大分,0-0,水戸,クラド,8129.0,ＤＡＺＮ,31470,,
118,2025,Ｊ２,第４節第２日,25/03/09(日),14:03,いわき,1-1,鳥栖,ハワスタ,4071.0,ＤＡＺＮ,31466,,
119,2025,Ｊ２,第４節第２日,25/03/09(日),14:03,富山,3-1,磐田,富山,7580.0,ＤＡＺＮ,31468,,
120,2025,Ｊ２,第４節第２日,25/03/09(日),14:03,徳島,0-0,熊本,鳴門大塚,5641.0,ＤＡＺＮ,31469,,
121,2025,Ｊ２,第４節第２日,25/03/09(日),14:03,山形,4-2,秋田,ＮＤスタ,15687.0,ＤＡＺＮ／ＮＨＫ山形,31465,,
122,2025,Ｊ２,第４節第２日,25/03/09(日),14:04,甲府,3-3,藤枝,ＪＩＴス,9177.0,ＤＡＺＮ,31467,,
123,2025,Ｊ３,第４節第２日,25/03/09(日),14:03,宮崎,0-0,松本,いちご,1576.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31540,,
124,2025,Ｊ３,第４節第２日,25/03/09(日),14:03,八戸,1-2,相模原,プラスタ,1826.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31537,,
125,2025,Ｊ３,第４節第２日,25/03/09(日),14:04,沼津,0-0,栃木SC,愛鷹,2404.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31539,,
126,2025,Ｊ３,第４節第２日,25/03/09(日),14:08,金沢,1-2,高知,ゴースタ,4836.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／北陸朝日放送,31538,,
127,2025,Ｊ１,第６節第１日,25/03/15(土),14:03,東京Ｖ,2-1,名古屋,味スタ,16300.0,ＤＡＺＮ,31411,,
128,2025,Ｊ１,第６節第１日,25/03/15(土),14:03,横浜FC,2-0,Ｃ大阪,ニッパツ,6431.0,ＤＡＺＮ,31413,,
129,2025,Ｊ１,第６節第１日,25/03/15(土),14:03,福岡,1-0,FC東京,ベススタ,7721.0,ＤＡＺＮ／九州朝日放送,31414,,
130,2025,Ｊ１,第６節第１日,25/03/15(土),14:03,町田,1-0,新潟,Ｇスタ,10152.0,ＤＡＺＮ,31412,,
131,2025,Ｊ２,第５節第１日,25/03/15(土),13:03,秋田,1-3,札幌,ソユスタ,7795.0,ＤＡＺＮ／秋田テレビ,31471,,
132,2025,Ｊ２,第５節第１日,25/03/15(土),14:03,磐田,2-1,甲府,エコパ,15447.0,ＤＡＺＮ,31472,,
133,2025,Ｊ２,第５節第１日,25/03/15(土),14:03,鳥栖,1-0,大宮,駅スタ,5588.0,ＤＡＺＮ／サガテレビ,31474,,
134,2025,Ｊ２,第５節第１日,25/03/15(土),14:04,藤枝,2-0,いわき,藤枝サ,2950.0,ＤＡＺＮ,31473,,
135,2025,Ｊ２,第５節第１日,25/03/15(土),16:03,長崎,1-0,徳島,ピースタ,12044.0,ＤＡＺＮ,31475,,
136,2025,Ｊ３,第５節第１日,25/03/15(土),13:03,高知,2-2,鹿児島,春野陸,1246.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31543,,
137,2025,Ｊ３,第５節第１日,25/03/15(土),14:03,北九州,1-0,八戸,ミクスタ,2891.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31544,,
138,2025,Ｊ３,第５節第１日,25/03/15(土),14:03,相模原,1-1,奈良,ギオンス,1262.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31541,,
139,2025,Ｊ３,第５節第１日,25/03/15(土),14:03,讃岐,1-0,琉球,ピカスタ,1150.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31542,,
140,2025,Ｊ１,第６節第２日,25/03/16(日),13:03,清水,1-2,京都,アイスタ,14012.0,ＤＡＺＮ／静岡放送,31415,,
141,2025,Ｊ１,第６節第２日,25/03/16(日),14:03,岡山,0-0,川崎Ｆ,ＪＦＥス,13699.0,ＤＡＺＮ,31418,,
142,2025,Ｊ１,第６節第２日,25/03/16(日),14:03,鹿島,1-1,浦和,カシマ,31574.0,ＤＡＺＮ／ＮＨＫ　ＢＳ,31416,,
143,2025,Ｊ１,第６節第２日,25/03/16(日),14:03,横浜FM,2-0,Ｇ大阪,日産ス,23169.0,ＤＡＺＮ,31417,,
144,2025,Ｊ１,第６節第２日,25/03/16(日),14:03,広島,1-1,柏,Ｅピース,25283.0,ＤＡＺＮ／広島ホームテレビ,31419,,
145,2025,Ｊ１,第６節第２日,25/03/16(日),15:03,湘南,1-2,神戸,レモンＳ,9537.0,ＤＡＺＮ,31420,,
146,2025,Ｊ２,第５節第２日,25/03/16(日),13:03,熊本,1-3,山形,えがおＳ,3970.0,ＤＡＺＮ,31476,,
147,2025,Ｊ２,第５節第２日,25/03/16(日),14:03,水戸,2-2,仙台,Ｋｓスタ,3534.0,ＤＡＺＮ,31477,,
148,2025,Ｊ２,第５節第２日,25/03/16(日),14:03,山口,1-1,大分,みらスタ,5013.0,ＤＡＺＮ,31479,,
149,2025,Ｊ２,第５節第２日,25/03/16(日),14:03,今治,0-0,富山,アシさと,3542.0,ＤＡＺＮ,31480,,
150,2025,Ｊ２,第５節第２日,25/03/16(日),14:03,千葉,5-1,愛媛,フクアリ,9367.0,ＤＡＺＮ,31478,,
151,2025,Ｊ３,第５節第２日,25/03/16(日),14:03,群馬,2-0,鳥取,正田スタ,1391.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／群馬テレビ,31548,,
152,2025,Ｊ３,第５節第２日,25/03/16(日),14:03,栃木SC,1-0,FC大阪,栃木グ,2015.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31546,,
153,2025,Ｊ３,第５節第２日,25/03/16(日),14:03,栃木Ｃ,3-2,宮崎,ＣＦＳ,1133.0,ＤＡＺＮ／Ｌｅｍｉｎｏ,31547,,
154,2025,Ｊ３,第５節第２日,25/03/16(日),19:03,岐阜,1-2,金沢,長良川,2618.0,ＤＡＺＮ／Ｌｅｍｉｎｏ／ＣＣＮ,31550,,
155,2025,Ｊユースカップ １ｓｔラウンドＭ,第１節,25/03/16(日),13:00,徳島,3-2,讃岐,ＴＳＶ,50.0,,32652,,
156,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),13:03,八戸,1-1 (PK2-4),新潟,プラスタ,3124.0,マッチＮｏ［１４］／フジテレビＴＷＯ／スカパー！／ＦＯＤ／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31313,0,0
157,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,栃木Ｃ,0-1,鹿島,ＣＦＳ,4532.0,マッチＮｏ［８］／フジテレビＯＮＥ／スカパー！／ＦＯＤ／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31317,,
158,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,金沢,0-1,湘南,石川西部,3318.0,マッチＮｏ［１８］／スカパー！／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31321,,
159,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,高知,1-2,Ｇ大阪,春野陸,6929.0,マッチＮｏ［４］／スカパー！／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31316,,
160,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,奈良,0-1,FC東京,ロートＦ,3706.0,マッチＮｏ［１６］／スカパー！／ＳＰＯＯＸ／Ｌｅｍｉｎｏ,31320,,
161,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,北九州,1-0,岡山,ミクスタ,4638.0,マッチＮｏ［３］／スカパー！／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31315,,
162,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,沼津,0-1,柏,愛鷹,4406.0,マッチＮｏ［１０］／スカパー！／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31318,,
163,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,宮崎,0-3,名古屋,いちご,2466.0,マッチＮｏ［２４］／フジテレビＮＥＸＴ／スカパー！／ＦＯＤ／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31324,0,3
164,2025,ＹＬＣ 1stラウンド,１回戦第１日,25/03/20(木・祝),14:03,岐阜,0-2,横浜FC,長良川,2846.0,マッチＮｏ［２］／スカパー！／ＳＰＯＯＸ／Ｌｅｍｉｎｏ（録）,31314,,
