,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2001,ゼロックススーパーカップ,,03/03(土),14:30,鹿島,0-3,清水,国立,25095,日本テレビ,6297
1,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),14:01,Ｃ大阪,1-2,札幌,長居,11359,ＢＳ（録）,5702
2,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),14:02,名古屋,2-0,浦和,瑞穂球,12274,ＮＨＫ総合,5700
3,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),14:03,磐田,4-1,市原,磐田,15246,静岡放送／スカイパーフェクＴＶ！（録）,5699
4,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),15:03,福岡,2-0,Ｇ大阪,博多球,13125,Ｊスカイスポーツ／ＢＳ－ｉ（録）,5703
5,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),16:05,横浜FM,0-1,神戸,横浜国,25341,テレビ神奈川（録）／ＢＳ－ｉ,5701
6,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),17:04,Ｆ東京,2-1,東京Ｖ,東京,44030,ＢＳ／東京メトロポリタンテレビ,5705
7,2001,Ｊ１ １ｓｔ,第１節第１日,03/10(土),19:04,柏,2-1,清水,柏,13272,ＢＳ／千葉テレビ,5704
8,2001,Ｊ２,第１節第１日,03/10(土),13:01,大分,1-2,大宮,大分陸,4864,大分朝日放送／テレビ埼玉（録）／スカイパーフェクＴＶ！,5941
9,2001,Ｊ２,第１節第１日,03/10(土),13:59,水戸,0-1,仙台,ひたちな,3035,スカイパーフェクＴＶ！（録）,5942
10,2001,Ｊ２,第１節第１日,03/10(土),13:59,川崎Ｆ,3-1,甲府,等々力,3945,Ｊスカイスポーツ（録）,5943
11,2001,Ｊ２,第１節第１日,03/10(土),14:03,湘南,1-0,横浜FC,平塚,6009,Ｊスカイスポーツ,5944
12,2001,Ｊ２,第１節第１日,03/10(土),15:00,京都,2-2,山形,西京極,2857,ＫＢＳ京都（録）／スカイパーフェクＴＶ！（録）,5945
13,2001,Ｊ１ １ｓｔ,第１節第２日,03/11(日),14:00,鹿島,2-1,広島,国立,17385,ＴＢＳ（単）,5706
14,2001,Ｊ２,第１節第２日,03/11(日),13:03,鳥栖,1-1,新潟,鳥栖,3403,Ｊスカイスポーツ,5946
15,2001,サテライトリーグ Ａグループ,第１日,03/11(日),14:03,東京Ｖ,1-2,柏,ヴェルＧ,120,,
16,2001,サテライトリーグ Ｂグループ,第１日,03/11(日),14:05,川崎Ｆ,2-1,横浜FM,麻生Ｇ,200,,
17,2001,サテライトリーグ Ｃグループ,第１日,03/11(日),14:00,大分,2-2,Ｃ大阪,野口原,300,,
18,2001,サテライトリーグ Ｃグループ,第１日,03/11(日),14:03,神戸,3-8,福岡,いぶき旧,100,,
19,2001,Ｊ１ １ｓｔ,第２節第１日,03/17(土),14:00,札幌,2-1,柏,高知陸,6276,ＢＳ（録）／高知放送,5707
20,2001,Ｊ１ １ｓｔ,第２節第１日,03/17(土),15:03,市原,1-2,名古屋,市原,7555,千葉テレビ（録）／スカイパーフェクＴＶ！,5709
21,2001,Ｊ１ １ｓｔ,第２節第１日,03/17(土),15:03,東京Ｖ,2-1,鹿島,東京,30930,日本テレビ（録）,5714
