,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送,match_card_id
0,2023,ＦＵＪＩＦＩＬＭ　ＳＵＰＥＲ　ＣＵＰ,,02/11(土・祝),13:35,横浜FM,2-1,甲府,国立,50923.0,日本テレビ系全国ネットにて生中継／ＴＶｅｒ（生配信）,29371
1,2023,Ｊ１,第１節第１日,02/17(金),19:04,川崎Ｆ,1-2,横浜FM,等々力,22563.0,ＤＡＺＮ,28163
2,2023,Ｊ１,第１節第２日,02/18(土),14:03,横浜FC,0-1,名古屋,ニッパツ,11186.0,ＤＡＺＮ／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,28165
3,2023,Ｊ１,第１節第２日,02/18(土),14:03,京都,0-2,鹿島,サンガＳ,15988.0,ＤＡＺＮ／ＮＨＫ京都／ＫＢＳ京都（録）,28166
4,2023,Ｊ１,第１節第２日,02/18(土),14:03,広島,0-0,札幌,Ｅスタ,13121.0,ＤＡＺＮ／ＮＨＫ広島,28169
5,2023,Ｊ１,第１節第２日,02/18(土),14:03,FC東京,2-0,浦和,味スタ,38051.0,ＤＡＺＮ／ＮＨＫ総合,28164
6,2023,Ｊ１,第１節第２日,02/18(土),14:03,神戸,1-0,福岡,ノエスタ,18981.0,ＤＡＺＮ／ＮＨＫ福岡,28168
7,2023,Ｊ１,第１節第２日,02/18(土),14:03,Ｃ大阪,2-2,新潟,ヨドコウ,17928.0,ＤＡＺＮ／ＮＨＫ新潟,28167
8,2023,Ｊ１,第１節第２日,02/18(土),15:03,柏,2-2,Ｇ大阪,三協Ｆ柏,12334.0,ＤＡＺＮ,28170
9,2023,Ｊ１,第１節第２日,02/18(土),15:04,鳥栖,1-5,湘南,駅スタ,9663.0,ＤＡＺＮ／サガテレビ,28171
10,2023,Ｊ２,第１節第１日,02/18(土),13:09,甲府,1-2,山形,ＪＩＴス,9573.0,ＤＡＺＮ／ＮＨＫ甲府／ＮＨＫ山形,28469
11,2023,Ｊ２,第１節第１日,02/18(土),14:03,清水,0-0,水戸,アイスタ,14324.0,ＤＡＺＮ／テレビ静岡,28472
12,2023,Ｊ２,第１節第１日,02/18(土),14:03,長崎,0-1,千葉,トラスタ,11165.0,ＤＡＺＮ／長崎国際テレビ,28475
13,2023,Ｊ２,第１節第１日,02/18(土),14:03,群馬,0-0,秋田,正田スタ,3374.0,ＤＡＺＮ／群馬テレビ,28471
14,2023,Ｊ２,第１節第１日,02/18(土),14:04,いわき,2-3,藤枝,いわきＧ,4318.0,ＤＡＺＮ／ＮＨＫ福島,28470
15,2023,Ｊ２,第１節第１日,02/18(土),14:04,磐田,2-3,岡山,ヤマハ,10737.0,ＤＡＺＮ,28473
16,2023,Ｊ２,第１節第１日,02/18(土),14:05,山口,1-0,大宮,みらスタ,4596.0,ＤＡＺＮ／ＮＨＫ山口,28474
17,2023,Ｊ２,第１節第２日,02/19(日),14:03,徳島,1-2,大分,鳴門大塚,12070.0,ＤＡＺＮ／ＮＨＫ徳島／ＮＨＫ大分,28478
18,2023,Ｊ２,第１節第２日,02/19(日),14:03,東京Ｖ,1-0,金沢,味スタ,6597.0,ＤＡＺＮ,28476
19,2023,Ｊ２,第１節第２日,02/19(日),14:03,町田,0-0,仙台,Ｇスタ,8055.0,ＤＡＺＮ,28477
20,2023,Ｊ２,第１節第２日,02/19(日),16:03,栃木,1-1,熊本,カンセキ,6882.0,ＤＡＺＮ／とちぎテレビ,28479
21,2023,Ｊ１,第２節第１日,02/24(金),19:03,湘南,2-2,横浜FC,レモンＳ,10006.0,ＤＡＺＮ,28172
22,2023,Ｊ１,第２節第２日,02/25(土),14:03,横浜FM,2-0,浦和,日産ス,34035.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１,28173
23,2023,Ｊ１,第２節第２日,02/25(土),15:03,札幌,1-3,神戸,札幌ド,17078.0,ＤＡＺＮ／ＮＨＫ札幌,28174
24,2023,Ｊ１,第２節第２日,02/25(土),15:03,Ｇ大阪,1-1,鳥栖,パナスタ,25865.0,ＤＡＺＮ,28175
25,2023,Ｊ１,第２節第２日,02/25(土),15:04,福岡,2-1,Ｃ大阪,ベススタ,9607.0,ＤＡＺＮ,28176
26,2023,Ｊ１,第２節第２日,02/25(土),16:03,鹿島,1-2,川崎Ｆ,カシマ,28608.0,ＤＡＺＮ,28177
27,2023,Ｊ１,第２節第２日,02/25(土),16:03,名古屋,1-0,京都,豊田ス,21327.0,ＤＡＺＮ／中京テレビ（録）,28178
28,2023,Ｊ２,第２節第１日,02/25(土),13:02,甲府,1-1,徳島,ＪＩＴス,5633.0,ＤＡＺＮ／山梨放送,28480
29,2023,Ｊ２,第２節第１日,02/25(土),14:02,大宮,2-0,金沢,ＮＡＣＫ,6120.0,ＤＡＺＮ／テレ玉,28481
30,2023,Ｊ２,第２節第１日,02/25(土),14:03,藤枝,2-0,長崎,藤枝サ,2615.0,ＤＡＺＮ,28483
31,2023,Ｊ２,第２節第１日,02/25(土),14:03,千葉,1-3,山形,フクアリ,9203.0,ＤＡＺＮ,28482
32,2023,Ｊ１,第２節第３日,02/26(日),14:03,広島,1-2,新潟,Ｅスタ,13266.0,ＤＡＺＮ／広島テレビ放送,28179
33,2023,Ｊ１,第２節第３日,02/26(日),15:03,柏,1-1,FC東京,三協Ｆ柏,12833.0,ＤＡＺＮ,28180
34,2023,Ｊ２,第２節第２日,02/26(日),13:03,熊本,0-1,秋田,えがおＳ,4994.0,ＤＡＺＮ,28485
35,2023,Ｊ２,第２節第２日,02/26(日),13:04,岡山,0-0,清水,Ｃスタ,15695.0,ＤＡＺＮ／ＮＨＫ岡山,28484
36,2023,Ｊ２,第２節第２日,02/26(日),13:10,仙台,1-0,栃木,ユアスタ,13073.0,ＤＡＺＮ／ＮＨＫ仙台,28486
37,2023,Ｊ２,第２節第２日,02/26(日),13:13,大分,1-0,東京Ｖ,レゾド,15705.0,ＤＡＺＮ／ＮＨＫ大分,28490
