,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team
9,2021-04-04,7,10,14:03,アイスタ,徳島,3,0,清水
0,2021-04-06,8,1,19:03,日産ス,Ｃ大阪,0,1,横浜FM
1,2021-04-07,8,2,19:01,カシマ,柏,1,2,鹿島
2,2021-04-07,8,3,19:03,味スタ,札幌,1,2,FC東京
3,2021-04-07,8,4,19:03,等々力,鳥栖,0,1,川崎Ｆ
4,2021-04-07,8,5,19:03,ニッパツ,広島,3,0,横浜FC
5,2021-04-07,8,6,19:03,レモンＳ,名古屋,0,0,湘南
6,2021-04-07,8,7,19:02,アイスタ,浦和,2,0,清水
7,2021-04-07,8,8,19:03,パナスタ,福岡,0,0,Ｇ大阪
8,2021-04-07,8,9,19:03,ノエスタ,大分,0,1,神戸
9,2021-04-07,8,10,19:03,鳴門大塚,仙台,0,1,徳島
0,2021-04-10,9,1,14:03,Ｅスタ,湘南,1,0,広島
1,2021-04-10,9,2,15:03,ヤンマー,福岡,2,2,Ｃ大阪
2,2021-04-11,9,3,13:08,札幌ド,鹿島,2,2,札幌
3,2021-04-11,9,4,14:04,ユアスタ,横浜FM,0,0,仙台
4,2021-04-11,9,5,14:03,味スタ,川崎Ｆ,4,2,FC東京
5,2021-04-11,9,6,15:03,駅スタ,横浜FC,0,3,鳥栖
6,2021-04-11,9,7,15:03,昭和電ド,名古屋,3,0,大分
7,2021-04-11,9,8,16:01,埼玉,徳島,0,1,浦和
8,2021-04-11,9,9,17:03,三協Ｆ柏,Ｇ大阪,0,1,柏
9,2021-04-11,9,10,17:03,ノエスタ,清水,1,1,神戸
0,2021-04-16,10,1,19:03,札幌ド,横浜FM,3,1,札幌
1,2021-04-17,10,2,14:03,ニッパツ,仙台,2,2,横浜FC
2,2021-04-17,10,3,14:03,鳴門大塚,鹿島,1,0,徳島
3,2021-04-17,10,4,14:03,ベススタ,FC東京,0,1,福岡
4,2021-04-17,10,5,14:01,昭和電ド,柏,1,0,大分
5,2021-04-17,10,6,15:03,レモンＳ,神戸,0,0,湘南
6,2021-04-18,10,7,14:03,等々力,広島,1,1,川崎Ｆ
7,2021-04-18,10,8,15:03,豊田ス,鳥栖,2,1,名古屋
8,2021-04-18,10,9,15:03,ヤンマー,浦和,0,1,Ｃ大阪
9,2021-04-18,10,10,17:03,パナスタ,清水,0,0,Ｇ大阪
0,2021-03-03,11,1,18:03,等々力,Ｃ大阪,2,3,川崎Ｆ
1,2021-04-22,11,2,19:33,豊田ス,Ｇ大阪,0,2,名古屋
2,2021-04-24,11,3,13:03,札幌厚別,仙台,1,2,札幌
3,2021-04-24,11,4,14:03,味スタ,鳥栖,2,1,FC東京
4,2021-04-24,11,5,14:01,日産ス,横浜FC,0,5,横浜FM
5,2021-04-24,11,6,14:03,Ｅスタ,福岡,2,1,広島
6,2021-04-24,11,7,16:03,三協Ｆ柏,徳島,1,5,柏
7,2021-04-24,11,8,17:03,カシマ,神戸,1,1,鹿島
8,2021-04-25,11,9,14:03,アイスタ,湘南,1,1,清水
9,2021-04-25,11,10,16:03,埼玉,大分,2,3,浦和
0,2021-05-01,12,1,14:03,ユアスタ,柏,0,1,仙台
1,2021-05-01,12,2,14:03,味スタ,横浜FM,3,0,FC東京
2,2021-05-01,12,3,14:01,ベススタ,浦和,0,2,福岡
3,2021-05-01,12,4,15:03,ノエスタ,広島,0,3,神戸
4,2021-05-01,12,5,16:03,駅スタ,徳島,0,2,鳥栖
5,2021-05-01,12,6,17:33,ニッパツ,鹿島,3,0,横浜FC
6,2021-05-02,12,7,14:03,昭和電ド,清水,0,1,大分
7,2021-05-02,12,8,15:03,レモンＳ,札幌,0,0,湘南
8,2021-05-02,12,9,15:03,ヤンマー,Ｇ大阪,1,1,Ｃ大阪
9,2021-05-04,12,10,15:03,等々力,名古屋,2,3,川崎Ｆ
0,2021-05-08,13,1,14:03,駅スタ,広島,0,0,鳥栖
1,2021-05-08,13,2,15:03,豊田ス,Ｃ大阪,0,1,名古屋
2,2021-05-08,13,3,18:03,パナスタ,川崎Ｆ,2,0,Ｇ大阪
3,2021-05-09,13,4,13:03,日産ス,神戸,0,2,横浜FM
4,2021-05-09,13,5,14:03,アイスタ,横浜FC,1,1,清水
5,2021-05-09,13,6,14:03,ベススタ,柏,0,1,福岡
6,2021-05-09,13,7,15:03,レモンＳ,大分,0,2,湘南
7,2021-05-09,13,8,15:03,鳴門大塚,札幌,2,1,徳島
8,2021-05-09,13,9,16:03,埼玉,仙台,0,2,浦和
9,2021-05-09,13,10,17:01,カシマ,FC東京,0,3,鹿島
0,2021-05-15,14,1,14:03,ユアスタ,福岡,1,0,仙台
1,2021-05-15,14,2,14:03,アイスタ,名古屋,3,0,清水
2,2021-05-15,14,3,15:03,カシマ,横浜FM,3,5,鹿島
3,2021-05-15,14,4,16:03,三協Ｆ柏,FC東京,4,0,柏
4,2021-05-15,14,5,16:04,Ｅスタ,徳島,1,0,広島
5,2021-05-15,14,6,16:03,昭和電ド,鳥栖,1,1,大分
6,2021-05-15,14,7,16:01,ノエスタ,Ｃ大阪,1,1,神戸
7,2021-05-15,14,8,17:03,ニッパツ,湘南,0,2,横浜FC
8,2021-05-16,14,9,15:03,等々力,札幌,0,2,川崎Ｆ
9,2021-05-16,14,10,17:03,パナスタ,浦和,3,0,Ｇ大阪
0,2021-05-22,15,1,14:00,札幌ド,清水,0,2,札幌
1,2021-05-22,15,2,14:03,ユアスタ,大分,1,2,仙台
2,2021-05-22,15,3,14:03,駅スタ,鹿島,1,2,鳥栖
3,2021-05-22,15,4,15:03,等々力,横浜FC,1,3,川崎Ｆ
4,2021-05-22,15,5,16:04,埼玉,神戸,0,2,浦和
5,2021-05-22,15,6,17:03,日産ス,柏,1,1,横浜FM
6,2021-05-22,15,7,17:03,ベススタ,湘南,1,2,福岡
7,2021-05-22,15,8,18:03,鳴門大塚,名古屋,0,0,徳島
8,2021-05-22,15,9,19:01,味スタ,Ｇ大阪,0,1,FC東京
9,2021-05-23,15,10,15:03,ヤンマー,広島,2,1,Ｃ大阪
0,2021-05-26,16,1,19:05,札幌ド,鳥栖,0,0,札幌
1,2021-05-26,16,2,19:03,カシマ,Ｃ大阪,0,1,鹿島
2,2021-05-26,16,3,19:03,三協Ｆ柏,神戸,2,1,柏
3,2021-05-26,16,4,19:03,ニッパツ,福岡,1,1,横浜FC
4,2021-05-26,16,5,19:01,Ｅスタ,浦和,2,2,広島
5,2021-05-26,16,6,19:03,レモンＳ,川崎Ｆ,1,1,湘南
6,2021-05-26,16,7,19:03,アイスタ,FC東京,0,3,清水
7,2021-05-26,16,8,19:03,昭和電ド,横浜FM,1,0,大分
8,2021-05-26,16,9,19:03,豊田ス,仙台,1,0,名古屋
9,2021-05-27,16,10,19:03,パナスタ,徳島,1,2,Ｇ大阪
0,2021-05-29,17,1,19:00,三協Ｆ柏,札幌,,,柏
1,2021-05-30,17,2,13:00,日産ス,清水,,,横浜FM
2,2021-05-30,17,3,14:00,味スタ,広島,,,FC東京
3,2021-05-30,17,4,14:00,ノエスタ,鳥栖,,,神戸
4,2021-05-30,17,5,15:00,ユアスタ,Ｃ大阪,,,仙台
5,2021-05-30,17,6,15:00,鳴門大塚,湘南,,,徳島
6,2021-05-30,17,7,15:00,昭和電ド,福岡,,,大分
7,2021-05-30,17,8,17:00,パナスタ,横浜FC,,,Ｇ大阪
8,2021-05-30,17,9,18:00,埼玉,名古屋,,,浦和
9,2021-05-30,17,10,19:00,等々力,鹿島,,,川崎Ｆ
0,2021-04-14,18,1,18:03,ヤンマー,徳島,2,1,Ｃ大阪
1,2021-04-14,18,2,19:03,駅スタ,Ｇ大阪,1,0,鳥栖
2,2021-06-19,18,3,13:00,ベススタ,神戸,,,福岡
3,2021-06-19,18,4,14:00,札幌厚別,大分,,,札幌
4,2021-06-19,18,5,18:00,ニッパツ,FC東京,,,横浜FC
5,2021-06-19,18,6,19:00,Ｅスタ,柏,,,広島
6,2021-06-20,18,7,17:00,カシマ,仙台,,,鹿島
7,2021-06-20,18,8,19:00,埼玉,湘南,,,浦和
8,2021-07-17,18,9,18:30,アイスタ,川崎Ｆ,,,清水
9,2021-08-12,18,10,19:00,ニッパツ,名古屋,,,横浜FM
0,2021-04-14,19,1,19:03,等々力,福岡,1,3,川崎Ｆ
1,2021-04-14,19,2,19:33,豊田ス,広島,0,1,名古屋
2,2021-06-02,19,3,19:00,レモンＳ,Ｇ大阪,,,湘南
3,2021-06-23,19,4,19:00,ユアスタ,清水,,,仙台
4,2021-06-23,19,5,19:00,三協Ｆ柏,浦和,,,柏
5,2021-06-23,19,6,19:00,ニッパツ,鳥栖,,,横浜FM
6,2021-06-23,19,7,19:00,ノエスタ,横浜FC,,,神戸
7,2021-06-23,19,8,19:00,鳴門大塚,FC東京,,,徳島
8,2021-06-23,19,9,19:00,昭和電ド,鹿島,,,大分
9,,19,10,未定,未定,Ｃ大阪,,,札幌
0,2021-05-12,20,1,18:03,パナスタ,広島,2,1,Ｇ大阪
1,2021-05-12,20,2,19:03,等々力,仙台,2,2,川崎Ｆ
2,2021-06-27,20,3,18:00,ニッパツ,清水,,,横浜FC
3,2021-06-27,20,4,18:00,鳴門大塚,横浜FM,,,徳島
4,2021-06-27,20,5,18:30,カシマ,札幌,,,鹿島
5,2021-06-27,20,6,19:00,埼玉,福岡,,,浦和
6,2021-06-27,20,7,19:00,味スタ,大分,,,FC東京
7,2021-06-27,20,8,19:00,レモンＳ,柏,,,湘南
8,2021-07-17,20,9,19:00,ヨドコウ,神戸,,,Ｃ大阪
9,2021-07-17,20,10,19:00,駅スタ,名古屋,,,鳥栖
0,2021-05-12,21,1,19:03,豊田ス,鹿島,2,0,名古屋
1,2021-06-02,21,2,19:00,ニッパツ,川崎Ｆ,,,横浜FC
2,2021-07-03,21,3,19:00,ユアスタ,浦和,,,仙台
3,2021-07-03,21,4,19:00,三協Ｆ柏,横浜FM,,,柏
4,2021-07-03,21,5,19:00,Ｅスタ,鳥栖,,,広島
5,2021-07-03,21,6,19:00,ノエスタ,湘南,,,神戸
6,2021-07-04,21,7,13:05,札幌厚別,徳島,,,札幌
7,2021-07-04,21,8,18:00,アイスタ,大分,,,清水
8,2021-07-17,21,9,18:30,ベススタ,Ｇ大阪,,,福岡
9,2021-07-21,21,10,19:00,ヨドコウ,FC東京,,,Ｃ大阪
0,2021-04-29,22,1,15:03,豊田ス,川崎Ｆ,4,0,名古屋
1,2021-07-10,22,2,18:00,ニッパツ,福岡,,,横浜FM
2,2021-07-10,22,3,19:00,ユアスタ,札幌,,,仙台
3,2021-07-10,22,4,19:00,昭和電ド,浦和,,,大分
4,2021-07-11,22,5,18:00,Ｅスタ,横浜FC,,,広島
5,2021-07-11,22,6,18:00,鳴門大塚,清水,,,徳島
6,2021-07-11,22,7,19:00,三協Ｆ柏,鹿島,,,柏
7,2021-07-11,22,8,19:00,レモンＳ,FC東京,,,湘南
8,2021-07-21,22,9,19:00,パナスタ,神戸,,,Ｇ大阪
9,2021-07-24,22,10,19:00,駅スタ,Ｃ大阪,,,鳥栖
0,2021-08-09,23,1,15:00,札幌ド,浦和,,,札幌
1,2021-08-09,23,2,18:00,ニッパツ,名古屋,,,横浜FC
2,2021-08-09,23,3,18:00,アイスタ,横浜FM,,,清水
3,2021-08-09,23,4,19:00,レモンＳ,鹿島,,,湘南
4,2021-08-09,23,5,19:00,ヨドコウ,仙台,,,Ｃ大阪
5,2021-08-09,23,6,19:00,鳴門大塚,Ｇ大阪,,,徳島
6,2021-08-09,23,7,19:00,ベススタ,広島,,,福岡
7,2021-08-09,23,8,19:00,駅スタ,FC東京,,,鳥栖
8,2021-08-09,23,9,19:00,昭和電ド,川崎Ｆ,,,大分
9,2021-08-09,23,10,19:00,ノエスタ,柏,,,神戸
0,2021-08-13,24,1,19:00,アイスタ,Ｇ大阪,,,清水
1,2021-08-14,24,2,14:00,札幌ド,FC東京,,,札幌
2,2021-08-14,24,3,19:00,ユアスタ,横浜FC,,,仙台
3,2021-08-14,24,4,19:00,浦和駒場,鳥栖,,,浦和
4,2021-08-14,24,5,19:00,三協Ｆ柏,川崎Ｆ,,,柏
5,2021-08-14,24,6,19:00,Ｅスタ,神戸,,,広島
6,2021-08-15,24,7,18:00,ニッパツ,大分,,,横浜FM
7,2021-08-15,24,8,18:00,豊田ス,湘南,,,名古屋
8,2021-08-15,24,9,18:30,カシマ,徳島,,,鹿島
9,2021-08-15,24,10,19:00,ベススタ,Ｃ大阪,,,福岡
0,2021-08-21,25,1,18:00,ニッパツ,仙台,,,横浜FM
1,2021-08-21,25,2,19:00,三協Ｆ柏,鳥栖,,,柏
2,2021-08-21,25,3,19:00,レモンＳ,清水,,,湘南
3,2021-08-21,25,4,19:00,パナスタ,FC東京,,,Ｇ大阪
4,2021-08-21,25,5,19:00,ノエスタ,鹿島,,,神戸
5,2021-08-21,25,6,19:00,Ｅスタ,川崎Ｆ,,,広島
6,2021-08-21,25,7,19:00,鳴門大塚,浦和,,,徳島
7,2021-08-21,25,8,19:00,昭和電ド,札幌,,,大分
8,2021-08-21,25,9,19:30,ヨドコウ,横浜FC,,,Ｃ大阪
9,2021-08-22,25,10,18:00,豊田ス,福岡,,,名古屋
0,2021-08-25,26,1,19:00,札幌厚別,名古屋,,,札幌
1,2021-08-25,26,2,19:00,ユアスタ,FC東京,,,仙台
2,2021-08-25,26,3,19:00,浦和駒場,広島,,,浦和
3,2021-08-25,26,4,19:00,ニッパツ,Ｇ大阪,,,横浜FC
4,2021-08-25,26,5,19:00,アイスタ,鹿島,,,清水
5,2021-08-25,26,6,19:00,ベススタ,川崎Ｆ,,,福岡
6,2021-08-25,26,7,19:00,駅スタ,横浜FM,,,鳥栖
7,2021-08-25,26,8,19:00,昭和電ド,神戸,,,大分
8,2021-08-25,26,9,19:00,鳴門大塚,柏,,,徳島
9,2021-08-25,26,10,19:30,ヨドコウ,湘南,,,Ｃ大阪
0,2021-08-28,27,1,14:00,札幌ド,川崎Ｆ,,,札幌
1,2021-08-28,27,2,19:00,日産ス,鹿島,,,横浜FM
2,2021-08-28,27,3,19:00,Ｅスタ,大分,,,広島
3,2021-08-28,27,4,19:00,パナスタ,Ｃ大阪,,,Ｇ大阪
4,2021-08-28,27,5,19:00,ノエスタ,FC東京,,,神戸
5,2021-08-29,27,6,18:00,豊田ス,清水,,,名古屋
6,2021-08-29,27,7,19:00,三協Ｆ柏,横浜FC,,,柏
7,2021-08-29,27,8,19:00,レモンＳ,浦和,,,湘南
8,2021-08-29,27,9,19:00,ユアスタ,鳥栖,,,仙台
9,2021-08-29,27,10,19:00,ベススタ,徳島,,,福岡
0,2021-09-10,28,1,未定,ニッパツ,浦和,,,横浜FC
1,2021-09-11,28,2,未定,カシマ,福岡,,,鹿島
2,2021-09-11,28,3,未定,等々力,神戸,,,川崎Ｆ
3,2021-09-11,28,4,未定,豊田ス,徳島,,,名古屋
4,2021-09-11,28,5,未定,パナスタ,仙台,,,Ｇ大阪
5,2021-09-11,28,6,未定,ヨドコウ,札幌,,,Ｃ大阪
6,2021-09-11,28,7,未定,Ｅスタ,横浜FM,,,広島
7,2021-09-11,28,8,未定,駅スタ,清水,,,鳥栖
8,2021-09-11,28,9,未定,昭和電ド,湘南,,,大分
9,2021-09-12,28,10,未定,味スタ,柏,,,FC東京
0,2021-09-17,29,1,未定,駅スタ,大分,,,鳥栖
1,2021-09-18,29,2,未定,カシマ,Ｇ大阪,,,鹿島
2,2021-09-18,29,3,未定,埼玉,Ｃ大阪,,,浦和
3,2021-09-18,29,4,未定,三協Ｆ柏,広島,,,柏
4,2021-09-18,29,5,未定,味スタ,横浜FC,,,FC東京
5,2021-09-18,29,6,未定,豊田ス,横浜FM,,,名古屋
6,2021-09-18,29,7,未定,レモンＳ,福岡,,,湘南
7,2021-09-18,29,8,未定,アイスタ,仙台,,,清水
8,2021-09-18,29,9,未定,ノエスタ,札幌,,,神戸
9,2021-09-18,29,10,未定,鳴門大塚,川崎Ｆ,,,徳島
0,2021-09-24,30,1,未定,アイスタ,神戸,,,清水
1,2021-09-25,30,2,未定,札幌ド,広島,,,札幌
2,2021-09-25,30,3,未定,ユアスタ,徳島,,,仙台
3,2021-09-25,30,4,未定,味スタ,浦和,,,FC東京
4,2021-09-25,30,5,未定,等々力,湘南,,,川崎Ｆ
5,2021-09-25,30,6,未定,ニッパツ,横浜FM,,,横浜FC
6,2021-09-25,30,7,未定,パナスタ,柏,,,Ｇ大阪
7,2021-09-25,30,8,未定,ヨドコウ,鹿島,,,Ｃ大阪
8,2021-09-25,30,9,未定,ベススタ,鳥栖,,,福岡
9,,30,10,未定,未定,大分,,,名古屋
0,2021-10-01,31,1,未定,レモンＳ,横浜FM,,,湘南
1,2021-10-02,31,2,未定,カシマ,横浜FC,,,鹿島
2,2021-10-02,31,3,未定,三協Ｆ柏,仙台,,,柏
3,2021-10-02,31,4,未定,等々力,FC東京,,,川崎Ｆ
4,2021-10-02,31,5,未定,パナスタ,札幌,,,Ｇ大阪
5,2021-10-02,31,6,未定,ノエスタ,浦和,,,神戸
6,2021-10-02,31,7,未定,Ｅスタ,名古屋,,,広島
7,2021-10-02,31,8,未定,鳴門大塚,鳥栖,,,徳島
8,2021-10-02,31,9,未定,ベススタ,清水,,,福岡
9,2021-10-02,31,10,未定,昭和電ド,Ｃ大阪,,,大分
0,2021-10-16,32,1,未定,カシマ,川崎Ｆ,,,鹿島
1,2021-10-16,32,2,未定,埼玉,Ｇ大阪,,,浦和
2,2021-10-16,32,3,未定,味スタ,名古屋,,,FC東京
3,2021-10-16,32,4,未定,日産ス,札幌,,,横浜FM
4,2021-10-16,32,5,未定,ニッパツ,徳島,,,横浜FC
5,2021-10-16,32,6,未定,未定,柏,,,清水
6,2021-10-16,32,7,未定,ノエスタ,福岡,,,神戸
7,2021-10-16,32,8,未定,Ｅスタ,Ｃ大阪,,,広島
8,2021-10-16,32,9,未定,駅スタ,湘南,,,鳥栖
9,2021-10-16,32,10,未定,昭和電ド,仙台,,,大分
0,2021-10-22,33,1,未定,埼玉,柏,,,浦和
1,2021-10-23,33,2,未定,未定,福岡,,,札幌
2,2021-10-23,33,3,未定,ユアスタ,広島,,,仙台
3,2021-10-23,33,4,未定,味スタ,鹿島,,,FC東京
4,2021-10-23,33,5,未定,等々力,清水,,,川崎Ｆ
5,2021-10-23,33,6,未定,レモンＳ,横浜FC,,,湘南
6,2021-10-23,33,7,未定,豊田ス,神戸,,,名古屋
7,2021-10-23,33,8,未定,パナスタ,鳥栖,,,Ｇ大阪
8,2021-10-23,33,9,未定,ヨドコウ,横浜FM,,,Ｃ大阪
9,2021-10-23,33,10,未定,鳴門大塚,大分,,,徳島
0,2021-11-03,34,1,未定,未定,湘南,,,札幌
1,2021-11-03,34,2,未定,味スタ,清水,,,FC東京
2,2021-11-03,34,3,未定,等々力,浦和,,,川崎Ｆ
3,2021-11-03,34,4,未定,日産ス,Ｇ大阪,,,横浜FM
4,2021-11-03,34,5,未定,ニッパツ,鳥栖,,,横浜FC
5,2021-11-03,34,6,未定,豊田ス,柏,,,名古屋
6,2021-11-03,34,7,未定,ノエスタ,仙台,,,神戸
7,2021-11-03,34,8,未定,Ｅスタ,鹿島,,,広島
8,2021-11-03,34,9,未定,鳴門大塚,Ｃ大阪,,,徳島
9,2021-11-03,34,10,未定,ベススタ,大分,,,福岡
0,2021-11-06,35,1,未定,ユアスタ,名古屋,,,仙台
1,2021-11-06,35,2,未定,カシマ,浦和,,,鹿島
2,2021-11-06,35,3,未定,三協Ｆ柏,Ｃ大阪,,,柏
3,2021-11-06,35,4,未定,日産ス,FC東京,,,横浜FM
4,2021-11-06,35,5,未定,レモンＳ,広島,,,湘南
5,2021-11-06,35,6,未定,アイスタ,札幌,,,清水
6,2021-11-06,35,7,未定,ノエスタ,徳島,,,神戸
7,2021-11-06,35,8,未定,ベススタ,横浜FC,,,福岡
8,2021-11-06,35,9,未定,駅スタ,川崎Ｆ,,,鳥栖
9,2021-11-06,35,10,未定,昭和電ド,Ｇ大阪,,,大分
0,2021-11-20,36,1,未定,ユアスタ,湘南,,,仙台
1,2021-11-20,36,2,未定,カシマ,大分,,,鹿島
2,2021-11-20,36,3,未定,埼玉,横浜FM,,,浦和
3,2021-11-20,36,4,未定,三協Ｆ柏,福岡,,,柏
4,2021-11-20,36,5,未定,味スタ,徳島,,,FC東京
5,2021-11-20,36,6,未定,ニッパツ,神戸,,,横浜FC
6,2021-11-20,36,7,未定,アイスタ,広島,,,清水
7,2021-11-20,36,8,未定,パナスタ,名古屋,,,Ｇ大阪
8,2021-11-20,36,9,未定,ヨドコウ,川崎Ｆ,,,Ｃ大阪
9,2021-11-20,36,10,未定,駅スタ,札幌,,,鳥栖
0,2021-11-27,37,1,未定,札幌ド,柏,,,札幌
1,2021-11-27,37,2,未定,カシマ,鳥栖,,,鹿島
2,2021-11-27,37,3,未定,埼玉,清水,,,浦和
3,2021-11-27,37,4,未定,等々力,Ｇ大阪,,,川崎Ｆ
4,2021-11-27,37,5,未定,レモンＳ,徳島,,,湘南
5,2021-11-27,37,6,未定,ヨドコウ,名古屋,,,Ｃ大阪
6,2021-11-27,37,7,未定,ノエスタ,横浜FM,,,神戸
7,2021-11-27,37,8,未定,Ｅスタ,FC東京,,,広島
8,2021-11-27,37,9,未定,ベススタ,仙台,,,福岡
9,2021-11-27,37,10,未定,昭和電ド,横浜FC,,,大分
0,2021-12-04,38,1,未定,ユアスタ,鹿島,,,仙台
1,2021-12-04,38,2,未定,三協Ｆ柏,大分,,,柏
2,2021-12-04,38,3,未定,味スタ,福岡,,,FC東京
3,2021-12-04,38,4,未定,日産ス,川崎Ｆ,,,横浜FM
4,2021-12-04,38,5,未定,ニッパツ,札幌,,,横浜FC
5,2021-12-04,38,6,未定,アイスタ,Ｃ大阪,,,清水
6,2021-12-04,38,7,未定,豊田ス,浦和,,,名古屋
7,2021-12-04,38,8,未定,パナスタ,湘南,,,Ｇ大阪
8,2021-12-04,38,9,未定,鳴門大塚,広島,,,徳島
9,2021-12-04,38,10,未定,駅スタ,神戸,,,鳥栖
